,Verse,Meter,char_count
89969,oft with thee lloyd i steal an hour from grief,iambic,6
164680,unnatural oft and foreign to the mind,iambic,6
110814,or future dolours of the birth survive,iambic,6
18917,breaks thro' his prison by resentment bold,iambic,6
41709,without good breeding truth is not approv'd,iambic,6
112670,and yon wide groves already past with pain,iambic,6
28176,but th'orchatloss with future crops repair,iambic,6
174664,to these let judgment value give,iambic,6
181163,o'er feelings nature wrought so high,iambic,6
185407,so from the astonished stars her nightly train,iambic,6
143760,she found at last her failing side,iambic,6
176445,more pleasing less intent to please,iambic,6
169752,lamented change to which full many a cause,iambic,6
30243,long had she fill'd each youth with love,iambic,6
186696,a joyful welcome sings,iambic,6
135983,to chide the libertine and court the queen,iambic,6
198138,and therefore mayst without attaint oerlook,iambic,6
140623,and late ink hagley you were seen,iambic,6
137714,oft have i prais'd them as they stalk'd along,iambic,6
110731,observe their haunt and watch with jealous care,iambic,6
164244,their humble texture weave but most delight,iambic,6
17529,regards wellpleas'd whatever works excel,iambic,6
82526,was kindling torches to obscure the sun,iambic,6
123153,do they not oft with kind accession flow,iambic,6
74243,his sprightly air and glossy dye,iambic,6
54147,founded on honour wilkes is still himself,iambic,6
90846,with impious hand the sacred vestment shred,iambic,6
50142,the laugh which more than censure wounds,iambic,6
196785,at sight of that sequester'd glade,iambic,6
150263,in language plain as was his dress,iambic,6
123385,receive my sayings with a stedfast ear,iambic,6
169198,his horse and him unconscious of them all,iambic,6
92879,how swift our active spirits urge their way,iambic,6
122483,your gifts your honours dance around my strain,iambic,6
64603,from heracleum on the mountain's highth,iambic,6
158561,what lengths of farfamed ages billow'd high,iambic,6
143970,was vanquish'd by the spleen,iambic,6
20203,beyond the proud oppressor's cruel grasp,iambic,6
37419,yet wants the honour injur'd to defend,iambic,6
109781,resounding thro' the olive shade,iambic,6
161044,or hear the summon with an idle gaze,iambic,6
158153,their interest like a lion lives on prey,iambic,6
76558,the steel of brutus burst the grosser bonds,iambic,6
22604,his honest friends at thirsty hour of dusk,iambic,6
113246,beneath the myrtle grove inspir'd my lays,iambic,6
19763,but that disease when soberly defin'd,iambic,6
50361,shou'd melt his resolution down,iambic,6
119682,before my lips shall breathe the impartial vow,iambic,6
51464,hark orpheus strikes the lyre again,iambic,6
85278,by mercers lacemen mantuamakers press'd,iambic,6
94542,thy resistless martial legions,iambic,6
195533,books pictures statues here we find,iambic,6
135082,i know your brother loves the beauteous maid,iambic,6
26967,that corfe and kingston gentry think you mad,iambic,6
70418,but keep me mild as when love first began,iambic,6
126349,from all the hamlet cull'd whom best i lov'd,iambic,6
88099,in every liquid there's a constant rowl,iambic,6
137316,secure from each unhallow'd eye,iambic,6
146694,in that sweet season when the mounting sun,iambic,6
92199,why praise we prodigal of fame,iambic,6
79674,of ceres bacchus andi the athenian maid,iambic,6
119563,drops his weak wing and sighs his soul away,iambic,6
51211,but one more smart than all the rest,iambic,6
186566,and only virtue's friends be yours,iambic,6
22671,themselves with bellying goblets nor when spring,iambic,6
109602,made every climate your's and every soil,iambic,6
102387,o'erlook the failure all offend that live,iambic,6
123200,or shall we touch that kind access of joy,iambic,6
16938,nor find defence nor charter there,iambic,6
32338,sigh not ye winds as passing o'er,iambic,6
1206,and but that thou art incorp'rate with the flame,iambic,6
83914,when hunger call'd they left the wood,iambic,6
94881,proud gallia treacherously brave,iambic,6
75066,observing how they spoke with rancour,iambic,6
98690,that blooms and withers in an hour,iambic,6
186094,lead stern depopulation in her train,iambic,6
71979,the prattling streams and zephyrs bland,iambic,6
195777,before the surgeons brib'd these rogues,iambic,6
50843,the pasture gay no hurtful weeds be found,iambic,6
127479,its high vicegerency in future time,iambic,6
13689,behold the saxon cas'd in mailf,iambic,6
127462,instruct them to pursue the unerring print,iambic,6
94815,too happy to be long admir'd,iambic,6
126536,bright cythera the fair,iambic,6
191534,lark linnet thrush and thou of all the grove,iambic,6
99481,behold thyself reflected here,iambic,6
58375,we cannot 'tis impossible to part,iambic,6
67216,to be the slave of greatness to strike sail,iambic,6
74492,then clad in weeds of woe i see thee come,iambic,6
83525,while that sells best that's most against the law,iambic,6
52541,the butler hanging down his head,iambic,6
27965,while stars by conscious twinklings seem'd to know,iambic,6
43608,view'd a deliv'rer with disdain and hate,iambic,6
133967,improve the kind occasion understand,iambic,6
92538,a fatal harvest on the deck,iambic,6
46337,expecting soon the friendlyfurious wave,iambic,6
189228,active strength and cunning sleight,iambic,6
150450,they urge the traveller's common chance,iambic,6
96396,mistress of the vocal song,iambic,6
48376,and recompense our cares,iambic,6
173144,the ripen'd harvst now demands your care,iambic,6
165055,behind and strikes them from the book of life,iambic,6
146260,hides his grim aspect from the sight of men,iambic,6
72987,now the shrill cornpipes echoing loud to arms,iambic,6
144558,whose latrant stomachs oft molest,iambic,6
192625,and rustic battle ends the boobies 'broil,iambic,6
195095,where she presides all must be nobly great,iambic,6
73652,thy wisdom's empty boast,iambic,6
160274,where your great master's orb his planets where,iambic,6
164994,oft inadvertent by the boiling stream,iambic,6
100563,sweet groves i love your silent shades,iambic,6
107645,for when the body oft expiring lies,iambic,6
108309,since yet the glorious name of orange stands,iambic,6
115496,who not to sleep allow'd the needful time,iambic,6
76424,forming of life artciviliz'd the bond,iambic,6
63303,awakes the kindling ray,iambic,6
173078,as often wish his tedious race was run,iambic,6
165401,and ever musing on the common weal,iambic,6
50037,he had not time to feel in town,iambic,6
177095,burst from the pallid sickly sky,iambic,6
32993,reach the blest seats and waft our tender woe,iambic,6
82389,the moorish squadron to the capital,iambic,6
188070,to them the sounding jargon of the schools,iambic,6
2317,o haste to me while o'er thy way she strews the fairest flowers,iambic,6
11512,first tun'd the british harp and little deem'd,iambic,6
19290,will not affront me and no other can,iambic,6
143876,i from this picture plainly see,iambic,6
166148,at first thinwavering till at last the flakes,iambic,6
20737,upon the least appearance of relief,iambic,6
63662,not all the storms that shake the pole,iambic,6
82858,who had so sweetly shone she seem'd 'till now,iambic,6
143200,ah do not yet give o'er thy plaintive lay,iambic,6
156713,and sense by right divine ascends the throne,iambic,6
35400,the murd'rous zeal of a weak romishp queen,iambic,6
179926,and phoebus fiercely twangs the sprightly lyre,iambic,6
73977,and austria scourg'd o'er all the subject seas,iambic,6
192734,the noble spirit that in dangers brave,iambic,6
47500,when chance revers'd the prosp'rous day,iambic,6
77422,and last of vulgar tribes a countless crowd,iambic,6
19711,could fetch from records of an earlier age,iambic,6
161014,shook a white shower from the blackthorn bush,iambic,6
46307,i curs'd the cause that forc'd him to expire,iambic,6
153358,in boundless walks of raptured thought where gods,iambic,6
145219,but ah what daedal hand can trace,iambic,6
26232,to loftier chambers of the deep,iambic,6
156819,weigh anchor spread thy sails call every wind,iambic,6
26614,no busy steps the grassgrown footway tread,iambic,6
26039,and here in tinctur'd wool we now behold,iambic,6
7443,and see his conscience ripp'd with steady eye,iambic,6
72324,beheld a thousand temples rise,iambic,6
22019,to distant nations or with sov'ran sway,iambic,6
106870,purge thou my heart with hyssop lest like cain,iambic,6
169,a phantom brighter than the blaze of day,iambic,6
39084,who sav'd a nation than who nations won,iambic,6
156216,unequal fate his fall without his guilt,iambic,6
37273,not from the burnets oldmixons and cooks,iambic,6
138077,she from whose pensive and mellifluous throat,iambic,6
115570,have each a med'cine for the rustic mind,iambic,6
96957,to raise my vernal joys conspire,iambic,6
152096,what numbers sheath'd in erudition lie,iambic,6
29313,'from better habitations spurn'd,iambic,6
170495,were sons indeed they felt a filial heart,iambic,6
198156,that you yourself being extant well might show,iambic,6
114916,'tis good 'tis pleasant through th' advancing year,iambic,6
143745,so swam achilles fierce and brave,iambic,6
121681,as that immortal flame you've rais'd in me,iambic,6
20531,but now the roses from her cheeks were flown,iambic,6
107036,their portraiture in the inverted heaven,iambic,6
25196,the pure beverage of the bee,iambic,6
105663,and rest in dead contraction lost,iambic,6
115073,'t was his at cards each novice to trepan,iambic,6
85895,with downcast streaming eyes,iambic,6
184133,his appetite unanswer'd by his pow'r,iambic,6
894,who smiles each happy day possest,iambic,6
198080,shall profit thee and much enrich thy book,iambic,6
41148,but are not criticks to their judgment too,iambic,6
109406,so near proud rhodes across the raging flood,iambic,6
181389,this image on the medal place'd,iambic,6
196201,fair emblems of your mistress 'breast,iambic,6
144310,renounces wisdom's sullen pomp,iambic,6
113990,more bright than streams of fluid silver are,iambic,6
96902,and leaning on her faithful breast,iambic,6
101288,she there shall dress a sweeter sod,iambic,6
35881,fierce partyrage each village fires,iambic,6
151649,haste haste he lies in wait he's at the door,iambic,6
107102,and thou fair indian whose immense domain,iambic,6
184075,the glare of courts and luxury of state,iambic,6
100654,thy smiles all human sorrows mock,iambic,6
35956,comes lagging like a distanc'd horse,iambic,6
93705,thy frozen floods delight no more,iambic,6
127046,of past delight calls forth his beauteous bride,iambic,6
21913,decrepid age nor that from harvey nam'd,iambic,6
52309,but vice whose face is ever bare,iambic,6
186604,impatient to devour,iambic,6
118532,medon pisander and a hundred more,iambic,6
73880,the warlike wodehouse march'd with prowest might,iambic,6
125086,the soft fallacious gleam of hope and turns,iambic,6
139066,his pow'rful works his daily praise renew,iambic,6
170630,the unequivocal authentic deed,iambic,6
75105,now sinks in everlasting night,iambic,6
49531,and on the virgin cast a parting eye,iambic,6
53531,with glaring eyeballs cross our way,iambic,6
51797,betray thea founder of messiah's line,iambic,6
119525,and bids alphonso by a sep'rate course,iambic,6
20872,for all they had to live upon was grief,iambic,6
147700,this could not be the lure of beasts of prey,iambic,6
32408,there peaceful shades yon conscious grove,iambic,6
23319,say must the muse th' unwilling task pursue,iambic,6
1251,the generous almoner of health,iambic,6
159589,the most gigantic sons of earth the broad,iambic,6
100888,what tho' at the imagin'd tale,iambic,6
59756,reclin'd a studied carelessness express'd,iambic,6
111262,while chalky cliffs o'erlook the shaded deep,iambic,6
165742,as the soft touch dissolv'd the virginzone,iambic,6
113063,the boy abash'd and half afraid,iambic,6
147908,she shook her head its meaning well i knew,iambic,6
151988,the rest are on the wing how fleet their flight,iambic,6
56781,thef lively image of his father's grace,iambic,6
65456,then oft well pleas'd with them retire,iambic,6
60825,points out what merits praise what merits blame,iambic,6
109170,torn out and blotted from the list of fame,iambic,6
167069,shadow and sunshine intermingling quick,iambic,6
71232,this bleeding heart would know no smarting pain,iambic,6
173864,to combat atheists with in modern days,iambic,6
154443,if you would learn death's character attend,iambic,6
188161,weeps tears of joy and bursts into a song,iambic,6
192634,and while she stands abash'd with conscious eye,iambic,6
12927,on her resolves the western world relies,iambic,6
51296,for fix'd or worth her thought this rolling ball,iambic,6
38067,from hecatombs by heroes slain,iambic,6
45527,for thou hast long liv'd in my heart,iambic,6
119552,o'er those fair lawns to pour a sanguine flood,iambic,6
58927,her bosom with the raging passion burns,iambic,6
134120,from ev'ry window and the fields are green,iambic,6
36376,weighs more than ages of renown,iambic,6
166037,then o'er the sanded valley floating spreads,iambic,6
129192,i should deserve to forfeit all applause,iambic,6
76715,moral or intellectual more intense,iambic,6
160199,ye borderers on the coasts of bliss what are you,iambic,6
130245,nor kill with frown severe one harmless lyar,iambic,6
130456,but if they own ingenuous virtue's sway,iambic,6
128332,they call'd them out by two and three,iambic,6
56582,no matron ever sweetly sung,iambic,6
33482,now man revives and smile the worlds around,iambic,6
15445,and the tears tremble in the languid eye,iambic,6
97963,where revels frantic folly,iambic,6
162978,ye swains now hasten to the hazelbank,iambic,6
171674,one song employs all nations and all cry,iambic,6
186530,have met with proofs beyond denial,iambic,6
164454,his grandeur in the heavens the sun and moon,iambic,6
169397,becomes a dicebox and a billiard mast,iambic,6
40048,or friendship's band or hymen's sacred chain,iambic,6
80548,our time is wealth no frugal hand can store,iambic,6
7519,rather than not blast thine he'll blast his own,iambic,6
163938,soft sigh'd the flute the tender voice was heard,iambic,6
8402,what meant that god which still methinks i view,iambic,6
115495,her soul to gain a mistress and a slave,iambic,6
162215,alone the wanton mischief he pursues,iambic,6
87831,and wanton fish shall leave their native seas,iambic,6
95039,in emerald groves and shadowy glades,iambic,6
11850,swift as the gale fly o'er the rolling seas,iambic,6
174898,rush on the eye and crowd upon the sight,iambic,6
183246,nursing her daughter arts majestic stood,iambic,6
139249,he had a frank and pleasant look,iambic,6
89715,printed and praised in every magazine,iambic,6
89762,thou who awak'st fair stella's soothing lay,iambic,6
136402,before the silent masters of the world,iambic,6
31887,nor these alone were found incloister'd here,iambic,6
113129,bid that cold bosom cold no more,iambic,6
186513,the pris'ner blush'd the muses frown'd,iambic,6
183902,when ruin threaten'd me of late,iambic,6
80815,others extended naked on the floor,iambic,6
110771,and little eelets soon begin to creep,iambic,6
135897,whilst principals ungrac'd like lacquies wait,iambic,6
177793,and with a nod that shook the spheres he swore,iambic,6
158439,in arts and sciences in wars and peace,iambic,6
158962,and satiate of his journey thinks of home,iambic,6
166449,unnumber'd pictures fleeting o'er the brain,iambic,6
177775,were kings elective realms would sue,iambic,6
34781,and own the monarch heav'n vouchsafes to own,iambic,6
102612,whether in shepherd's cleanly weed,iambic,6
11924,and yelp'd and leap'd delighted to attend,iambic,6
115442,all hope of marriage lost in her disgrace,iambic,6
195333,trees half obscuring columns intervene,iambic,6
162765,urg'd by necessity had roam'd the dark,iambic,6
16106,grandeur a bubble honours empty all,iambic,6
129633,conceal'd you sported in the secret shade,iambic,6
123865,of things external acts in different ways,iambic,6
75433,my earliest flame to whom i owe,iambic,6
198728,as subject to times love or to times hate,iambic,6
70396,beheld the wanton cities of the plain,iambic,6
94347,look down much honour'd shade below,iambic,6
142546,bless me and by repentance make,iambic,6
9129,o then denounce thy sovereign will,iambic,6
190011,tir'd with contempt she quits the slipp'ry reign,iambic,6
96341,luscious nectar's quintessence,iambic,6
94925,or conquer in their country's cause,iambic,6
66586,so from our dust fresh faculties may bloom,iambic,6
85840,and all the present world shall be no more,iambic,6
80315,where vice triumphant rears aloft her head,iambic,6
87469,for well i ween thou hear'st my doleful song,iambic,6
197739,speak of the spring and foison of the year,iambic,6
97655,in adria weds his greenhair'd bride,iambic,6
118254,his station too it seems is hard as thine,iambic,6
31584,and now to heaven unnumber'd sighs she sends,iambic,6
24505,if there he flies for help with sudden yawn,iambic,6
23684,but find me wrapt in meditations high,iambic,6
42266,of yonder doleful passingbell,iambic,6
161917,of dogs quickmouth'd and shouts that mingle loud,iambic,6
56293,upon their shoes the romans wore,iambic,6
42979,but railing railing friend it ne'er can do,iambic,6
184441,fear less love on you need not dye like him,iambic,6
19675,mine be the friend less frequent in his pray'rs,iambic,6
89821,hard hard command and yet i will obey,iambic,6
17234,thy deeds theb conquest of the world inspire,iambic,6
31274,dishonest triumphs and ignoble spoils,iambic,6
7577,cramm'd to the throat in lazy plenty yawn,iambic,6
162162,and trembling under complicated pains,iambic,6
5033,to make dejected virtue nobly rise,iambic,6
71656,from guile the heart too honest to suspect,iambic,6
140291,his life shall blazon or his memory crown,iambic,6
122425,despondence this dull melancholy's scene,iambic,6
126743,with her warm bosom rising to the throbs,iambic,6
11267,warm at my heart new hopes dilate,iambic,6
52515,campbell foretold just what he wou'd,iambic,6
151212,is wise in man as if an angel spoke,iambic,6
121386,felt those gusts which since prevail,iambic,6
30122,and mine this stroke shall free,iambic,6
28104,ripe mellow heaps from ev'ry tree are shook,iambic,6
148311,with phlegmatick resolves and dry discourse,iambic,6
76365,of more exalting suns let asia's woods,iambic,6
106345,then hagley mourn your genius fled,iambic,6
197090,serving with looks his sacred majesty,iambic,6
23563,exhorts them still to foul revolt alas,iambic,6
168394,that feels for injured love but i disdain,iambic,6
43373,where his revenge or favour shall be shown,iambic,6
42820,too sure my father's injur'd ghost would rise,iambic,6
173547,and tells them as he strokes their silver locks,iambic,6
51260,sweats swoonings and convulsive motions,iambic,6
90094,of nations conquer'd and of worlds undone,iambic,6
97138,or rich bermudas' balmy isle,iambic,6
10208,richmond his generous soul resign'd,iambic,6
62621,now by the voice of his experience true,iambic,6
180873,is but a false agreeable design,iambic,6
112020,where on hard beds the porous spunges grow,iambic,6
12166,so shall my dear my lov'd belinda find,iambic,6
133332,but death and hell subdu'd the deity,iambic,6
185724,i sit me down a pensive hour to spend,iambic,6
12229,inglorious sunk them in a watry grave,iambic,6
95537,to snatch the liquid treasures from thy arm,iambic,6
86746,no lavish flowers were ever strew'd,iambic,6
176809,and kindle at the poet's fire,iambic,6
195417,a temperate sunshine and an air serene,iambic,6
2275,and all with one afrighting blaze is inconfusion lost,iambic,6
85119,'till celia answer'd with a smile,iambic,6
55361,in public rage all private love was sunk,iambic,6
191244,and in their train to fill the press,iambic,6
184102,instruction are thy words and lively truth,iambic,6
6104,and with applause thro' ev'ry couple run,iambic,6
164831,the rays that radiate from thy cloudless sphere,iambic,6
111084,their ravisht hearts what earning transports move,iambic,6
166434,of patriots and of heroes but if doom'd,iambic,6
128000,no less a slave than they each rumour shakes,iambic,6
94855,but first our powerful realms obey,iambic,6
56119,and their first league again take place,iambic,6
40988,while parties rage o truth with honest zeal,iambic,6
39963,to these reflections each slow wearing day,iambic,6
164429,of various cadence and his sportive lambs,iambic,6
85281,she condescends to listen to his pray'r,iambic,6
147930,i bow'd again oh speak if thou art he,iambic,6
56315,and set the planets by the ears,iambic,6
29315,'or grieve for friendship unreturn'd,iambic,6
34461,yet he alone to ev'ry scene could give,iambic,6
61742,and gives sylvanus empire in the main,iambic,6
156362,for man to howl in why not his abode,iambic,6
30420,thy pristine glory thy unmatch'd renown,iambic,6
185881,at night returning every labour sped,iambic,6
152170,lorenzo pride repress nor hope to find,iambic,6
170313,we trust him not too far king though he be,iambic,6
118909,tho' now confin'd within this castre,iambic,6
152147,this carries friendship to her noontide point,iambic,6
123363,they reach'd a grassy plain which from the skirts,iambic,6
95810,and glittering hang o'er borrowdale,iambic,6
56793,by all the prophets all th' apostles sung,iambic,6
11003,should'st thou coarse boors or gloomy martyrs see,iambic,6
168048,and loose example whom he should instruct,iambic,6
21163,thy pitying aid o god impart,iambic,6
180576,for in their heaps was no resisting atoms found,iambic,6
116687,he knock'd was usher'd to the room of state,iambic,6
152613,lorenzo no the thought of death indulge,iambic,6
62328,just made fifth chaplain of his patron lord,iambic,6
138063,by heaven supplied with future stores of health,iambic,6
96487,circling thro' pendant cliffs and watery dales,iambic,6
122176,for now their godships recollected,iambic,6
187538,those authors wit and sense said she,iambic,6
10618,and from the mystick cloud reveals,iambic,6
166534,swells in the breeze and with the hasty tread,iambic,6
128149,and live or die between 'em,iambic,6
70592,and lavish'd all my little store,iambic,6
114952,had left a babe within the parishbound,iambic,6
103328,see cringing merit at the gates of pride,iambic,6
29857,and meekey'd hope and inward peace,iambic,6
81211,sometimes a sigh half smother'd stole away,iambic,6
113084,to reach coy learning's lofty seat,iambic,6
111926,his twisted spires or stretch his lengthen'd train,iambic,6
75037,and reigns sole mistress in his breast,iambic,6
119235,she falt'ring said then sunk on earth and died,iambic,6
11676,to thee sweet fop these lines i send,iambic,6
170799,shouted for joy tell me ye shining hosts,iambic,6
149134,the mighty plan oracular in verse,iambic,6
140111,fair truth a hallow'd guide inspires my song,iambic,6
20521,oppreffion nam'd and stretch'd her filthy claw,iambic,6
2983,o he was lovely fair as purest snow,iambic,6
17836,but to be pent within the walls,iambic,6
174066,such rare exceptions shining in the dark,iambic,6
1515,thine the unborrow'd gems of thought,iambic,6
140585,plum'd conceit himself surveying,iambic,6
82656,no human sound but their own pensive tones,iambic,6
179087,then to the shades of learned ease retir'd,iambic,6
55137,give me to chuse see gotham's ruin'd state,iambic,6
80776,like vapours steeming from a sulph'rous cell,iambic,6
73944,imprest with agincourt's emblazon'd name,iambic,6
65515,or roving join fantastic pleasure's train,iambic,6
57995,the neighb'ring kings his great allies engag'd,iambic,6
186180,to stipulate for half mankind,iambic,6
138675,but you perhaps are by the ear,iambic,6
174248,blest be the man his memory at least,iambic,6
16116,brave troops by whom as heaven protecting led,iambic,6
84870,with a hot pasty or a warden pye,iambic,6
77084,and sounds angelic echo thro' the glade,iambic,6
147629,around their fields the yam i taught to grow,iambic,6
173732,so take my judgment in his language dress'd,iambic,6
167518,as human nature's broadest foulest blot,iambic,6
99836,with happiness and glory fraught,iambic,6
50620,foulded your tender arms and slept agen,iambic,6
123215,what when to raise the meditated scene,iambic,6
96082,invoke to their infernal bower,iambic,6
35575,while the great bard sublimest truths explor'd,iambic,6
64030,the gallant vessel with its hapless crew,iambic,6
153518,beholding man allows that tender name,iambic,6
119669,at length she falt'ring cried the conflict's o'er,iambic,6
82745,and rais'd towards that heav'n which now allow'd,iambic,6
151544,beware lorenzo a slowsudden death,iambic,6
144542,crowds pant and press to seize the prize,iambic,6
33534,less huge the dolphin to the sun displays,iambic,6
62391,beckons the legions of his storms away,iambic,6
40171,with modest talents and a feeling heart,iambic,6
189602,ride on the gilded car behind,iambic,6
136675,attentive to the wise the great of soul,iambic,6
171509,by any change of fortune proof alike,iambic,6
68277,what tho' nor glittering turret rise,iambic,6
149237,slaves fight for what were better cast away,iambic,6
161540,and cooks had nature's judgment set aside,iambic,6
107706,sip the fresh dews and in the sunshine play,iambic,6
61119,and cantium's plains beneath the appennine,iambic,6
153537,dost ask me when when he who died returns,iambic,6
117068,had more of strength diviner rage,iambic,6
46679,the nodding plumes around his temples wave,iambic,6
164562,and great design against th' oppressive load,iambic,6
162687,a numerous offspring lovely like themselves,iambic,6
71648,and man corrupts the blessings meant by heav'n,iambic,6
13450,hence oft' to win some stubborn maid,iambic,6
115758,his own exploits with boastful glee he told,iambic,6
91117,but now they watch their lordies' frowns,iambic,6
191311,can send remembrance back to fetch,iambic,6
118531,'twould tire me ev'n to count their number o'er,iambic,6
198321,doth spot the beauty of thy budding name,iambic,6
53689,the pious christian thinks not worth his care,iambic,6
48928,with brutal hand from his contending arms,iambic,6
98852,when phoebus mounts his early car,iambic,6
115417,a diamond buckle blazed his breast before,iambic,6
150626,which stands upon that rising mountain's side,iambic,6
175553,and fled such wisdom like trophonius' cave,iambic,6
15506,more lov'd more known and justly more admir'd,iambic,6
30956,the boast and wonder of the plain,iambic,6
176578,one deepfelt pang would pierce the dullest heart,iambic,6
15933,its fount the grand authority of heaven,iambic,6
115034,they ask the price of each unrivall'd steed,iambic,6
20157,and higher relish than meridian suns,iambic,6
144387,the mazes and the brambles vex,iambic,6
103016,but lurks and sneaks at home,iambic,6
185405,anon with slackened rage comes quivering down,iambic,6
183522,indulge thy boundless thirst of doing good,iambic,6
58981,with all the monstrous progeny of nile,iambic,6
166016,combine and deepening into night shut up,iambic,6
135304,thou should'st like me bewail thy lot,iambic,6
85683,attend the goddess thro' her airy scene,iambic,6
41260,and let your comment be the mantuan muse,iambic,6
144591,what fancy's sketching power can do,iambic,6
188543,but let them both his favours share,iambic,6
107853,when diff'rent passions draw the wedded pair,iambic,6
164635,is heard and all in tears he wakes again,iambic,6
72781,each supple limb she swaith'd and tender bone,iambic,6
92032,by musick minds an equal temper know,iambic,6
138014,yet here shall faithful love the maiden save,iambic,6
116506,liberal and rich a plenteous board he spread,iambic,6
67629,they met they laugh'd as goy and i may do,iambic,6
9852,while wing'd with mirth the laughing minutes glide,iambic,6
108961,that melted to their fluid state again,iambic,6
14574,towit a barbarous world to civilize,iambic,6
171287,and howl and roar as likes them uncontroul'd,iambic,6
6249,on both side drunkards love a partysong,iambic,6
139270,if he who looks all worlds throughout,iambic,6
153543,replenish'd soon replenish'd with increase,iambic,6
187925,charles without doubt say you and so he ought,iambic,6
120472,if thou hast one more left for me,iambic,6
85181,there sits with countenance erect and wise,iambic,6
25042,delia shall read and drop a gentle tear,iambic,6
80190,into the drawers and china pry,iambic,6
16604,'twere vain enquiry to what port she went,iambic,6
93644,and triumph crowns the rear,iambic,6
44920,the muses mourn their swans who as they dye,iambic,6
130328,shall quaintly fashion his lovelabour'd dreams,iambic,6
49700,and wou'd from ancient authors quote,iambic,6
34974,without allurement but disdain within,iambic,6
39349,and for whatever purposes restrain'd,iambic,6
22260,mean while altho' the massic grape delights,iambic,6
72741,who rank'd in council round the sacred shade,iambic,6
91364,weary'd with struggling thro' unnumber'd cares,iambic,6
14218,sees this which more damnation does upon him pile,iambic,6
176023,curs'd pow'r that to myself unknown,iambic,6
183049,learn from his life the duties of the gown,iambic,6
11117,bliss once possess'd thy power is past,iambic,6
76668,to slilyconquering gaul even from her brow,iambic,6
64312,mortals owe their bliss to thee,iambic,6
146287,and call'd dame partlet from her vetchy bed,iambic,6
62372,and in the gulphs of her cornubian mines,iambic,6
12472,and the rough sons of lowest labour smile,iambic,6
81133,tho' all went diff'rent ways yet all went right,iambic,6
133837,his hours of leisure and recess employs,iambic,6
149449,a terrible sagacity informs,iambic,6
87995,i late unseen saw from a distant rock,iambic,6
67850,you've now some features i could mend,iambic,6
47071,whose modest carriage doth their minds disclose,iambic,6
197927,ah wherefore with infection should he live,iambic,6
70184,firm to sustain and resolute to dare,iambic,6
131400,to wander here where nature 'gins to wend,iambic,6
58474,above the soft relief of female tears,iambic,6
137639,and none but balladmakers use their name,iambic,6
8128,and rule my life with arbitrary sway,iambic,6
118119,nor kindling mounts to rage or melts to love,iambic,6
28539,one blow to csar gave the destin'd throne,iambic,6
74865,when the cock crows and morn is come,iambic,6
94338,black as the whirlwinds of the north,iambic,6
23613,and thro' the adamantine gates of heaven,iambic,6
94394,and pelham live in you,iambic,6
126276,that bore thy shouted fame to list'ning skies,iambic,6
17480,that seasons bliss and makes enjoyment please,iambic,6
35182,whose weight the necks of gallia's sons uphold,iambic,6
116468,his eightieth year he reach'd still undecay'd,iambic,6
169993,transformed to a lean shank the shapeless pair,iambic,6
186001,and calmly bent to servitude conform,iambic,6
34334,exert our care the gath'ring blaze to trace,iambic,6
17104,or seek the sacred muses with your lyre,iambic,6
109201,to death grey heads and smiling infants doom,iambic,6
171367,narrow and long o'erlooks the western wave,iambic,6
86858,'blot my clear sun nor stain its parting ray,iambic,6
58637,from earth from air and from the briny deep,iambic,6
6515,to th' earl of essex or the queen of scots,iambic,6
84813,how very different yet how still the same,iambic,6
155677,full ample fund to balance all amiss,iambic,6
130710,for our advantage shall their harvests grow,iambic,6
139615,how much you triumph in this tender heart,iambic,6
128654,and a third butcher's bill and brewing,iambic,6
11922,and o'er the ground dragg'd on the loosen'd trace,iambic,6
21403,descend celestial visions ye who wait,iambic,6
9307,to cross their genuine destination,iambic,6
169808,his pupil and his torment and his jest,iambic,6
33404,that every man explains the will of heaven,iambic,6
139918,'for me the beau has aim'd to be a wit,iambic,6
197923,and simple truth miscalld simplicity,iambic,6
64444,her dusky mantle and the god of day,iambic,6
163199,invested with a keen diffusive sky,iambic,6
119959,for av'rice rising from the caves of earth,iambic,6
1628,and one vast object fills my aching sight,iambic,6
162034,streams of dissolving rime no longer glide,iambic,6
10063,the comforts which from labour flow,iambic,6
58543,from far the beauteous syrian roses glow,iambic,6
138459,her lessons teach to swell the capon's size,iambic,6
116519,' clap that within and see how they will wear ',iambic,6
165968,in awful schemes the management of states,iambic,6
188555,why really couz the sage rejoin'd,iambic,6
113758,i'll tell thee fairest of all women how,iambic,6
198388,more flowers i noted yet i none could see,iambic,6
184196,god never made a husband king or wife,iambic,6
138886,his heat intense and on his vitals prey'd,iambic,6
37651,diseases rise from being bound,iambic,6
92302,nor ceaseless toils for sordid gains,iambic,6
141325,and flavia sure must be sincere,iambic,6
45531,and pour'd her soul into my ear,iambic,6
36831,the troubled mind's fantastick dress,iambic,6
47992,o that you now with genius at command,iambic,6
65290,or in circaean bower,iambic,6
19188,nor carp at ev'ry flaw you may discern,iambic,6
20926,suppose the accusation justly brought,iambic,6
171296,or by necessity constrain'd they live,iambic,6
77281,when the sad soul by care and grief oppress'd,iambic,6
196779,pale trembling from her steed she fled,iambic,6
84820,and squeezes out his eyes and twangs his vocal nose,iambic,6
96439,to trace the sacred paths with hallowed feet,iambic,6
84256,as cuma's maid when by the god inspir'd,iambic,6
