البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
ولا آمال ترعانا ولا حسناء تؤنسنا,ولا حسناء تؤنسنا,ولا آمال ترعانا,الهزج,مصطفى التل
صبابتها بمنفانا كأنا لم نكن بالأمس,كأنا لم نكن بالأمس,صبابتها بمنفانا,الهزج,مصطفى التل
من سكان عمانا ولم نسحب لكل هوى,ولم نسحب لكل هوى,من سكان عمانا,الهزج,مصطفى التل
بوادي السير أردانا ولا شم الهيام بغا,ولا شم الهيام بغا,بوادي السير أردانا,الهزج,مصطفى التل
نيات الحصن ريانا ولم تعرف أخا النش,ولم تعرف أخا النش,نيات الحصن ريانا,الهزج,مصطفى التل
وات بنت الكرم نشوانا فلم نشرب ولم نطرب,فلم نشرب ولم نطرب,وات بنت الكرم نشوانا,الهزج,مصطفى التل
ولم نلعب بدنيانا ولا قوضت للآ,ولا قوضت للآ,ولم نلعب بدنيانا,الهزج,مصطفى التل
لام بالأوهام بنيانا ولا في جرعة الوس,ولا في جرعة الوس,لام بالأوهام بنيانا,الهزج,مصطفى التل
كي قد أغرقت أحزانا لعمر الخمر هذا الأ,لعمر الخمر هذا الأ,كي قد أغرقت أحزانا,الهزج,مصطفى التل
مر كاد يكون بهتانا أأوراد وأَذكار,أأوراد وأَذكار,مر كاد يكون بهتانا,الهزج,مصطفى التل
وقلب ذاب إِيمانا فيا سلواننا الل,فيا سلواننا الل,وقلب ذاب إِيمانا,الهزج,مصطفى التل
ذات لا بوركت سلوانا أما بالنفس من,أما بالنفس من,ذات لا بوركت سلوانا,الهزج,مصطفى التل
أَحوالها بالأمس عنوانا أما بالقلب يا قلبي,أما بالقلب يا قلبي,أَحوالها بالأمس عنوانا,الهزج,مصطفى التل
بقايا من بقايانا أمولانا أمولانا,أمولانا أمولانا,بقايا من بقايانا,الهزج,مصطفى التل
بأيلة طال مثوانا وكم بالحصن فاتنة,وكم بالحصن فاتنة,بأيلة طال مثوانا,الهزج,مصطفى التل
تذوب أَسى لذاكرانا سعادتنا برؤيتها,سعادتنا برؤيتها,تذوب أَسى لذاكرانا,الهزج,مصطفى التل
وغبطتها بمرآنا تظن وكم لعمرك خي,تظن وكم لعمرك خي,وغبطتها بمرآنا,الهزج,مصطفى التل
ب القانون ظنانا فقل للشوق أهل الذوق م,فقل للشوق أهل الذوق م,ب القانون ظنانا,الهزج,مصطفى التل
ا اهتموا بشكوانا وأبلغ شيخنا عبود,وأبلغ شيخنا عبود,ا اهتموا بشكوانا,الهزج,مصطفى التل
عنا بعض ما كانا لنستفتيه هل صحت,لنستفتيه هل صحت,عنا بعض ما كانا,الهزج,مصطفى التل
هَلُمُّوا يَا بَنِي الْحَاجِ إِلَى مَثْوَى أَبِي حَاجِ,إِلَى مَثْوَى أَبِي حَاجِ,هَلُمُّوا يَا بَنِي الْحَاجِ,الهزج,ابن زاكور
أَبِي الْحَاجَاتِ مُعْطِيهَا لِمُعْتَزٍّ وَمُحْتَاجِ,لِمُعْتَزٍّ وَمُحْتَاجِ,أَبِي الْحَاجَاتِ مُعْطِيهَا,الهزج,ابن زاكور
وَمَلْهُوفِ وَمَوْصُوفِ بِإِحْرَاجِ وَإِزْعَاجِ,بِإِحْرَاجِ وَإِزْعَاجِ,وَمَلْهُوفِ وَمَوْصُوفِ,الهزج,ابن زاكور
وَإِقْلاَقٍ لإِخْفًاق وَإِنْتَاجِ لِإِرْتَاجِ,وَإِنْتَاجِ لِإِرْتَاجِ,وَإِقْلاَقٍ لإِخْفًاق,الهزج,ابن زاكور
ضمِنْتُ الْفُلْجَ بِالمَْرْجُ وِّ مِنها للشَّجِ الرَّاجِ,وِّ مِنها للشَّجِ الرَّاجِ,ضمِنْتُ الْفُلْجَ بِالمَْرْجُ,الهزج,ابن زاكور
وَلَيْسَ الْخُبْرُ كَالإِخْبَا رِ فَاخْبُرْ فَيْضَ عَجَّاجِ,رِ فَاخْبُرْ فَيْضَ عَجَّاجِ,وَلَيْسَ الْخُبْرُ كَالإِخْبَا,الهزج,ابن زاكور
أَراني عَنكَ مَحدودُ وَكَوني فيكَ موجودُ,وَكَوني فيكَ موجودُ,أَراني عَنكَ مَحدودُ,الهزج,المكزون السنجاري
وَفي عَرشِكَ لي فَرشٌ وَفَوقَ الفَرضِ تَوسيدُ,وَفَوقَ الفَرضِ تَوسيدُ,وَفي عَرشِكَ لي فَرشٌ,الهزج,المكزون السنجاري
وَمَشهودِيَ مِن غَيبِ كَ يَومٌ بِكَ مَشهودُ,كَ يَومٌ بِكَ مَشهودُ,وَمَشهودِيَ مِن غَيبِ,الهزج,المكزون السنجاري
بِهِ الميزانُ مِن فَو قِ الصِراطِ إِلَيكَ مَمدودُ,قِ الصِراطِ إِلَيكَ مَمدودُ,بِهِ الميزانُ مِن فَو,الهزج,المكزون السنجاري
وَفيهِ الحَشرُ وَالنَشرُ وَحَوضُ الرَيِّ مَورودُ,وَحَوضُ الرَيِّ مَورودُ,وَفيهِ الحَشرُ وَالنَشرُ,الهزج,المكزون السنجاري
وَمِن فَوقِ لِواءِ الحَمدِ بَينَ الناسِ مَعقودُ,بَينَ الناسِ مَعقودُ,وَمِن فَوقِ لِواءِ الحَمدِ,الهزج,المكزون السنجاري
لِذا أَيّامي البيضُ لِيالي وَصلِكَ السودُ,لِيالي وَصلِكَ السودُ,لِذا أَيّامي البيضُ,الهزج,المكزون السنجاري
بَرِيقُ الحِبْرِ فِي حَرْفِي كَدَمْعٍ قَطرُهُ عَــذَبُ,كَدَمْعٍ قَطرُهُ عَــذَبُ,بَرِيقُ الحِبْرِ فِي حَرْفِي,الهزج,سهام آل براهمي
كَلَمْعِ الطَّــلِّ فِي حََـــرٍّ سَقَاهُ الغَيْثُ والصَبُّ,سَقَاهُ الغَيْثُ والصَبُّ,كَلَمْعِ الطَّــلِّ فِي حََـــرٍّ,الهزج,سهام آل براهمي
لِيَجْرِي سَيْـلُهُ مَــــدًّا عَـلَى الأوراقِ يَنْصَبُّ,عَـلَى الأوراقِ يَنْصَبُّ,لِيَجْرِي سَيْـلُهُ مَــــدًّا,الهزج,سهام آل براهمي
فَيَكْسِي حَرْثَهَا زَرْعًـا ونَـبْتًا فَرْعُهُ هُـــدْبُ,ونَـبْتًا فَرْعُهُ هُـــدْبُ,فَيَكْسِي حَرْثَهَا زَرْعًـا,الهزج,سهام آل براهمي
بِشِـعْرٍ نقْــشُهُ شَـــذْرٌ وَنَثْرٍ لُــبُّهُ حُـــــبُّ,وَنَثْرٍ لُــبُّهُ حُـــــبُّ,بِشِـعْرٍ نقْــشُهُ شَـــذْرٌ,الهزج,سهام آل براهمي
وتََفْصيلٍ على نَظْــــــمٍ مُقَفَّى سَجْعُهُ خَصْبٌ,مُقَفَّى سَجْعُهُ خَصْبٌ,وتََفْصيلٍ على نَظْــــــمٍ,الهزج,سهام آل براهمي
بِنَفْسِي فَاضَ تَصْوِِيرِي بَيَانًا سِـحْرهُ عَــذْبُ,بَيَانًا سِـحْرهُ عَــذْبُ,بِنَفْسِي فَاضَ تَصْوِِيرِي,الهزج,سهام آل براهمي
يغَذِّي الرُّوحَ مِنْ سَهْمٍ دَعَاهُ العَقْلُ و القَلْـبُ,دَعَاهُ العَقْلُ و القَلْـبُ,يغَذِّي الرُّوحَ مِنْ سَهْمٍ,الهزج,سهام آل براهمي
بِِِِِِِـِريقٍ مِنْ لِسَانِــي فِي مَقَـالِي ذِكْرُهُ رَطْـــبُ,مَقَـالِي ذِكْرُهُ رَطْـــبُ,بِِِِِِِـِريقٍ مِنْ لِسَانِــي فِي,الهزج,سهام آل براهمي
فَإِنْ خِبْتُ فَمِنْ نَفْسِي وَشَيْطَانِي لَهُ الحَرْبُ,وَشَيْطَانِي لَهُ الحَرْبُ,فَإِنْ خِبْتُ فَمِنْ نَفْسِي,الهزج,سهام آل براهمي
وإِنْ وُفِّقْتُ فـالمَعْـنَى صَوَابٌ سَاقَهُ الـــرَّبُ,صَوَابٌ سَاقَهُ الـــرَّبُ,وإِنْ وُفِّقْتُ فـالمَعْـنَى,الهزج,سهام آل براهمي
تُرابُ الشِّعْبِ كافورُ وسُكَّانُ اللِّوى حُورُ,وسُكَّانُ اللِّوى حُورُ,تُرابُ الشِّعْبِ كافورُ,الهزج,الحيص بيص
لقد أفْلَحَ مَنْ خُطَّ له بالوصلِ مَنْشورُ,له بالوصلِ مَنْشورُ,لقد أفْلَحَ مَنْ خُطَّ,الهزج,الحيص بيص
إِلى نارٍ سِوى نارِ كَ ذو العَينَينِ لا يَعشو,كَ ذو العَينَينِ لا يَعشو,إِلى نارٍ سِوى نارِ,الهزج,المكزون السنجاري
وَذو قَلبٍ إِلى غَيرِ كَ وَجداً لَيسَ يَهتَشُّ,كَ وَجداً لَيسَ يَهتَشُّ,وَذو قَلبٍ إِلى غَيرِ,الهزج,المكزون السنجاري
وَمَن فازَ بَتَطهيرِ كَ لَن يَصحَبَهُ الغِشُّ,كَ لَن يَصحَبَهُ الغِشُّ,وَمَن فازَ بَتَطهيرِ,الهزج,المكزون السنجاري
وَحَلِيُّ الفَخرِ دينارٌ عَلَيهِ بِاِسمِكَ النَقشُ,عَلَيهِ بِاِسمِكَ النَقشُ,وَحَلِيُّ الفَخرِ دينارٌ,الهزج,المكزون السنجاري
قَليلٌ بِالوَرى مِثلي عَزيزٌ عَزَّ بِالذُلِّ,عَزيزٌ عَزَّ بِالذُلِّ,قَليلٌ بِالوَرى مِثلي,الهزج,المكزون السنجاري
لِمَن أَنظُرُهُ بَعدي وَمَن هُوَ قَبلُ مِن قَبلي,وَمَن هُوَ قَبلُ مِن قَبلي,لِمَن أَنظُرُهُ بَعدي,الهزج,المكزون السنجاري
فَفي فَتقي بِهِ رَتقي وَفي وَصلي بِهِ فَصلي,وَفي وَصلي بِهِ فَصلي,فَفي فَتقي بِهِ رَتقي,الهزج,المكزون السنجاري
وَكُلِّياتُ جُزئِيّا تِ ما يَظهَرُ مِن كُلّي,تِ ما يَظهَرُ مِن كُلّي,وَكُلِّياتُ جُزئِيّا,الهزج,المكزون السنجاري
وَفي تَفريقِ الجامِ عِ عِندي مُجمَعُ الكُلِّ,عِ عِندي مُجمَعُ الكُلِّ,وَفي تَفريقِ الجامِ,الهزج,المكزون السنجاري
أيا فَضلاً غدا فضلاً عن الخلق وفي الزَّمْنَى,عن الخلق وفي الزَّمْنَى,أيا فَضلاً غدا فضلاً,الهزج,ابن الرومي
أَمَا والعَرَجِ المحض الـ ـلذي أنت به تُكنَى,ـلذي أنت به تُكنَى,أَمَا والعَرَجِ المحض الـ,الهزج,ابن الرومي
لئن صُغِّرَ ما تُدعى به ما كُبِّر المعنَى,به ما كُبِّر المعنَى,لئن صُغِّرَ ما تُدعى,الهزج,ابن الرومي
بَلَونا منك كوفياً لئيم الأصل والمَجنْى,لئيم الأصل والمَجنْى,بَلَونا منك كوفياً,الهزج,ابن الرومي
وأهل الكوفة الرذل ة أدنى الأرذل الأدنى,ة أدنى الأرذل الأدنى,وأهل الكوفة الرذل,الهزج,ابن الرومي
أُناس كلُّهم فَرْدٌ وسوآتُهُمُ مَثْنَى,وسوآتُهُمُ مَثْنَى,أُناس كلُّهم فَرْدٌ,الهزج,ابن الرومي
فلا دانيهمُ يُجنَى ولا نائيهمُ يُدنى,ولا نائيهمُ يُدنى,فلا دانيهمُ يُجنَى,الهزج,ابن الرومي
فأضلاع بني الدنيا على بغضهمُ تُحْنَى,على بغضهمُ تُحْنَى,فأضلاع بني الدنيا,الهزج,ابن الرومي
مَجاهيلُ مَعازيل إلى اليسرى عن اليمنى,إلى اليسرى عن اليمنى,مَجاهيلُ مَعازيل,الهزج,ابن الرومي
مخاذيلُ مَمَاييل إلى السَّوْأَى عن الحسنى,إلى السَّوْأَى عن الحسنى,مخاذيلُ مَمَاييل,الهزج,ابن الرومي
على غير تقى اللَّه غدْت أَبياتُهم تُبنَى,غدْت أَبياتُهم تُبنَى,على غير تقى اللَّه,الهزج,ابن الرومي
ويُقرى ضيفُهم فيها مَلاطاً بعده مَزْنَى,مَلاطاً بعده مَزْنَى,ويُقرى ضيفُهم فيها,الهزج,ابن الرومي
فَسَمْنَاهُمْ كعَجْفاهم وأنَّى لهمُ السَّمنى,وأنَّى لهمُ السَّمنى,فَسَمْنَاهُمْ كعَجْفاهم,الهزج,ابن الرومي
محلُّ الشيمة الهَجْنى وأهل اللغة اللَّكنى,وأهل اللغة اللَّكنى,محلُّ الشيمة الهَجْنى,الهزج,ابن الرومي
إذا قلنا لهم نحن فمن قولهمُ نِحْنَى,فمن قولهمُ نِحْنَى,إذا قلنا لهم نحن,الهزج,ابن الرومي
وكم من مورِق فيهم لآل اللَّه ما أجنى,لآل اللَّه ما أجنى,وكم من مورِق فيهم,الهزج,ابن الرومي
وكم من ناصرٍ فيهم لآل اللَّه ما أغنى,لآل اللَّه ما أغنى,وكم من ناصرٍ فيهم,الهزج,ابن الرومي
وكم من خاذل فيهم لآل اللَّه قد أخنى,لآل اللَّه قد أخنى,وكم من خاذل فيهم,الهزج,ابن الرومي
تأملناهُمُ قِدْماً بعينٍ لم تكن وَسْنى,بعينٍ لم تكن وَسْنى,تأملناهُمُ قِدْماً,الهزج,ابن الرومي
فلم يَقْصُر لهم قرن ولا طال لهم مَبْنَى,ولا طال لهم مَبْنَى,فلم يَقْصُر لهم قرن,الهزج,ابن الرومي
إذا عُدَّت مخازيهم فما تُحْصَى ولا تَفْنَى,فما تُحْصَى ولا تَفْنَى,إذا عُدَّت مخازيهم,الهزج,ابن الرومي
فلا عافاهُمُ اللَّه ولا أَغْنى ولا أَقْنَى,ولا أَغْنى ولا أَقْنَى,فلا عافاهُمُ اللَّه,الهزج,ابن الرومي
يدُ اللَّهِ على المسكَـ ـنِ والساكنِ والسُّكنى,ـنِ والساكنِ والسُّكنى,يدُ اللَّهِ على المسكَـ,الهزج,ابن الرومي
وكلٌّ فَلَهُ هَمٌّ من السوء به يُعْنَى,من السوء به يُعْنَى,وكلٌّ فَلَهُ هَمٌّ,الهزج,ابن الرومي
وهمُّ الأعرج الوغدِ مِنيٌّ في استه يُمْنَى,مِنيٌّ في استه يُمْنَى,وهمُّ الأعرج الوغدِ,الهزج,ابن الرومي
صحيحٌ عُلْوهُ جَلْد عليلٌ سُفْله مُضْنى,عليلٌ سُفْله مُضْنى,صحيحٌ عُلْوهُ جَلْد,الهزج,ابن الرومي
إذا ما فَيْشةً لاحت صَبا قيسٌ إلى لبنى,صَبا قيسٌ إلى لبنى,إذا ما فَيْشةً لاحت,الهزج,ابن الرومي
زَفَفْتُ البِكْرَ مِن مَدْحِي لِمَن يُهْجَى وَلا يُمْدَحْ,لِمَن يُهْجَى وَلا يُمْدَحْ,زَفَفْتُ البِكْرَ مِن مَدْحِي,الهزج,السراج الوراق
وَقَدْ عَادَتْ بِخَاتَمِها وَذَاكَ البَعْلُ مَا أَفْلَحْ,وَذَاكَ البَعْلُ مَا أَفْلَحْ,وَقَدْ عَادَتْ بِخَاتَمِها,الهزج,السراج الوراق
أحاجيك أناجيك بما يهجس في الصدر,بما يهجس في الصدر,أحاجيك أناجيك,الهزج,بديع الزمان الهمذاني
بما يجمد من خمر وما يخمد من جمر,وما يخمد من جمر,بما يجمد من خمر,الهزج,بديع الزمان الهمذاني
وما يذكر معناه إذا قلت علا أمري,إذا قلت علا أمري,وما يذكر معناه,الهزج,بديع الزمان الهمذاني
ونجم كاد ذو الحاجـ ـة في الليل به يسري,ـة في الليل به يسري,ونجم كاد ذو الحاجـ,الهزج,بديع الزمان الهمذاني
وحرف من حروف النصـ ـب لولا خفة الظهر,ـب لولا خفة الظهر,وحرف من حروف النصـ,الهزج,بديع الزمان الهمذاني
تراه ابن أخي الخنسا ء لكن ليس من عمرو,ء لكن ليس من عمرو,تراه ابن أخي الخنسا,الهزج,بديع الزمان الهمذاني
أجب إن شئت بالنظم وإن شئت فبالنثر,وإن شئت فبالنثر,أجب إن شئت بالنظم,الهزج,بديع الزمان الهمذاني
أقيدوا القومَ إنَّ الظُل مَ لا يرضاهُ دَيَّانُ,مَ لا يرضاهُ دَيَّانُ,أقيدوا القومَ إنَّ الظُل,الهزج,الفند الزماني
وإنَّ النارَ قَد تُصـ ـبِحُ يوماً وَهي نِيرانُ,ـبِحُ يوماً وَهي نِيرانُ,وإنَّ النارَ قَد تُصـ,الهزج,الفند الزماني
وفي العُدوانِ للعدوا نِ تَوهينٌ واقران,نِ تَوهينٌ واقران,وفي العُدوانِ للعدوا,الهزج,الفند الزماني
وفي القومِ معاً للقو مِ عندَ البأسِ أقرانُ,مِ عندَ البأسِ أقرانُ,وفي القومِ معاً للقو,الهزج,الفند الزماني
وبعضُ الحلمِ يومَ الجه لِ للذلَّةِ إذعانُ,لِ للذلَّةِ إذعانُ,وبعضُ الحلمِ يومَ الجه,الهزج,الفند الزماني
كففنا عن بني هندٍ وقُلنا القَومُ اخوانُ,وقُلنا القَومُ اخوانُ,كففنا عن بني هندٍ,الهزج,الفند الزماني
عسى الأيامُ أن يرجِعـ ـنَ قوماً كالذي كانوا,ـنَ قوماً كالذي كانوا,عسى الأيامُ أن يرجِعـ,الهزج,الفند الزماني
فلمّا صرَّحَ الشَّرُّ بدا والشَّرُّ وعُريانُ,بدا والشَّرُّ وعُريانُ,فلمّا صرَّحَ الشَّرُّ,الهزج,الفند الزماني
ولم يبقَ سوى العدوا نِ دِنّاهم كما دانوا,نِ دِنّاهم كما دانوا,ولم يبقَ سوى العدوا,الهزج,الفند الزماني
أُناسٌ أَصلُنا منهم ودِنّا كالذي دانوا,ودِنّا كالذي دانوا,أُناسٌ أَصلُنا منهم,الهزج,الفند الزماني
وكُنّا معهم نرمي فنحن اليومَ أُحدانُ,فنحن اليومَ أُحدانُ,وكُنّا معهم نرمي,الهزج,الفند الزماني
وفي الطّاعةِ للجا هلِ عندَ الحُرِّ عِصيانُ,هلِ عندَ الحُرِّ عِصيانُ,وفي الطّاعةِ للجا,الهزج,الفند الزماني
فلما أُبيَ الصُلحَ وفي ذلكَ خِذلانُ,وفي ذلكَ خِذلانُ,فلما أُبيَ الصُلحَ,الهزج,الفند الزماني
شَدَدنا شدَّةَ الليثِ غدا والليثُ غَضبانُ,غدا والليثُ غَضبانُ,شَدَدنا شدَّةَ الليثِ,الهزج,الفند الزماني
بضَربٍ فيه تأثِيمٌ وتفجيعٌ وارنانُ,وتفجيعٌ وارنانُ,بضَربٍ فيه تأثِيمٌ,الهزج,الفند الزماني
وقد أدهُنُ بعض القومِ إذ في البَغيِ ادهانُ,إذ في البَغيِ ادهانُ,وقد أدهُنُ بعض القومِ,الهزج,الفند الزماني
وقد حلَّ بكل الحيِّ بَعدَ البَغيِ إمكانُ,بَعدَ البَغيِ إمكانُ,وقد حلَّ بكل الحيِّ,الهزج,الفند الزماني
بطَعنٍ كفمِ الزِّقِّ غدا والزِّقُّ ملآنُ,غدا والزِّقُّ ملآنُ,بطَعنٍ كفمِ الزِّقِّ,الهزج,الفند الزماني
له بادِرَةٌ من أحمرِ الجَوفِ وثُعبانُ,أحمرِ الجَوفِ وثُعبانُ,له بادِرَةٌ من,الهزج,الفند الزماني
وفي الشَّرِّ نجاةٌ حينَ لا يُنجِيكَ إحسانُ,لا يُنجِيكَ إحسانُ,وفي الشَّرِّ نجاةٌ حينَ,الهزج,الفند الزماني
ودانَ القومُ أن لَقِيَ الفِتيانَ فِتيانُ,لَقِيَ الفِتيانَ فِتيانُ,ودانَ القومُ أن,الهزج,الفند الزماني
ألا يا سلم يا تربي أفي أسماء من تربِ,أفي أسماء من تربِ,ألا يا سلم يا تربي,الهزج,الكميت بن زيد
ألا يا سلم حييتِ سلي عني وعن صحبي,سلي عني وعن صحبي,ألا يا سلم حييتِ,الهزج,الكميت بن زيد
ألا يا سلم غنينا وإن هيجتما حُبي,وإن هيجتما حُبي,ألا يا سلم غنينا,الهزج,الكميت بن زيد
على حادثة الأيا م لي نصباً من النصب,م لي نصباً من النصب,على حادثة الأيا,الهزج,الكميت بن زيد
ألا يا أَيُّهَا الشَّاكـ ـرُ والمطْنِبُ في المدحِ,ـرُ والمطْنِبُ في المدحِ,ألا يا أَيُّهَا الشَّاكـ,الهزج,ابن الرومي
لئن أبدى أبو عيسى لأهل الصفح والمنحِ,لأهل الصفح والمنحِ,لئن أبدى أبو عيسى,الهزج,ابن الرومي
فأمِّلْ خير مأمولٍ لحمْل الثِّقْلِ ذي الفدْحِ,لحمْل الثِّقْلِ ذي الفدْحِ,فأمِّلْ خير مأمولٍ,الهزج,ابن الرومي
وَرِدْهُ الغَبَّ والرِّفْهَ فحاشاهُ مِن النَّزْحِـ,فحاشاهُ مِن النَّزْحِـ,وَرِدْهُ الغَبَّ والرِّفْهَ,الهزج,ابن الرومي
ـومن أن يرجع المَاتِـ ـحُ عنْه خائب المتْحِ,ـحُ عنْه خائب المتْحِ,ـومن أن يرجع المَاتِـ,الهزج,ابن الرومي
فتى نَزَّهَهُ الله عن التقْبيح والقُبْحِ,عن التقْبيح والقُبْحِ,فتى نَزَّهَهُ الله,الهزج,ابن الرومي
لنا في مَدْحِهِ سَبْحٌ طويلٌ أيّمَا سَبْحِ,طويلٌ أيّمَا سَبْحِ,لنا في مَدْحِهِ سَبْحٌ,الهزج,ابن الرومي
غدا الشِّعْرُ لنا سَمْحاً بحمد السَّيِّدِ السَمْحِ,بحمد السَّيِّدِ السَمْحِ,غدا الشِّعْرُ لنا سَمْحاً,الهزج,ابن الرومي
تَأتّى فيهِ إسجاحاً بلا كَدٍّ ولا كدحِ,بلا كَدٍّ ولا كدحِ,تَأتّى فيهِ إسجاحاً,الهزج,ابن الرومي
ولوْلاهُ لما دَانَ وَلا لانَ على المسْحِ,وَلا لانَ على المسْحِ,ولوْلاهُ لما دَانَ,الهزج,ابن الرومي
حَبَا اللَّهُ أبَاً أدَّا هُ بالنَّصْر وبالفتْحِ,هُ بالنَّصْر وبالفتْحِ,حَبَا اللَّهُ أبَاً أدَّا,الهزج,ابن الرومي
ولا أعْرَاهُ مِنْ عيْشٍ كظلِّ السِّدْرِ والطَّلْحِ,كظلِّ السِّدْرِ والطَّلْحِ,ولا أعْرَاهُ مِنْ عيْشٍ,الهزج,ابن الرومي
بما يَجْبُرُ مِنْ كسْرٍ وما يَدْمُلُ من جُرْحِ,وما يَدْمُلُ من جُرْحِ,بما يَجْبُرُ مِنْ كسْرٍ,الهزج,ابن الرومي
فقدْ أضْحَى به المُلْكُ مَحُوطاً آمِنَ السرحِ,مَحُوطاً آمِنَ السرحِ,فقدْ أضْحَى به المُلْكُ,الهزج,ابن الرومي
وزيرٌ ناصِحُ الجيْب نَقِيُّ الصدْر والكَشْحِ,نَقِيُّ الصدْر والكَشْحِ,وزيرٌ ناصِحُ الجيْب,الهزج,ابن الرومي
حليمٌ راجحُ الحِلم حمِيٌّ صادق الضَّرْحِ,حمِيٌّ صادق الضَّرْحِ,حليمٌ راجحُ الحِلم,الهزج,ابن الرومي
علتْ حالاه من سُخْطٍ وَمَرْضَاةٍ عن المزحِ,وَمَرْضَاةٍ عن المزحِ,علتْ حالاه من سُخْطٍ,الهزج,ابن الرومي
فما يُضْرَمُ بالنَّفْخِ ولا يُطْفَأُ بالنَّضْحِ,ولا يُطْفَأُ بالنَّضْحِ,فما يُضْرَمُ بالنَّفْخِ,الهزج,ابن الرومي
وكم في السيف من لين وكم في السيف من ذبحِ,وكم في السيف من ذبحِ,وكم في السيف من لين,الهزج,ابن الرومي
فَقُولا لِلَّذي أصْبَـ ـحَ ذا حَطْبٍ وذا قدحِ,ـحَ ذا حَطْبٍ وذا قدحِ,فَقُولا لِلَّذي أصْبَـ,الهزج,ابن الرومي
هَنَاةٌ يَتَلقَّاها وزيرُ الصِّدْقِ بالصَّفْحِ,وزيرُ الصِّدْقِ بالصَّفْحِ,هَنَاةٌ يَتَلقَّاها,الهزج,ابن الرومي
ألا أهْوِنْ على البدْر بكلبٍ لَجَّ في النَّبْحِ,بكلبٍ لَجَّ في النَّبْحِ,ألا أهْوِنْ على البدْر,الهزج,ابن الرومي
ولا يَخْرُج ذَوو الجهلِ من الجرْي إلى الجمْحِ,من الجرْي إلى الجمْحِ,ولا يَخْرُج ذَوو الجهلِ,الهزج,ابن الرومي
فيلْقَى المتَمَادُونَ لِجَاماً صادقَ الكبْحِ,لِجَاماً صادقَ الكبْحِ,فيلْقَى المتَمَادُونَ,الهزج,ابن الرومي
نَهَتْ عن نفسها النَّارُ بما فيها من اللفحِ,بما فيها من اللفحِ,نَهَتْ عن نفسها النَّارُ,الهزج,ابن الرومي
ولا يَغْتَرُّ مُغْتَرٌّ من الطُّوفان بالرشحِ,من الطُّوفان بالرشحِ,ولا يَغْتَرُّ مُغْتَرٌّ,الهزج,ابن الرومي
تَصَبَّحْ رامِيَ اللَّيْلِ بمنْ ترميه أوْ أضْحِ,بمنْ ترميه أوْ أضْحِ,تَصَبَّحْ رامِيَ اللَّيْلِ,الهزج,ابن الرومي
ولا تَسْتضْعِفِ الحلْمَ فَيَلْحَي منْكَ مُسْتَلْحِي,فَيَلْحَي منْكَ مُسْتَلْحِي,ولا تَسْتضْعِفِ الحلْمَ,الهزج,ابن الرومي
حَذَارِ الحلْمَ إنَّ الحلْـ ـمَ ذو أسْوٍ وذُو جَرْحِ,ـمَ ذو أسْوٍ وذُو جَرْحِ,حَذَارِ الحلْمَ إنَّ الحلْـ,الهزج,ابن الرومي
وقد ترسُو مَرَاسِيهِ وقد تجري لَهُ أَرْحي,وقد تجري لَهُ أَرْحي,وقد ترسُو مَرَاسِيهِ,الهزج,ابن الرومي
وما عنْدَ الرَّحَى بُقْيَا إذا دَارتْ على القَمْحِ,إذا دَارتْ على القَمْحِ,وما عنْدَ الرَّحَى بُقْيَا,الهزج,ابن الرومي
غَدَا صَاعِدٌ الصَّاعِ دُ يعْلو منتهى اللَّمْحِ,دُ يعْلو منتهى اللَّمْحِ,غَدَا صَاعِدٌ الصَّاعِ,الهزج,ابن الرومي
هو الطَّوْدُ الذي أضحى عَتَادَ النَّاس للبرْحِ,عَتَادَ النَّاس للبرْحِ,هو الطَّوْدُ الذي أضحى,الهزج,ابن الرومي
فَآوٍ منْهُ في كهْفٍ وراعٍ منْه في سفْحِ,وراعٍ منْه في سفْحِ,فَآوٍ منْهُ في كهْفٍ,الهزج,ابن الرومي
فَمَهْلاً أيها الكائِـ ـدُ ذاك الطَّوْدَ بالنَّطْحِ,ـدُ ذاك الطَّوْدَ بالنَّطْحِ,فَمَهْلاً أيها الكائِـ,الهزج,ابن الرومي
فرأْسُ النَّاطِح الصفْوا ن أدنى منْه للرَّضْحِ,ن أدنى منْه للرَّضْحِ,فرأْسُ النَّاطِح الصفْوا,الهزج,ابن الرومي
تَجَلّى الحَقُّ بِالخَلقِ وَخَلّى الخُلقَ وَالخَلقا,وَخَلّى الخُلقَ وَالخَلقا,تَجَلّى الحَقُّ بِالخَلقِ,الهزج,المكزون السنجاري
وَمَن لَم يَفنَ بِالحَقِّ عَن الخَلقِ فَلَن يَبقى,عَن الخَلقِ فَلَن يَبقى,وَمَن لَم يَفنَ بِالحَقِّ,الهزج,المكزون السنجاري
بما أهجوكَ يا أنتَ أليسَ اَنْت الذي أنتَ,أليسَ اَنْت الذي أنتَ,بما أهجوكَ يا أنتَ,الهزج,ابن الرومي
لَكُم في الخَطِّ سَيّارَه حَديثُ الجارِ وَالجارَه,حَديثُ الجارِ وَالجارَه,لَكُم في الخَطِّ سَيّارَه,الهزج,أحمد شوقي
أَوفَرلاندُ يُنَبّيكَ بِها القُنصُلُ طَمّارَه,بِها القُنصُلُ طَمّارَه,أَوفَرلاندُ يُنَبّيكَ,الهزج,أحمد شوقي
