البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
فَإِمّا يَحينَنَّ أَن تَهجُري وَتَستَبدِلي خَلَفاً أَو نَصيحا,وَتَستَبدِلي خَلَفاً أَو نَصيحا,فَإِمّا يَحينَنَّ أَن تَهجُري,المتقارب,أبو ذؤيب الهذلي
وَإِمّا يَحينَنَّ أَن تَهجُري وَتَنأَى نَواكِ وَكانَت طَروحا,وَتَنأَى نَواكِ وَكانَت طَروحا,وَإِمّا يَحينَنَّ أَن تَهجُري,المتقارب,أبو ذؤيب الهذلي
فَإِنَّ اِبنَ تُرنى إِذا جِئتُكُم أَراهُ يُدافِعُ قَولاً بَريحا,أَراهُ يُدافِعُ قَولاً بَريحا,فَإِنَّ اِبنَ تُرنى إِذا جِئتُكُم,المتقارب,أبو ذؤيب الهذلي
فَصاحِبَ صِدقٍ كِسيدِ الضَرا ءِ يَنهَضُ في الغَزوِ نَهضاً نَجيحا,ءِ يَنهَضُ في الغَزوِ نَهضاً نَجيحا,فَصاحِبَ صِدقٍ كِسيدِ الضَرا,المتقارب,أبو ذؤيب الهذلي
وَشيكَ الفُصولِ بَعيدَ القُفو لِ إِلّا مُشاحاً بِهِ أَو مُشيحا,لِ إِلّا مُشاحاً بِهِ أَو مُشيحا,وَشيكَ الفُصولِ بَعيدَ القُفو,المتقارب,أبو ذؤيب الهذلي
تَريعُ الغُزاةُ وَما إِن يَريـ ـعُ مُضطَمِراً طُرَّتاهُ طَليحا,ـعُ مُضطَمِراً طُرَّتاهُ طَليحا,تَريعُ الغُزاةُ وَما إِن يَريـ,المتقارب,أبو ذؤيب الهذلي
كَسَيفِ المُرادِيِّ لا ناكِلاً جَباناً وَلا جَيدَرِيّاً قَبيحا,جَباناً وَلا جَيدَرِيّاً قَبيحا,كَسَيفِ المُرادِيِّ لا ناكِلاً,المتقارب,أبو ذؤيب الهذلي
قَدَ أَبقى لَكِ الأَينُ مِن جِسمِهِ نَواشِرَ سيدٍ وَوَجهاً صَبيحا,نَواشِرَ سيدٍ وَوَجهاً صَبيحا,قَدَ أَبقى لَكِ الأَينُ مِن جِسمِهِ,المتقارب,أبو ذؤيب الهذلي
أَرِبتُ لِإِربَتِهِ فَاِنطَلَقـ ـتُ أُزجي لِحُبِّ الإيابِ السَنيحا,ـتُ أُزجي لِحُبِّ الإيابِ السَنيحا,أَرِبتُ لِإِربَتِهِ فَاِنطَلَقـ,المتقارب,أبو ذؤيب الهذلي
عَلى طُرُقٍ كَنُحورِ الرِكا بِ تَحسَبُ آرامَهُنَّ الصُروحا,بِ تَحسَبُ آرامَهُنَّ الصُروحا,عَلى طُرُقٍ كَنُحورِ الرِكا,المتقارب,أبو ذؤيب الهذلي
بِهِنَّ نَعامٌ بَناها الرِجا لُ تُبقي النَفائِضُ فيها السَريحا,لُ تُبقي النَفائِضُ فيها السَريحا,بِهِنَّ نَعامٌ بَناها الرِجا,المتقارب,أبو ذؤيب الهذلي
عَينَيَّ جودا عَلى فارِسٍ بِأَجراعِ مُؤتَةَ فَالأَخرَجِ,بِأَجراعِ مُؤتَةَ فَالأَخرَجِ,عَينَيَّ جودا عَلى فارِسٍ,المتقارب,حسان بن ثابت
طَويلَ النَجادِ رَفيعَ العِمادِ مُصاصِ النِجارِ مِنَ الخَزرَجِ,مُصاصِ النِجارِ مِنَ الخَزرَجِ,طَويلَ النَجادِ رَفيعَ العِمادِ,المتقارب,حسان بن ثابت
وَيَنمي رَواحَةَ آبائَهُ إِلى كُلِّ ذي غُرَّةٍ أَبلَجِ,إِلى كُلِّ ذي غُرَّةٍ أَبلَجِ,وَيَنمي رَواحَةَ آبائَهُ,المتقارب,حسان بن ثابت
فَلَهفي عَلَيكَ غَداةَ الصَباحِ إِذا هَتَفَت رَبَّةُ الهَودَجِ,إِذا هَتَفَت رَبَّةُ الهَودَجِ,فَلَهفي عَلَيكَ غَداةَ الصَباحِ,المتقارب,حسان بن ثابت
إِذا ساوَرَ القَومُ أَقرانَهُم قَصَدتَ إِلى الفارِسِ الأَهدَجِ,قَصَدتَ إِلى الفارِسِ الأَهدَجِ,إِذا ساوَرَ القَومُ أَقرانَهُم,المتقارب,حسان بن ثابت
فَغادَرتَهُ مُقعَصاً في الوَغا وَكَفُّكَ في الرُمحِ لَم تَشنَجِ,وَكَفُّكَ في الرُمحِ لَم تَشنَجِ,فَغادَرتَهُ مُقعَصاً في الوَغا,المتقارب,حسان بن ثابت
وَإِن ضاقَ بِالمَوتِ صَدرُ اِمرِئٍ فَصَدرُكَ بِالمَوتِ لَم يَحرَجِ,فَصَدرُكَ بِالمَوتِ لَم يَحرَجِ,وَإِن ضاقَ بِالمَوتِ صَدرُ اِمرِئٍ,المتقارب,حسان بن ثابت
مَضى صاحِباكَ وَقَد ضُرِّجا شَهيدَينِ بِالعَلَقِ الأَضرَجِ,شَهيدَينِ بِالعَلَقِ الأَضرَجِ,مَضى صاحِباكَ وَقَد ضُرِّجا,المتقارب,حسان بن ثابت
وَكانَ لِباثُكَ عَن صاحِبَيكَ كَمُلجِمِ طَرفٍ وَلَم يُسرَجِ,كَمُلجِمِ طَرفٍ وَلَم يُسرَجِ,وَكانَ لِباثُكَ عَن صاحِبَيكَ,المتقارب,حسان بن ثابت
وإنِّي ومَدْحي أبا جعفرٍ بما طابَ منْ شِعْريَ السَّائر,بما طابَ منْ شِعْريَ السَّائر,وإنِّي ومَدْحي أبا جعفرٍ,المتقارب,الحيص بيص
وزيرَ الإِمامِ وكَهْفَ الأنامِ ومُعْتصم اللاَّجىء الحائرِ,ومُعْتصم اللاَّجىء الحائرِ,وزيرَ الإِمامِ وكَهْفَ الأنامِ,المتقارب,الحيص بيص
وإنْ جِئْتُ في وَصْفِهِ بالعُجابِ وأحسنتُ في القولِ والخاطِرِ,وأحسنتُ في القولِ والخاطِرِ,وإنْ جِئْتُ في وَصْفِهِ بالعُجابِ,المتقارب,الحيص بيص
كَمَنْ جاءَ يَحْوي ببَطْنِ السِّقاءِ على ضيقِه لُجَّةَ الزَّاخِرِ,على ضيقِه لُجَّةَ الزَّاخِرِ,كَمَنْ جاءَ يَحْوي ببَطْنِ السِّقاءِ,المتقارب,الحيص بيص
وأينَ السِّقاءُ مِنَ الزَّاخراتِ وأينَ عُلاهُ مِنَ الشَّاعِر,وأينَ عُلاهُ مِنَ الشَّاعِر,وأينَ السِّقاءُ مِنَ الزَّاخراتِ,المتقارب,الحيص بيص
ولكنْ أجيءُ بجُهْدِ المُقِلِّ ومِنْ فَضْلِهِ أنَّهُ عاذري,ومِنْ فَضْلِهِ أنَّهُ عاذري,ولكنْ أجيءُ بجُهْدِ المُقِلِّ,المتقارب,الحيص بيص
سألتك يا صخرة الملتقى متى يجمع الدهر ما فرَّقا,متى يجمع الدهر ما فرَّقا,سألتك يا صخرة الملتقى,المتقارب,ابراهيم ناجي
فيا صخرةً جمعت مهجتين أفاءا إلى حسنها المنتقى,أفاءا إلى حسنها المنتقى,فيا صخرةً جمعت مهجتين,المتقارب,ابراهيم ناجي
إذا الدهر لَجَّ بأقداره أجَداً على ظهرها الموثقا,أجَداً على ظهرها الموثقا,إذا الدهر لَجَّ بأقداره,المتقارب,ابراهيم ناجي
قرأنا عَلَيكِ كتاب الحياةِ وفضَّ الهوى سرها المغلقا,وفضَّ الهوى سرها المغلقا,قرأنا عَلَيكِ كتاب الحياةِ,المتقارب,ابراهيم ناجي
نرى الشمس ذائبة في العباب وننتظر البدر في المرتقى,وننتظر البدر في المرتقى,نرى الشمس ذائبة في العباب,المتقارب,ابراهيم ناجي
إذا نشر الغرب أثوابه وأطلق في النفس ما أطلقا,وأطلق في النفس ما أطلقا,إذا نشر الغرب أثوابه,المتقارب,ابراهيم ناجي
نقول هل الشمس قد خضبته وخلَّت به دمها المهرقا,وخلَّت به دمها المهرقا,نقول هل الشمس قد خضبته,المتقارب,ابراهيم ناجي
أم الغرب كالقلب دامي الجراح له طلبةٌ عزّ أن تلحقا,له طلبةٌ عزّ أن تلحقا,أم الغرب كالقلب دامي الجراح,المتقارب,ابراهيم ناجي
فيا صورة في نواحي السحاب رأينا بها همَّنا المغرِقا,رأينا بها همَّنا المغرِقا,فيا صورة في نواحي السحاب,المتقارب,ابراهيم ناجي
لنا الله مِن صورَةٍ في الضمير يرَاهَا الفتى كلما أطرقا,يرَاهَا الفتى كلما أطرقا,لنا الله مِن صورَةٍ في الضمير,المتقارب,ابراهيم ناجي
يرى صورة الجُرح طيَّ الفؤاد ما زال ملتهباً محرقا,ما زال ملتهباً محرقا,يرى صورة الجُرح طيَّ الفؤاد,المتقارب,ابراهيم ناجي
ويأبَى الوَفاء عَليه اندمالا ويأبَى التَّذَكُّر أن يشفقا,ويأبَى التَّذَكُّر أن يشفقا,ويأبَى الوَفاء عَليه اندمالا,المتقارب,ابراهيم ناجي
ويا صَخرَةَ العهد أبتُ إليكِ وقد مزّق الشَّمل ما مزقا,وقد مزّق الشَّمل ما مزقا,ويا صَخرَةَ العهد أبتُ إليكِ,المتقارب,ابراهيم ناجي
أريك مشيب الفؤاد الشهيد والشيب ما كلَّل المفرِقا,والشيب ما كلَّل المفرِقا,أريك مشيب الفؤاد الشهيد,المتقارب,ابراهيم ناجي
ألم تر أنِّي في نهضتي لقيت الغنى والمنى والأميرا,لقيت الغنى والمنى والأميرا,ألم تر أنِّي في نهضتي,المتقارب,بديع الزمان الهمذاني
ولما التقينا شممت التراب وكنت امرأ لا أشم العبيرا,وكنت امرأ لا أشم العبيرا,ولما التقينا شممت التراب,المتقارب,بديع الزمان الهمذاني
لقيت امرأ مثل غيب الزما ن يعلو سجايا ويرسو ثبيرا,ن يعلو سجايا ويرسو ثبيرا,لقيت امرأ مثل غيب الزما,المتقارب,بديع الزمان الهمذاني
فلا يعدم الملك ذا روعة يمون المنى ويسر السريرا,يمون المنى ويسر السريرا,فلا يعدم الملك ذا روعة,المتقارب,بديع الزمان الهمذاني
لآل فريغون في المكرمات يد أوَّلاً واعتذاراً أخيرا,يد أوَّلاً واعتذاراً أخيرا,لآل فريغون في المكرمات,المتقارب,بديع الزمان الهمذاني
إذا ما حللت بمغناهم رأيت نعيماً وملكاً كبيرا,رأيت نعيماً وملكاً كبيرا,إذا ما حللت بمغناهم,المتقارب,بديع الزمان الهمذاني
غرامك لي معبدٌ طاهرٌ دعائمه شُيِّدت من ولوعي,دعائمه شُيِّدت من ولوعي,غرامك لي معبدٌ طاهرٌ,المتقارب,ابراهيم ناجي
تعهدتُ محرابه بالوفاء وأوقدتُ فيه الهوى من شموعي,وأوقدتُ فيه الهوى من شموعي,تعهدتُ محرابه بالوفاء,المتقارب,ابراهيم ناجي
جوانبه من دموعيَ قامت وأضلعه بُنيت من ضلوعي,وأضلعه بُنيت من ضلوعي,جوانبه من دموعيَ قامت,المتقارب,ابراهيم ناجي
ومن ذا رأى هيكلاً في الوجود يُقام على عمدٍ من دموع,يُقام على عمدٍ من دموع,ومن ذا رأى هيكلاً في الوجود,المتقارب,ابراهيم ناجي
بقاؤك يا فارس المسلمينا أقر الهدى واقر العيونا,أقر الهدى واقر العيونا,بقاؤك يا فارس المسلمينا,المتقارب,عمارة اليمني
ولولا دفاعك عن حوزة الهدى عدم الناس دنيا ودينا,عدم الناس دنيا ودينا,ولولا دفاعك عن حوزة الهدى,المتقارب,عمارة اليمني
بك استمسكت دولة الفاطمي فأعلقتها منك حبلاً متينا,فأعلقتها منك حبلاً متينا,بك استمسكت دولة الفاطمي,المتقارب,عمارة اليمني
غدوت سواراً وسوراً لها وأمسيت حصناً عليها حصينا,وأمسيت حصناً عليها حصينا,غدوت سواراً وسوراً لها,المتقارب,عمارة اليمني
وفيت لصنوك لا بل كفي ت بنيه فكنت القوي الأمينا,ت بنيه فكنت القوي الأمينا,وفيت لصنوك لا بل كفي,المتقارب,عمارة اليمني
يناجيك عنهم ضمير الوفا مناجاة موسى على طور سينا,مناجاة موسى على طور سينا,يناجيك عنهم ضمير الوفا,المتقارب,عمارة اليمني
وقدرك من أن يهنى بشيء أجل ولو كان دراً ثمينا,أجل ولو كان دراً ثمينا,وقدرك من أن يهنى بشيء,المتقارب,عمارة اليمني
ومن كان يكسو الليالي على فماذا له خلع أن تكونا,فماذا له خلع أن تكونا,ومن كان يكسو الليالي على,المتقارب,عمارة اليمني
بقيت إلى أن ترى بالعما د وإخوته كل ظن يقينا,د وإخوته كل ظن يقينا,بقيت إلى أن ترى بالعما,المتقارب,عمارة اليمني
!ذا اِقتَسَمَ الناسُ فَضلَ الفَخارِ أَطَلنا عَلى الأَرضِ مَيلَ العَصا,أَطَلنا عَلى الأَرضِ مَيلَ العَصا,!ذا اِقتَسَمَ الناسُ فَضلَ الفَخارِ,المتقارب,لبيد بن ربيعة
فَأَبلِغ دُرَيداً وَأَنتَ اِمرُؤٌ مَتى ما تُذَكِّرهُ يَستَذكِرُ,مَتى ما تُذَكِّرهُ يَستَذكِرُ,فَأَبلِغ دُرَيداً وَأَنتَ اِمرُؤٌ,المتقارب,الحارث بن عمرو الفزاري
يُقاتِل بِاللَحظِ مَحبوبُنا وَبالسَيف وَالرُمح أَمضى قِتالِ,وَبالسَيف وَالرُمح أَمضى قِتالِ,يُقاتِل بِاللَحظِ مَحبوبُنا,المتقارب,المعتمد بن عباد
فَطَوراً يَصيدُ ظِباءَ السِناء وَطَوراً يَصيدُ أُسودَ الرِجالِ,وَطَوراً يَصيدُ أُسودَ الرِجالِ,فَطَوراً يَصيدُ ظِباءَ السِناء,المتقارب,المعتمد بن عباد
لِيَهْنِ الضِّياعَ وكُتَّابَها وعُمّالَها ثم أربابَها,وعُمّالَها ثم أربابَها,لِيَهْنِ الضِّياعَ وكُتَّابَها,المتقارب,ابن الرومي
طُلُوعُ السعودِ بديوانِها غَداةَ تقلَّدتَ أسبابَها,غَداةَ تقلَّدتَ أسبابَها,طُلُوعُ السعودِ بديوانِها,المتقارب,ابن الرومي
وَرَدْتَ على رَشَدٍ دارَها وفتَّحتَ باليُمن أبوابَها,وفتَّحتَ باليُمن أبوابَها,وَرَدْتَ على رَشَدٍ دارَها,المتقارب,ابن الرومي
وأحييتَ بالعزِّ عمَّالَها ودرَّعتَها فيه جِلبابَها,ودرَّعتَها فيه جِلبابَها,وأحييتَ بالعزِّ عمَّالَها,المتقارب,ابن الرومي
فأضحت بذكرك معمورةً وقد رام غيرُك إخرابَها,وقد رام غيرُك إخرابَها,فأضحت بذكرك معمورةً,المتقارب,ابن الرومي
تداركها بك نُصحُ الوزير فشدّ بحزمِك أطنابَها,فشدّ بحزمِك أطنابَها,تداركها بك نُصحُ الوزير,المتقارب,ابن الرومي
وصان بعدلِك أموالَها وكفَّ به منك إنهابَها,وكفَّ به منك إنهابَها,وصان بعدلِك أموالَها,المتقارب,ابن الرومي
فلا زلتَ في نِعَمٍ شاكراً عليهنَّ ذا العرش وهَّابَها,عليهنَّ ذا العرش وهَّابَها,فلا زلتَ في نِعَمٍ شاكراً,المتقارب,ابن الرومي
أبا الصقرِ تفديك نفسُ امرِئٍ دعتك لتفريج ما نابَها,دعتك لتفريج ما نابَها,أبا الصقرِ تفديك نفسُ امرِئٍ,المتقارب,ابن الرومي
ومَتَّتْ إليك بذِمَّاتها ومثلُكَ قدَّمَ إيجابَها,ومثلُكَ قدَّمَ إيجابَها,ومَتَّتْ إليك بذِمَّاتها,المتقارب,ابن الرومي
لقد أنشبتْ حادثاتُ الزمان مخالبَها بي وأنيابَها,مخالبَها بي وأنيابَها,لقد أنشبتْ حادثاتُ الزمان,المتقارب,ابن الرومي
ونالت عُداتي بطول المُقام على عطلتي فيَّ آرابَها,على عطلتي فيَّ آرابَها,ونالت عُداتي بطول المُقام,المتقارب,ابن الرومي
وقد مكَّنتكَ من العارفاتِ جُدودٌ توليتَ أحسابَها,جُدودٌ توليتَ أحسابَها,وقد مكَّنتكَ من العارفاتِ,المتقارب,ابن الرومي
فلا تنسيَنَّ عِداتٍ مضتْ فقِدماً تلبَّستَ أثوابَها,فقِدماً تلبَّستَ أثوابَها,فلا تنسيَنَّ عِداتٍ مضتْ,المتقارب,ابن الرومي
ذَكَرتُ أَخي بَعدَ نَومِ الخَلِيِّ فَاِنحَدَرَ الدَمعُ مِنّي اِنحِدارا,فَاِنحَدَرَ الدَمعُ مِنّي اِنحِدارا,ذَكَرتُ أَخي بَعدَ نَومِ الخَلِيِّ,المتقارب,الخنساء
وَخَيلٍ لَبِستَ لِأَبطالِها شَليلاً وَدَمَّرتَ قَوماً دَمارا,شَليلاً وَدَمَّرتَ قَوماً دَمارا,وَخَيلٍ لَبِستَ لِأَبطالِها,المتقارب,الخنساء
تَصَيَّدُ بِالرُمحِ رَيعانَها وَتَهتَصِرُ الكَبشَ مِنها اِهتِصارا,وَتَهتَصِرُ الكَبشَ مِنها اِهتِصارا,تَصَيَّدُ بِالرُمحِ رَيعانَها,المتقارب,الخنساء
فَأَلحَمتَها القَومَ تَحتَ الوَغى وَأَرسَلتَ مُهرَكَ فيها فَغارا,وَأَرسَلتَ مُهرَكَ فيها فَغارا,فَأَلحَمتَها القَومَ تَحتَ الوَغى,المتقارب,الخنساء
يَقينَ وَتَحسَبُهُ قافِلاً إِذا طابَقَت وَغَشينَ الحِرارا,إِذا طابَقَت وَغَشينَ الحِرارا,يَقينَ وَتَحسَبُهُ قافِلاً,المتقارب,الخنساء
فَذَلِكَ في الجَدِّ مَكروهُهُ وَفي السِلمِ تَلهو وَتُرخي الإِزارا,وَفي السِلمِ تَلهو وَتُرخي الإِزارا,فَذَلِكَ في الجَدِّ مَكروهُهُ,المتقارب,الخنساء
وَهاجِرَةٍ حَرُّها صاخِدٌ جَعَلتَ رِداءَكَ فيها خِمارا,جَعَلتَ رِداءَكَ فيها خِمارا,وَهاجِرَةٍ حَرُّها صاخِدٌ,المتقارب,الخنساء
لِتُدرِكَ شَأواً عَلى قُربِهِ وَتَكسَبَ حَمداً وَتَحمي الذِمارا,وَتَكسَبَ حَمداً وَتَحمي الذِمارا,لِتُدرِكَ شَأواً عَلى قُربِهِ,المتقارب,الخنساء
وَتُروي السِنانَ وَتُردي الكَمِيِّ كَمِرجَلِ طَبّاخَةٍ حينَ فارا,كَمِرجَلِ طَبّاخَةٍ حينَ فارا,وَتُروي السِنانَ وَتُردي الكَمِيِّ,المتقارب,الخنساء
وَتُغشي الخُيولَ حِياضَ النَجيعِ وَتُعطي الجَزيلَ وَتُردي العِشارا,وَتُعطي الجَزيلَ وَتُردي العِشارا,وَتُغشي الخُيولَ حِياضَ النَجيعِ,المتقارب,الخنساء
كَأَنَّ القُتودَ إِذا شَدَّها عَلى ذي وُسومٍ تُباري صِوارا,عَلى ذي وُسومٍ تُباري صِوارا,كَأَنَّ القُتودَ إِذا شَدَّها,المتقارب,الخنساء
تَمَكَّنَ في دِفءِ أَرطاتِهِ أَهاجَ العَشِيُّ عَلَيهِ فَثارا,أَهاجَ العَشِيُّ عَلَيهِ فَثارا,تَمَكَّنَ في دِفءِ أَرطاتِهِ,المتقارب,الخنساء
فَدارَ فَلَمّا رَأى سِربَها أَحَسَّ قَنيصاً قَريباً فَطارا,أَحَسَّ قَنيصاً قَريباً فَطارا,فَدارَ فَلَمّا رَأى سِربَها,المتقارب,الخنساء
يُشَقَّقُ سِربالَهُ هاجِراً مِنَ الشَدِّ لَمّا أَجَدَّ الفِرارا,مِنَ الشَدِّ لَمّا أَجَدَّ الفِرارا,يُشَقَّقُ سِربالَهُ هاجِراً,المتقارب,الخنساء
فَباتَ يُقَنِّصُ أَبطالَها وَيَنعَصِرُ الماءُ مِنهُ اِنعِصارا,وَيَنعَصِرُ الماءُ مِنهُ اِنعِصارا,فَباتَ يُقَنِّصُ أَبطالَها,المتقارب,الخنساء
أتاني جوابك عن رقعتي إلى غيرها فأسأت الظنونا,إلى غيرها فأسأت الظنونا,أتاني جوابك عن رقعتي,المتقارب,عمارة اليمني
فلا تعتذر عن جواب الظهور فبعض الظهور يفوق البطونا,فبعض الظهور يفوق البطونا,فلا تعتذر عن جواب الظهور,المتقارب,عمارة اليمني
ولا ترتهني بإمساكها فلست بتارك خطي رهينا,فلست بتارك خطي رهينا,ولا ترتهني بإمساكها,المتقارب,عمارة اليمني
صِغارٌ بِحُلوانَ تَستَبشِرُ وَرُؤيَتُها الفَرَحُ الأَكبَرُ,وَرُؤيَتُها الفَرَحُ الأَكبَرُ,صِغارٌ بِحُلوانَ تَستَبشِرُ,المتقارب,أحمد شوقي
تَهُزُّ اللِواءَ بِعيدِ المَسيحِ وَتُحَيّيهِ مِن حَيثُ لا تَشعُرُ,وَتُحَيّيهِ مِن حَيثُ لا تَشعُرُ,تَهُزُّ اللِواءَ بِعيدِ المَسيحِ,المتقارب,أحمد شوقي
فَهَذا بِلُعبَتِهِ يَزدَهي وَهَذا بِحُلَّتِهِ يَفخَرُ,وَهَذا بِحُلَّتِهِ يَفخَرُ,فَهَذا بِلُعبَتِهِ يَزدَهي,المتقارب,أحمد شوقي
وَهَذا كَغُصنِ الرُبا يَنثَني وَهَذا كَريحِ الصَبا يَخطِرُ,وَهَذا كَريحِ الصَبا يَخطِرُ,وَهَذا كَغُصنِ الرُبا يَنثَني,المتقارب,أحمد شوقي
إِذا اِجتَمَعَ الكُلُّ في بُقعَةٍ حَسِبتَهُمو باقَةً تُزهِرُ,حَسِبتَهُمو باقَةً تُزهِرُ,إِذا اِجتَمَعَ الكُلُّ في بُقعَةٍ,المتقارب,أحمد شوقي
أَوِ اِفتَرَقوا واحِداً واحِداً حَسِبتَهُمو لُؤلُؤاً يُنثَرُ,حَسِبتَهُمو لُؤلُؤاً يُنثَرُ,أَوِ اِفتَرَقوا واحِداً واحِداً,المتقارب,أحمد شوقي
وَمِن عَجَبٍ مِنهُمو المُسلِمونَ أَوِ المُسلِمونَ هُمُ الأَكثَرُ,أَوِ المُسلِمونَ هُمُ الأَكثَرُ,وَمِن عَجَبٍ مِنهُمو المُسلِمونَ,المتقارب,أحمد شوقي
فَلاسِفَةٌ كُلُّهُم في اِتِّفاقٍ كَما اِتَّفَقَ الآلُ وَالمَعشَرُ,كَما اِتَّفَقَ الآلُ وَالمَعشَرُ,فَلاسِفَةٌ كُلُّهُم في اِتِّفاقٍ,المتقارب,أحمد شوقي
دَسَمبِرُ شَعبانُ عِندَ الجَميعِ وَشَعبانُ لِلكُلِّ ديسَمبِرُ,وَشَعبانُ لِلكُلِّ ديسَمبِرُ,دَسَمبِرُ شَعبانُ عِندَ الجَميعِ,المتقارب,أحمد شوقي
وَلا لُغَةٌ غَيرَ صَوتٍ شَجِيٍّ كَرَوضٍ بَلابِلُهُ تَصفِرُ,كَرَوضٍ بَلابِلُهُ تَصفِرُ,وَلا لُغَةٌ غَيرَ صَوتٍ شَجِيٍّ,المتقارب,أحمد شوقي
وَلا يَزدَري بِالفَقيرِ الغَنِيُّ وَلا يُنكِرُ الأَبيَضَ الأَسمَرُ,وَلا يُنكِرُ الأَبيَضَ الأَسمَرُ,وَلا يَزدَري بِالفَقيرِ الغَنِيُّ,المتقارب,أحمد شوقي
فَيا لَيتَ شِعري أَضَلَّ الصِغارُ أَمِ العَقلُ ما عَنهُمو يُؤثَرُ,أَمِ العَقلُ ما عَنهُمو يُؤثَرُ,فَيا لَيتَ شِعري أَضَلَّ الصِغارُ,المتقارب,أحمد شوقي
سُؤالٌ أُقَدِمُهُ لِلكِبارِ لَعَلَّ الكِبارَ بِهِ أَخبَرُ,لَعَلَّ الكِبارَ بِهِ أَخبَرُ,سُؤالٌ أُقَدِمُهُ لِلكِبارِ,المتقارب,أحمد شوقي
وَلي طِفلَةٌ جازَتِ السَنَتَينِ كَبَعضِ المَلائِكِ أَو أَطهَرُ,كَبَعضِ المَلائِكِ أَو أَطهَرُ,وَلي طِفلَةٌ جازَتِ السَنَتَينِ,المتقارب,أحمد شوقي
بِعَينَينِ في مِثلِ لَونِ السَماءِ وَسِنَّينِ يا حَبَّذا الجَوهَرُ,وَسِنَّينِ يا حَبَّذا الجَوهَرُ,بِعَينَينِ في مِثلِ لَونِ السَماءِ,المتقارب,أحمد شوقي
أَتَتنِيَ تَسأَلُني لُعبَةً لِتَكسِرَها ضِمنَ ما تَكسِرُ,لِتَكسِرَها ضِمنَ ما تَكسِرُ,أَتَتنِيَ تَسأَلُني لُعبَةً,المتقارب,أحمد شوقي
فَقُلتُ لَها أَيُّهَذا المَلاكُ تُحِبُّ السَلامَ وَلا أُنكِرُ,تُحِبُّ السَلامَ وَلا أُنكِرُ,فَقُلتُ لَها أَيُّهَذا المَلاكُ,المتقارب,أحمد شوقي
وَلَكِنَّ قَبلَكَ خابَ المَسيحُ وَباءَ بِمَنشورِهِ القَيصَرُ,وَباءَ بِمَنشورِهِ القَيصَرُ,وَلَكِنَّ قَبلَكَ خابَ المَسيحُ,المتقارب,أحمد شوقي
فَلا تَرجُ سِلماً مِنَ العالَمينَ فَإِنَّ السِباعَ كَما تُفطَرُ,فَإِنَّ السِباعَ كَما تُفطَرُ,فَلا تَرجُ سِلماً مِنَ العالَمينَ,المتقارب,أحمد شوقي
وَمَن يَعدَمِ الظُفرَ بَينَ الذِئابِ فَإِنَّ الذِئابَ بِهِ تَظفَرُ,فَإِنَّ الذِئابَ بِهِ تَظفَرُ,وَمَن يَعدَمِ الظُفرَ بَينَ الذِئابِ,المتقارب,أحمد شوقي
فَإِن شِئتَ تَحيا حَياةَ الكِبارِ يُؤَمِّلُكَ الكُلُّ أَو يَحذرُ,يُؤَمِّلُكَ الكُلُّ أَو يَحذرُ,فَإِن شِئتَ تَحيا حَياةَ الكِبارِ,المتقارب,أحمد شوقي
فَخُذ هاكَ بُندُقَةً نارُها سَلامٌ عَلَيكَ إِذا تُسعَرُ,سَلامٌ عَلَيكَ إِذا تُسعَرُ,فَخُذ هاكَ بُندُقَةً نارُها,المتقارب,أحمد شوقي
لَعَلَّكَ تَألَفُها في الصِبا وَتَخلفُها كُلَّما تَكبَرُ,وَتَخلفُها كُلَّما تَكبَرُ,لَعَلَّكَ تَألَفُها في الصِبا,المتقارب,أحمد شوقي
فَفيها الحَياةُ لِمَن حازَها وَفيها السَعادَةُ وَالمَفخَرُ,وَفيها السَعادَةُ وَالمَفخَرُ,فَفيها الحَياةُ لِمَن حازَها,المتقارب,أحمد شوقي
وَفيها السَلامُ الوَطيدُ البِناءِ لِمَن آثَرَ السِلمَ أَو يُؤثِرُ,لِمَن آثَرَ السِلمَ أَو يُؤثِرُ,وَفيها السَلامُ الوَطيدُ البِناءِ,المتقارب,أحمد شوقي
فَلوبيلُ مُمسِكَةٌ مَوزَراً وَلوبيلُ تُمسِكُها مَوزَرُ,وَلوبيلُ تُمسِكُها مَوزَرُ,فَلوبيلُ مُمسِكَةٌ مَوزَراً,المتقارب,أحمد شوقي
أَجابَت وَما النُطقُ في وُسعِها وَلَكِنَّها العَينُ قَد تُخبِرُ,وَلَكِنَّها العَينُ قَد تُخبِرُ,أَجابَت وَما النُطقُ في وُسعِها,المتقارب,أحمد شوقي
تَقولُ عَجيبٌ كَلامُكَ لي أَبِالشَرِّ يا والِدي تَأمُرُ,أَبِالشَرِّ يا والِدي تَأمُرُ,تَقولُ عَجيبٌ كَلامُكَ لي,المتقارب,أحمد شوقي
تَزينُ لِبنتِكَ حُبَّ الحُروبِ وَحُبُّ السَلامِ بِها أَجدَرُ,وَحُبُّ السَلامِ بِها أَجدَرُ,تَزينُ لِبنتِكَ حُبَّ الحُروبِ,المتقارب,أحمد شوقي
وَأَنتَ اِمرُؤٌ لا تُحِبُّ الأَذى وَلا تَبتَغيهِ وَلا تَأمُرُ,وَلا تَبتَغيهِ وَلا تَأمُرُ,وَأَنتَ اِمرُؤٌ لا تُحِبُّ الأَذى,المتقارب,أحمد شوقي
