البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
وَشُمِّسَت فَيَبِسَت مِن مائِها فَالحُسنُ وَالجودَةُ مِن أَسمائِها,فَالحُسنُ وَالجودَةُ مِن أَسمائِها,وَشُمِّسَت فَيَبِسَت مِن مائِها,الرجز,ابو نواس
ثُمَّ اِبتَدَرنا الطَيرَ في اِعتِلائِها بَنادِقاً تُعجِبُ لِاِستِوائِها,بَنادِقاً تُعجِبُ لِاِستِوائِها,ثُمَّ اِبتَدَرنا الطَيرَ في اِعتِلائِها,الرجز,ابو نواس
مِن طينَةٍ لَم تَدنُ مِن غَضرائِها وَلَم يُخالِطها نَقا مَيثائِها,وَلَم يُخالِطها نَقا مَيثائِها,مِن طينَةٍ لَم تَدنُ مِن غَضرائِها,الرجز,ابو نواس
لا تُحوِجُ الرامي إِلى اِنتِقائِها فَهيَ تُراقي الطَيرَ في اِرتِقائِها,فَهيَ تُراقي الطَيرَ في اِرتِقائِها,لا تُحوِجُ الرامي إِلى اِنتِقائِها,الرجز,ابو نواس
مِثلَ تَلَظّي النارِ في اِلتِظائِها مِن سودِ أَعجازٍ وَمِن رَهائِها,مِن سودِ أَعجازٍ وَمِن رَهائِها,مِثلَ تَلَظّي النارِ في اِلتِظائِها,الرجز,ابو نواس
وَمِن شُروقاها وَمِن صَبغائِها كُلَّ حَبَنطاةٍ عَلى اِحبِنطائِها,كُلَّ حَبَنطاةٍ عَلى اِحبِنطائِها,وَمِن شُروقاها وَمِن صَبغائِها,الرجز,ابو نواس
طَرّاحَةٌ لِلحوتِ مِن جَربائِها مَرثومَةُ الخَطمِ بِطينِ مائِها,مَرثومَةُ الخَطمِ بِطينِ مائِها,طَرّاحَةٌ لِلحوتِ مِن جَربائِها,الرجز,ابو نواس
تَرفُلُ في نَعلَينِ مِن أَمعائِها يَحُطُّها لِلأَرضِ مِن سَمائِها,يَحُطُّها لِلأَرضِ مِن سَمائِها,تَرفُلُ في نَعلَينِ مِن أَمعائِها,الرجز,ابو نواس
قد حالَ عمّا تَعْهَدُهْ ربعُ اللَّوى ومعهَدُهْ,ربعُ اللَّوى ومعهَدُهْ,قد حالَ عمّا تَعْهَدُهْ,الرجز,الملك الأمجد
كم شاقني غزالُهُ وراقَ طرفي جَيَدُه,وراقَ طرفي جَيَدُه,كم شاقني غزالُهُ,الرجز,الملك الأمجد
معهدُ لهوٍ شفَّني بعدَ المها تأبُّدُهْ,بعدَ المها تأبُّدُهْ,معهدُ لهوٍ شفَّني,الرجز,الملك الأمجد
فلا أرى في ربعِهِ اِلاّ الحَمامَ يُنْشِدُه,اِلاّ الحَمامَ يُنْشِدُه,فلا أرى في ربعِهِ,الرجز,الملك الأمجد
وقفتُ فيهِ باكياً وقد شجاني غُرَّدُه,وقد شجاني غُرَّدُه,وقفتُ فيهِ باكياً,الرجز,الملك الأمجد
أُسعِدُهُ بالدمعِ لو أنَّ الدموعَ تُسعِدُه,أنَّ الدموعَ تُسعِدُه,أُسعِدُهُ بالدمعِ لو,الرجز,الملك الأمجد
دمعٌ على كثرةِ ما يُنْزَح جَمٌّ مَدَدُه,يُنْزَح جَمٌّ مَدَدُه,دمعٌ على كثرةِ ما,الرجز,الملك الأمجد
فَوَيْحَ صَبًّ دمعُهُ بعدَ الفراقِ مَوْرِدُه,بعدَ الفراقِ مَوْرِدُه,فَوَيْحَ صَبًّ دمعُهُ,الرجز,الملك الأمجد
أحبابَهُ طالَ الى ربعكُمُ تردُّدُه,ربعكُمُ تردُّدُه,أحبابَهُ طالَ الى,الرجز,الملك الأمجد
يَنْشُدُ فيهِ قلبَهُ وكم عساهُ يَنْشُدُه,وكم عساهُ يَنْشُدُه,يَنْشُدُ فيهِ قلبَهُ,الرجز,الملك الأمجد
وليس إلا نُؤْيُهُ تجيبُهُ أو وتِدُه,تجيبُهُ أو وتِدُه,وليس إلا نُؤْيُهُ,الرجز,الملك الأمجد
يستنجدُ الطلولَ والطلولُ كيفَ تُنْجِدُه,والطلولُ كيفَ تُنْجِدُه,يستنجدُ الطلولَ,الرجز,الملك الأمجد
تسربلَ السَّقامَ مذْ بانَ الخليطُ جسدُه,بانَ الخليطُ جسدُه,تسربلَ السَّقامَ مذْ,الرجز,الملك الأمجد
أمسى خفيّاً لا تراهُ من نحول عُوَّدُه,من نحول عُوَّدُه,أمسى خفيّاً لا تراهُ,الرجز,الملك الأمجد
ملقًى على فُرْشِ الضنى لِقًى تداعى جَلَدُه,لِقًى تداعى جَلَدُه,ملقًى على فُرْشِ الضنى,الرجز,الملك الأمجد
بالِله سلْ عنِ الخليطِ أينَ حلَّ أغيدُه,أينَ حلَّ أغيدُه,بالِله سلْ عنِ الخليطِ,الرجز,الملك الأمجد
فليتَهُ بقربِهِ بعدَ نواهُ يَعِدُه,بعدَ نواهُ يَعِدُه,فليتَهُ بقربِهِ,الرجز,الملك الأمجد
أحورُ قد هامَ هوًى بما حَوَى مقلَّدُه,بما حَوَى مقلَّدُه,أحورُ قد هامَ هوًى,الرجز,الملك الأمجد
تقطَّعتْ لبعدِهِ لمّا تنامَى كَبِدُه,لمّا تنامَى كَبِدُه,تقطَّعتْ لبعدِهِ,الرجز,الملك الأمجد
هل عائدٌ بهِ زمانٌ لم يَشُبْهُ نكدُهْ,لم يَشُبْهُ نكدُهْ,هل عائدٌ بهِ زمانٌ,الرجز,الملك الأمجد
زمانُ قربٍ ساعفَتْهُ بالوصالِ خُرَّدُه,بالوصالِ خُرَّدُه,زمانُ قربٍ ساعفَتْهُ,الرجز,الملك الأمجد
يهوى رجوعَ مثلِهِ بنفسِهِ لو يَجِدُه,بنفسِهِ لو يَجِدُه,يهوى رجوعَ مثلِهِ,الرجز,الملك الأمجد
لم يحمِ عنه ربعَهُ عديدُهُ وعُدَدُه,عديدُهُ وعُدَدُه,لم يحمِ عنه ربعَهُ,الرجز,الملك الأمجد
مهفهفُ القامةِ غُصْنيُّ القَوامِ أملَدُه,القَوامِ أملَدُه,مهفهفُ القامةِ غُصْنيُّ,الرجز,الملك الأمجد
نحيلُ خَصْرٍ لينُهُ يَحُلَّهُ ويعقِدُه,يَحُلَّهُ ويعقِدُه,نحيلُ خَصْرٍ لينُهُ,الرجز,الملك الأمجد
ذو شَنَبٍ معطَّرٍ مُنْيَتُهُ لو يَرِدُه,مُنْيَتُهُ لو يَرِدُه,ذو شَنَبٍ معطَّرٍ,الرجز,الملك الأمجد
آليتُ ما الغيثُ بدًا مُبرِقُهُ ومُرعِدُه,مُبرِقُهُ ومُرعِدُه,آليتُ ما الغيثُ بدًا,الرجز,الملك الأمجد
وحلَّ خيطَ مزنِهِ فساحَ منه بَدَدُه,فساحَ منه بَدَدُه,وحلَّ خيطَ مزنِهِ,الرجز,الملك الأمجد
على ثرًى أُخْلِفَ مِن رىَّ الغمامِ موعدُه,رىَّ الغمامِ موعدُه,على ثرًى أُخْلِفَ مِن,الرجز,الملك الأمجد
وغُصَّ مِن أتيَّهِ سَبْسَبُهُ وفَدْفَدُه,سَبْسَبُهُ وفَدْفَدُه,وغُصَّ مِن أتيَّهِ,الرجز,الملك الأمجد
أغزرَ مِن دمعي اِذا البينُ تمادَى أمدُه,البينُ تمادَى أمدُه,أغزرَ مِن دمعي اِذا,الرجز,الملك الأمجد
وقوّضَ الحيُّ وقدْ حثَّ المطايا أعبُدُه,حثَّ المطايا أعبُدُه,وقوّضَ الحيُّ وقدْ,الرجز,الملك الأمجد
في مهمهٍ هجيرُهُ أذكاهُ جمراً مُوِقدُه,أذكاهُ جمراً مُوِقدُه,في مهمهٍ هجيرُهُ,الرجز,الملك الأمجد
يحدو بها في خَرْقِهِ جُنْدُبُهُ وجُدْجُدُهْ,جُنْدُبُهُ وجُدْجُدُهْ,يحدو بها في خَرْقِهِ,الرجز,الملك الأمجد
مَنْ مُنجِدٌ لي يومَ سارَ مستقلاً مُنجِدُه,سارَ مستقلاً مُنجِدُه,مَنْ مُنجِدٌ لي يومَ,الرجز,الملك الأمجد
وقعقعتْ بعدَ سكونٍ طالَ منها عُمُدُه,طالَ منها عُمُدُه,وقعقعتْ بعدَ سكونٍ,الرجز,الملك الأمجد
يا راكباً تسري بهِ نحوَ الخيامِ أُجُدُه,نحوَ الخيامِ أُجُدُه,يا راكباً تسري بهِ,الرجز,الملك الأمجد
تفلي الفلا مُعنِقةً شِبْهَ الظَّليمِ جَلْعَدُه,شِبْهَ الظَّليمِ جَلْعَدُه,تفلي الفلا مُعنِقةً,الرجز,الملك الأمجد
حيَّ العقيقَ منزلاً اِنْ كنتَ مِمَّنْ يَقْصِدُه,اِنْ كنتَ مِمَّنْ يَقْصِدُه,حيَّ العقيقَ منزلاً,الرجز,الملك الأمجد
فثمَّ كلُّ وَطَرٍ أضحى الزمانُ يُبعِدُه,أضحى الزمانُ يُبعِدُه,فثمَّ كلُّ وَطَرٍ,الرجز,الملك الأمجد
أبالبِعادِ دهرُهُ وجَوْرِهِ يُهَدَّدُه,وجَوْرِهِ يُهَدَّدُه,أبالبِعادِ دهرُهُ,الرجز,الملك الأمجد
يخشاهُ مَنْ قد قَصُرَتْ عمّا يرجَّيهِ يدُه,عمّا يرجَّيهِ يدُه,يخشاهُ مَنْ قد قَصُرَتْ,الرجز,الملك الأمجد
وهكذا عاداتُهُ مِن حيث كرَّتْ مُدَدُه,مِن حيث كرَّتْ مُدَدُه,وهكذا عاداتُهُ,الرجز,الملك الأمجد
ملعبُ حورٍ منذُ بانوابانَ عنه رَصَدُه,بانوابانَ عنه رَصَدُه,ملعبُ حورٍ منذُ,الرجز,الملك الأمجد
يستوقفُ العينَ إذا اجتزتَ عليهِ مَشْهَدُه,اجتزتَ عليهِ مَشْهَدُه,يستوقفُ العينَ إذا,الرجز,الملك الأمجد
فحبَّذا ثُمامُه وأثلُهُ وغَرْقَدُه,وأثلُهُ وغَرْقَدُه,فحبَّذا ثُمامُه,الرجز,الملك الأمجد
وحبَّذا حمامُهُ هيَّمني تغرُّدُهْ,هيَّمني تغرُّدُهْ,وحبَّذا حمامُهُ,الرجز,الملك الأمجد
أطربني غناؤه فقلتُعاشَ مَعْبَدُه,فقلتُعاشَ مَعْبَدُه,أطربني غناؤه,الرجز,الملك الأمجد
بانُ العقيقِ لم يزلْ يَشْغَفُني تأَوُّدُه,يَشْغَفُني تأَوُّدُه,بانُ العقيقِ لم يزلْ,الرجز,الملك الأمجد
سقاه دمعي أن مَزا دُ المُزْنِ شدَّتْ عُقَدُه,دُ المُزْنِ شدَّتْ عُقَدُه,سقاه دمعي أن مَزا,الرجز,الملك الأمجد
إنِّي إذا مَا الحَربُ أَبدَت نَابَها وَأَغلَقَت يَومَ الوَغَى أبوَابَها,وَأَغلَقَت يَومَ الوَغَى أبوَابَها,إنِّي إذا مَا الحَربُ أَبدَت نَابَها,الرجز,مالك الأشتر
وَمَزَّقَت مِن حَنَقٍ أثوَابَها كُنَّا قَدَامَاها وَلاَ أذنَابَها,كُنَّا قَدَامَاها وَلاَ أذنَابَها,وَمَزَّقَت مِن حَنَقٍ أثوَابَها,الرجز,مالك الأشتر
لَيسَ العَدُوُّ دُونَنا أَصحَابَها مَن هَابَها اليَومَ فَلَن أَهابَها,مَن هَابَها اليَومَ فَلَن أَهابَها,لَيسَ العَدُوُّ دُونَنا أَصحَابَها,الرجز,مالك الأشتر
يا سيدي عطفاً فإنِّي ميتٌ وفي دمشق اليوم بردٌ قد عتَا,وفي دمشق اليوم بردٌ قد عتَا,يا سيدي عطفاً فإنِّي ميتٌ,الرجز,ابن نباته المصري
زرقة جسمي وبياض ثلجِها سنجابِي الأبلق أيَّام الشتا,سنجابِي الأبلق أيَّام الشتا,زرقة جسمي وبياض ثلجِها,الرجز,ابن نباته المصري
نَفسُ عِصامٍ سَوَّدَت عِصاما وَعَلَّمَتهُ الكَرَّ وَالإِقداما,وَعَلَّمَتهُ الكَرَّ وَالإِقداما,نَفسُ عِصامٍ سَوَّدَت عِصاما,الرجز,النابغة الذبياني
وَصَيَّرَتهُ مَلِكاً هُماما حَتّى عَلا وَجاوَزَ الأَقواما,حَتّى عَلا وَجاوَزَ الأَقواما,وَصَيَّرَتهُ مَلِكاً هُماما,الرجز,النابغة الذبياني
أفدِي مليحاً أسوداً فاح شذا مسكٍ لنا فقَّاعه وشكله,مسكٍ لنا فقَّاعه وشكله,أفدِي مليحاً أسوداً فاح شذا,الرجز,ابن نباته المصري
كأنه نادى على حليته فقال فقاعي مسك كله,فقال فقاعي مسك كله,كأنه نادى على حليته,الرجز,ابن نباته المصري
بَحرُكَ بَحرُ الجُودِ ما أَعَقَّهُ رِيُّكَ فَالمَحرومُ مَن لَم يُسقَهُ,رِيُّكَ فَالمَحرومُ مَن لَم يُسقَهُ,بَحرُكَ بَحرُ الجُودِ ما أَعَقَّهُ,الرجز,النابغة الجعدي
أَصبَحتُ في عُرى وَفي عُسرٍ أَلبَسُ كَفَّيَّ مِنَ القُرِّ,أَلبَسُ كَفَّيَّ مِنَ القُرِّ,أَصبَحتُ في عُرى وَفي عُسرٍ,الرجز,القاضي الفاضل
قَد مَسَّني الضُرُّ وَها أَنتَ قَد صِرتَ عَزيزَ المُلكِ في مِصرِ,صِرتَ عَزيزَ المُلكِ في مِصرِ,قَد مَسَّني الضُرُّ وَها أَنتَ قَد,الرجز,القاضي الفاضل
الحمد لله الذي أذهب عنا الحزنا,أذهب عنا الحزنا,الحمد لله الذي,الرجز,عمارة اليمني
بمقدم الملك الذي أقر منا الأعينا,أقر منا الأعينا,بمقدم الملك الذي,الرجز,عمارة اليمني
تاج الملوك خير من هز المواضي والقنا,هز المواضي والقنا,تاج الملوك خير من,الرجز,عمارة اليمني
بدر تثنى لفظه وما الفرادى كالثنى,وما الفرادى كالثنى,بدر تثنى لفظه,الرجز,عمارة اليمني
ثني لما أن غدا بدر السناء والسنى,بدر السناء والسنى,ثني لما أن غدا,الرجز,عمارة اليمني
واسم الفتى أشرف من ذكر النعوت والكنى,ذكر النعوت والكنى,واسم الفتى أشرف من,الرجز,عمارة اليمني
يفدي الظهير معشر ما أن بنوا كما بنى,ما أن بنوا كما بنى,يفدي الظهير معشر,الرجز,عمارة اليمني
جاراهم في طلق لكن ونوا وما ونى,لكن ونوا وما ونى,جاراهم في طلق,الرجز,عمارة اليمني
أصبح جيش الفاطمي م ن نأى ومن دنا,ن نأى ومن دنا,أصبح جيش الفاطمي م,الرجز,عمارة اليمني
من أمره ونهيه بين المنايا والمنى,بين المنايا والمنى,من أمره ونهيه,الرجز,عمارة اليمني
فشاكر نقلته من فقره إلى الغنى,من فقره إلى الغنى,فشاكر نقلته,الرجز,عمارة اليمني
وغادر غادرته يجني ثمار ما جنى,يجني ثمار ما جنى,وغادر غادرته,الرجز,عمارة اليمني
وموثق أطلقته بالجاه من قيد العنا,بالجاه من قيد العنا,وموثق أطلقته,الرجز,عمارة اليمني
ورضتهم بصولة بها تروض الزمنا,بها تروض الزمنا,ورضتهم بصولة,الرجز,عمارة اليمني
وستهم سياسة صبت على الغز الهنا,صبت على الغز الهنا,وستهم سياسة,الرجز,عمارة اليمني
أقمت من صعادهم ما كان بالميل انحنى,ما كان بالميل انحنى,أقمت من صعادهم,الرجز,عمارة اليمني
خشنت بالله لهم حتى ألنت الخشنا,حتى ألنت الخشنا,خشنت بالله لهم,الرجز,عمارة اليمني
ولنت حتى طمعوا أن يسألوك الوسنا,أن يسألوك الوسنا,ولنت حتى طمعوا,الرجز,عمارة اليمني
فرأفة وغلظة من ها هنا وها هنا,من ها هنا وها هنا,فرأفة وغلظة,الرجز,عمارة اليمني
أصبحت في ثيابهم مثري اليدين ممكنا,مثري اليدين ممكنا,أصبحت في ثيابهم,الرجز,عمارة اليمني
والملك يبدي لك من أسراره ما بطنا,أسراره ما بطنا,والملك يبدي لك من,الرجز,عمارة اليمني
والكفر والإسلام قد تقينا منك الغنا,تقينا منك الغنا,والكفر والإسلام قد,الرجز,عمارة اليمني
قد وجداعك صادقاً سريرة وعلنا,سريرة وعلنا,قد وجداعك صادقاً,الرجز,عمارة اليمني
فلقبوك المرتضى لا بل أمين الأمنا,لا بل أمين الأمنا,فلقبوك المرتضى,الرجز,عمارة اليمني
حتى انجلت غمامة للغم تهمي محنا,للغم تهمي محنا,حتى انجلت غمامة,الرجز,عمارة اليمني
فكنت فيهم قارح ال رأي ومهراً أرنا,رأي ومهراً أرنا,فكنت فيهم قارح ال,الرجز,عمارة اليمني
وأنت مشكور الفعا ل والمقال والثنا,ل والمقال والثنا,وأنت مشكور الفعا,الرجز,عمارة اليمني
وما رأت أعيننا مذ غبت شيئاً حسنا,مذ غبت شيئاً حسنا,وما رأت أعيننا,الرجز,عمارة اليمني
كأنما الناس وقد غبت علينا لا لنا,غبت علينا لا لنا,كأنما الناس وقد,الرجز,عمارة اليمني
كم ليلة هيجت لي فيها الشجا والشجنا,فيها الشجا والشجنا,كم ليلة هيجت لي,الرجز,عمارة اليمني
وذاك أن خاطري لما ظعنت ظعنا,لما ظعنت ظعنا,وذاك أن خاطري,الرجز,عمارة اليمني
وعاد روحي عندما عدت فحل البدنا,عدت فحل البدنا,وعاد روحي عندما,الرجز,عمارة اليمني
لك الهناء قادماً لا بل لنا بك الهنا,لا بل لنا بك الهنا,لك الهناء قادماً,الرجز,عمارة اليمني
واسمع لدر ينتقى باسمك ثم يقتنى,باسمك ثم يقتنى,واسمع لدر ينتقى,الرجز,عمارة اليمني
معدنه الغالي فمي وقد ملكت المعدنا,وقد ملكت المعدنا,معدنه الغالي فمي,الرجز,عمارة اليمني
رضيت إكرامك لي مثوبة وثمنا,مثوبة وثمنا,رضيت إكرامك لي,الرجز,عمارة اليمني
فإن أجزت بيعتي فما أخاف الغبنا,فما أخاف الغبنا,فإن أجزت بيعتي,الرجز,عمارة اليمني
فابق تشيد للعلى وابق على ما بيننا,وابق على ما بيننا,فابق تشيد للعلى,الرجز,عمارة اليمني
يا آبِلي ما ذامُهُ فَتَأبَيَه ماءٌ رَواءٌ وَنَصِيٌّ حَولَيَه,ماءٌ رَواءٌ وَنَصِيٌّ حَولَيَه,يا آبِلي ما ذامُهُ فَتَأبَيَه,الرجز,الزفيان
هَذَّا بِاَفواهِكِ حَتَّى تَأبَيَه حَتَّى تَرُوحِي اُصُلاً تُبارِيَه,حَتَّى تَرُوحِي اُصُلاً تُبارِيَه,هَذَّا بِاَفواهِكِ حَتَّى تَأبَيَه,الرجز,الزفيان
وَأرسلُوها يَقَقاً أَوْ ظُلَماً عَليّ في جُنْحِ الدُّجَى المُعْتَكِرِ,عَليّ في جُنْحِ الدُّجَى المُعْتَكِرِ,وَأرسلُوها يَقَقاً أَوْ ظُلَماً,الرجز,السراج الوراق
تسوَّدُ أَو تُبيضُّ لَوناً واحِداً كاللَّيلِ طَوْراً والصَّباحِ النَّيّرِ,كاللَّيلِ طَوْراً والصَّباحِ النَّيّرِ,تسوَّدُ أَو تُبيضُّ لَوناً واحِداً,الرجز,السراج الوراق
وَكَمْ حَرامٍ وَحَرامٍ وَقَعَا عَليَّ مِن وَقْتِ العِشَا لِلسَّحَرِ,عَليَّ مِن وَقْتِ العِشَا لِلسَّحَرِ,وَكَمْ حَرامٍ وَحَرامٍ وَقَعَا,الرجز,السراج الوراق
وَهْيَ متَى تُرْمى على ترْبِيعها مُذْ خَرَجَتْ سَرِيعَةٌ كالأُكَرِ,مُذْ خَرَجَتْ سَرِيعَةٌ كالأُكَرِ,وَهْيَ متَى تُرْمى على ترْبِيعها,الرجز,السراج الوراق
تَدورُ حتَِى تَنتَهِيِ لِمَغْرَمي فَتَحْتَبِي في جِلْسَةِ المُوقَّرِ,فَتَحْتَبِي في جِلْسَةِ المُوقَّرِ,تَدورُ حتَِى تَنتَهِيِ لِمَغْرَمي,الرجز,السراج الوراق
أُفٍّ لها أُفٍّ لها من أَعظُمٍ بَاليةٍ فيها بَلاءُ البَشَر,بَاليةٍ فيها بَلاءُ البَشَر,أُفٍّ لها أُفٍّ لها من أَعظُمٍ,الرجز,السراج الوراق
غَالتْ فَتَى الخيَّاطِ أَو أَصبحَ في أَضْيقِ عَيْشٍ من خُروق الإبرِ,أَضْيقِ عَيْشٍ من خُروق الإبرِ,غَالتْ فَتَى الخيَّاطِ أَو أَصبحَ في,الرجز,السراج الوراق
وَليسَ لِلوَرَّاقِ مَعْها حُجَّةٌ فاعطِفْ علَينا يا فتَى التَّلْْعَفرِى,فاعطِفْ علَينا يا فتَى التَّلْْعَفرِى,وَليسَ لِلوَرَّاقِ مَعْها حُجَّةٌ,الرجز,السراج الوراق
تاهَ بخالِ خَدِّهِ كما يَتِيهُ الثَّمِلُ,كما يَتِيهُ الثَّمِلُ,تاهَ بخالِ خَدِّهِ,الرجز,ابن قلاقس
وظنَّ أَنَّ حَسْنَه وقد مضى مُقْتَبَلُ,وقد مضى مُقْتَبَلُ,وظنَّ أَنَّ حَسْنَه,الرجز,ابن قلاقس
وقال خَدِّي رَوْضّةٌ تَرْتَعُ فيها المُقَلُ,تَرْتَعُ فيها المُقَلُ,وقال خَدِّي رَوْضّةٌ,الرجز,ابن قلاقس
فقلتُ ما أَقْبَحَ ما جئتَ به يا رَجُلُ,جئتَ به يا رَجُلُ,فقلتُ ما أَقْبَحَ ما,الرجز,ابن قلاقس
لو كان وَرْدًا لم يَكُنْ يَسْكُنُ فيه جُعَلُ,يَسْكُنُ فيه جُعَلُ,لو كان وَرْدًا لم يَكُنْ,الرجز,ابن قلاقس
مَا لامَهُ عَليكُمُ عَذُولُهُ إِلّا وَزادَ نَحْوَكُمْ عُدُولُهُ,إِلّا وَزادَ نَحْوَكُمْ عُدُولُهُ,مَا لامَهُ عَليكُمُ عَذُولُهُ,الرجز,الشاب الظريف
مُغْرَى الفُؤَادِ صَبُّه عانِي الحَشَا أَسيرُه مُضْنَى الهَوى عَلِيلُهُ,أَسيرُه مُضْنَى الهَوى عَلِيلُهُ,مُغْرَى الفُؤَادِ صَبُّه عانِي الحَشَا,الرجز,الشاب الظريف
قَدْ أَوْقَعَت عُيونُه فُؤادَهُ في عَثْرةٍ فَمَنْ لَهُ يُقِيلُهُ,في عَثْرةٍ فَمَنْ لَهُ يُقِيلُهُ,قَدْ أَوْقَعَت عُيونُه فُؤادَهُ,الرجز,الشاب الظريف
وَافى بِشَوْقٍ نَحْوَكُمْ مَدِيدُهُ سَرِيعُ وَجدٍ فِيكُمُ طَوِيلُهُ,سَرِيعُ وَجدٍ فِيكُمُ طَوِيلُهُ,وَافى بِشَوْقٍ نَحْوَكُمْ مَدِيدُهُ,الرجز,الشاب الظريف
فَمَا الَّذي يُضيرُ قُدْسَ وَصْلِكُمْ أَن الَّذي هَامَ بِكُمْ خَلِيلُهُ,أَن الَّذي هَامَ بِكُمْ خَلِيلُهُ,فَمَا الَّذي يُضيرُ قُدْسَ وَصْلِكُمْ,الرجز,الشاب الظريف
وَاعَجباً والقَلْبُ يَشْكُو وَحْشةً إِلَيْكُم وَأَنتمُُ حُلُولُهُ,إِلَيْكُم وَأَنتمُُ حُلُولُهُ,وَاعَجباً والقَلْبُ يَشْكُو وَحْشةً,الرجز,الشاب الظريف
وَبِي رَشِيقُ القَدِّ لا يَعْطِفُه تَعَطُّفٌّ نَحوي وَلا يُمِيلُهُ,تَعَطُّفٌّ نَحوي وَلا يُمِيلُهُ,وَبِي رَشِيقُ القَدِّ لا يَعْطِفُه,الرجز,الشاب الظريف
لا وَاخَذَ اللَّهُ بِدَمْعِي خَدَّهُ فَهُوَ الَّذي أَسالَهُ أَسيلُهُ,فَهُوَ الَّذي أَسالَهُ أَسيلُهُ,لا وَاخَذَ اللَّهُ بِدَمْعِي خَدَّهُ,الرجز,الشاب الظريف
فَلِلْقَنَا وَلِلنَّقا قَوامُهُ وَللظُّبى وَلِلظِّبا كَحيلُهُ,وَللظُّبى وَلِلظِّبا كَحيلُهُ,فَلِلْقَنَا وَلِلنَّقا قَوامُهُ,الرجز,الشاب الظريف
عَجِبْتُ مِنْهُ إذْ بَدا جَمالُهُ لِنَاظري كَيْفَ اخْتَفَى جَمِيلُهُ,لِنَاظري كَيْفَ اخْتَفَى جَمِيلُهُ,عَجِبْتُ مِنْهُ إذْ بَدا جَمالُهُ,الرجز,الشاب الظريف
إنْ ناظَرُوا نَاظِرَهُ فِي قَتْلَتِي يَقومُ مِنْ دَلالِهِ دَليلُهُ,يَقومُ مِنْ دَلالِهِ دَليلُهُ,إنْ ناظَرُوا نَاظِرَهُ فِي قَتْلَتِي,الرجز,الشاب الظريف
عادت لنا الأعيادُ والمواسمُ وصَحَّت العَليَاءُ والمكارمُ,وصَحَّت العَليَاءُ والمكارمُ,عادت لنا الأعيادُ والمواسمُ,الرجز,أبو الحسين الجزار
وأضحت الأرضُ عروساً تُجتَلى فَنَقطتَهَا بالنَّدا الغمائمُ,فَنَقطتَهَا بالنَّدا الغمائمُ,وأضحت الأرضُ عروساً تُجتَلى,الرجز,أبو الحسين الجزار
ومالت الأغصان فيها طرَباً لما تَغَنَّت فوقها الحمائمُ,لما تَغَنَّت فوقها الحمائمُ,ومالت الأغصان فيها طرَباً,الرجز,أبو الحسين الجزار
واحمرَّ خَدُّ الوردِ إذ قَبلَّه الطلُّ وثَغرُ الأقحَوانِ باسمُ,الطلُّ وثَغرُ الأقحَوانِ باسمُ,واحمرَّ خَدُّ الوردِ إذ قَبلَّه,الرجز,أبو الحسين الجزار
لما تَوَلَّى حِلمُهُ قلنا لَهُ مما رَأينا أنت موسى الكاظمُ,مما رَأينا أنت موسى الكاظمُ,لما تَوَلَّى حِلمُهُ قلنا لَهُ,الرجز,أبو الحسين الجزار
إني وإن كنتَ حبيباً عنده فإنه للرِّزقِ عندي قاسمُ,فإنه للرِّزقِ عندي قاسمُ,إني وإن كنتَ حبيباً عنده,الرجز,أبو الحسين الجزار
ولا تَغرنك منه جُوخَةٌ فصَّلَها وهوَ عليها نادِمُ,فصَّلَها وهوَ عليها نادِمُ,ولا تَغرنك منه جُوخَةٌ,الرجز,أبو الحسين الجزار
كم أعجَبَتهُ نفسه فيها إلى أن نَفدَت من كُمّه الدراهم,أن نَفدَت من كُمّه الدراهم,كم أعجَبَتهُ نفسه فيها إلى,الرجز,أبو الحسين الجزار
وبَيعُها في البَردِ غيرُ ممكن ورهنُها لا يرتضيه الحازمُ,ورهنُها لا يرتضيه الحازمُ,وبَيعُها في البَردِ غيرُ ممكن,الرجز,أبو الحسين الجزار
وحَسبُ من كاتمَ ما يَسُوءُهُ خَوفُ أعاديه الذي يُكاتِمُ,خَوفُ أعاديه الذي يُكاتِمُ,وحَسبُ من كاتمَ ما يَسُوءُهُ,الرجز,أبو الحسين الجزار
لولا الجنون لم يكن ذو فاقةٍ مثلي لأرباب الغِنَى يُزاحِمُ,مثلي لأرباب الغِنَى يُزاحِمُ,لولا الجنون لم يكن ذو فاقةٍ,الرجز,أبو الحسين الجزار
لَأُفرِجَنَّ اليَومَ كُلَّ الغُمَمِ مَن سَبيِهِم في اللَيلِ بيضَ الحُرَمِ,مَن سَبيِهِم في اللَيلِ بيضَ الحُرَمِ,لَأُفرِجَنَّ اليَومَ كُلَّ الغُمَمِ,الرجز,البراق
صَبراً إِلى ما يَنظُرونَ مُقدَمي إِنّي أَنا البَرّاقُ فَوقَ الأَدهَمِ,إِنّي أَنا البَرّاقُ فَوقَ الأَدهَمِ,صَبراً إِلى ما يَنظُرونَ مُقدَمي,الرجز,البراق
لَأُرجِعَنَّ اليَومَ ذاتَ المبسِمِ بِنتَ لُكَيزَ الوائِلِيِّ الأَرقَمِ,بِنتَ لُكَيزَ الوائِلِيِّ الأَرقَمِ,لَأُرجِعَنَّ اليَومَ ذاتَ المبسِمِ,الرجز,البراق
