البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
ها بان الحي وجيرته فهناك العيش وبهجته,فهناك العيش وبهجته,ها بان الحي وجيرته,المتدارك,ابن مليك الحموي
فلمبتهج ولمنتهج وجمار الشوق اذا اتقدت,وجمار الشوق اذا اتقدت,فلمبتهج ولمنتهج,المتدارك,ابن مليك الحموي
ولشدة عزمك ما خمدت وطغت اهواك وما جمدت,وطغت اهواك وما جمدت,ولشدة عزمك ما خمدت,المتدارك,ابن مليك الحموي
فهج الاعمال اذا ركدت فاذا ما هجت اذا تهج,فاذا ما هجت اذا تهج,فهج الاعمال اذا ركدت,المتدارك,ابن مليك الحموي
ورد التقوى فحلاوتها تنمو وتزيد طلاوتها,تنمو وتزيد طلاوتها,ورد التقوى فحلاوتها,المتدارك,ابن مليك الحموي
وعليك تفيض سماحتها ومعاصي الله سماجتها,ومعاصي الله سماجتها,وعليك تفيض سماحتها,المتدارك,ابن مليك الحموي
تزدان الذي الخلق السمج اياك وسوء جنايتها,اياك وسوء جنايتها,تزدان الذي الخلق السمج,المتدارك,ابن مليك الحموي
فلداجي ليل غوايتها ظلمات فوق ظلامتها,ظلمات فوق ظلامتها,فلداجي ليل غوايتها,المتدارك,ابن مليك الحموي
ولطاعته وصباحتها انوار صباح مبتلج,انوار صباح مبتلج,ولطاعته وصباحتها,المتدارك,ابن مليك الحموي
ومن الجنات ومشربها حوراها اخطب لتهذيها,حوراها اخطب لتهذيها,ومن الجنات ومشربها,المتدارك,ابن مليك الحموي
واجهد في حسن تطلبها من يخطب حور الخلد بها,من يخطب حور الخلد بها,واجهد في حسن تطلبها,المتدارك,ابن مليك الحموي
يظفر بالحور وبالغنج واذا ما منها رمت لقا,واذا ما منها رمت لقا,يظفر بالحور وبالغنج,المتدارك,ابن مليك الحموي
ونعيما لا يغشاه شقا وذرى عز في دار بقا,وذرى عز في دار بقا,ونعيما لا يغشاه شقا,المتدارك,ابن مليك الحموي
فكن المرضيّ لها بتقى ترضاه غدا وتكون نجي,ترضاه غدا وتكون نجي,فكن المرضيّ لها بتقى,المتدارك,ابن مليك الحموي
وبغير الله فلا تلذ وسواه اذا لا تتخذ,وسواه اذا لا تتخذ,وبغير الله فلا تلذ,المتدارك,ابن مليك الحموي
والزم محرابك واستعذ واتل القرآن بقلب ذي,واتل القرآن بقلب ذي,والزم محرابك واستعذ,المتدارك,ابن مليك الحموي
حرق وبصوت فيه شجي وكفى الآيات بلاغتها,وكفى الآيات بلاغتها,حرق وبصوت فيه شجي,المتدارك,ابن مليك الحموي
تنمو وتزيد حلاوتها وتحل الفكر بلاغتها,وتحل الفكر بلاغتها,تنمو وتزيد حلاوتها,المتدارك,ابن مليك الحموي
وصلاة الليل مسافتها فاذهب فيها بالفهم وحي,فاذهب فيها بالفهم وحي,وصلاة الليل مسافتها,المتدارك,ابن مليك الحموي
واعمل ان رمت تدانيها واشهد بالعقل مبانيها,واشهد بالعقل مبانيها,واعمل ان رمت تدانيها,المتدارك,ابن مليك الحموي
وتصورها ومثانيها وتأملها ومعانيها,وتأملها ومعانيها,وتصورها ومثانيها,المتدارك,ابن مليك الحموي
تأتي الفردوس توفترج وارتع في دوح تفكرها,وارتع في دوح تفكرها,تأتي الفردوس توفترج,المتدارك,ابن مليك الحموي
وأنعم تبوارد كوثرها واستحل صحاف معبقرها,واستحل صحاف معبقرها,وأنعم تبوارد كوثرها,المتدارك,ابن مليك الحموي
واشرب تسنيم مفجرها لا ممتزجا وبممتزج,لا ممتزجا وبممتزج,واشرب تسنيم مفجرها,المتدارك,ابن مليك الحموي
فالعقل به جود وندى والجهل به شين وردى,والجهل به شين وردى,فالعقل به جود وندى,المتدارك,ابن مليك الحموي
فلذا يا من لم يخش عدا مدح العقل الآتيه هدى,مدح العقل الآتيه هدى,فلذا يا من لم يخش عدا,المتدارك,ابن مليك الحموي
وهوى متول عنه هجي فالعلم تزيد بدايته,فالعلم تزيد بدايته,وهوى متول عنه هجي,المتدارك,ابن مليك الحموي
للناس هدى ونهايته فاحفظه تصنك هدايته,فاحفظه تصنك هدايته,للناس هدى ونهايته,المتدارك,ابن مليك الحموي
وكتاب الله رياضته لعقول الخلق بمندرج,لعقول الخلق بمندرج,وكتاب الله رياضته,المتدارك,ابن مليك الحموي
وكرام القوم تقاتهم وحماة الحيّ كماتهم,وحماة الحيّ كماتهم,وكرام القوم تقاتهم,المتدارك,ابن مليك الحموي
وسراتهم ساداتهم وخيار الناس هداتهم,وخيار الناس هداتهم,وسراتهم ساداتهم,المتدارك,ابن مليك الحموي
وسواهم من همج الهمج واذا كنت الليث البطلا,واذا كنت الليث البطلا,وسواهم من همج الهمج,المتدارك,ابن مليك الحموي
كن اول من للحرب صلى وتقدم ان حاولت علا,وتقدم ان حاولت علا,كن اول من للحرب صلى,المتدارك,ابن مليك الحموي
واذا كنت المقدام فلا تجزع في الحرب من الرهج,تجزع في الحرب من الرهج,واذا كنت المقدام فلا,المتدارك,ابن مليك الحموي
واسلك في سيرك مجتهدا منهاج القوم تجد رشدا,منهاج القوم تجد رشدا,واسلك في سيرك مجتهدا,المتدارك,ابن مليك الحموي
واحذر تتعداه ابدا واذا ابصرت منار هدى,واذا ابصرت منار هدى,واحذر تتعداه ابدا,المتدارك,ابن مليك الحموي
فاظهر فردا فوق الثبج واسكب من عين قد رمدت,واسكب من عين قد رمدت,فاظهر فردا فوق الثبج,المتدارك,ابن مليك الحموي
دمعا فضلوعك ما بردت والنفس لشوقك قد جهدت,والنفس لشوقك قد جهدت,دمعا فضلوعك ما بردت,المتدارك,ابن مليك الحموي
واذا اشتاقت نفس وجدت الماً بالشوق المعتلج,الماً بالشوق المعتلج,واذا اشتاقت نفس وجدت,المتدارك,ابن مليك الحموي
وانهض فحمولك باركة والعين لدمعك سافكة,والعين لدمعك سافكة,وانهض فحمولك باركة,المتدارك,ابن مليك الحموي
والنفس بزينت هالكة وثنايا الحسنا ضاحكة,وثنايا الحسنا ضاحكة,والنفس بزينت هالكة,المتدارك,ابن مليك الحموي
وتمام الضحك على الفلج وصن الاسرار اذا ارتفعت,وصن الاسرار اذا ارتفعت,وتمام الضحك على الفلج,المتدارك,ابن مليك الحموي
وافحظ بعراها ما وسعت فصدور الابرار اتسعت,فصدور الابرار اتسعت,وافحظ بعراها ما وسعت,المتدارك,ابن مليك الحموي
وغياب الاسرار اجتمعت يا مانتها تحت السرج,يا مانتها تحت السرج,وغياب الاسرار اجتمعت,المتدارك,ابن مليك الحموي
وارغب في الرفق وطالبه واستجل الصبر لراغبه,واستجل الصبر لراغبه,وارغب في الرفق وطالبه,المتدارك,ابن مليك الحموي
فالصبر مطية راكبه والرفق يدوم لصاحبه,والرفق يدوم لصاحبه,فالصبر مطية راكبه,المتدارك,ابن مليك الحموي
والخرق يصير إلى الهرج من لي بالبان وبالرند,من لي بالبان وبالرند,والخرق يصير إلى الهرج,المتدارك,ابن مليك الحموي
وأرى اعلام ربا نجد واقول من العلم الفرد,واقول من العلم الفرد,وأرى اعلام ربا نجد,المتدارك,ابن مليك الحموي
صلوات الله على المهدي الهادي الناس إلى النهج,الهادي الناس إلى النهج,صلوات الله على المهدي,المتدارك,ابن مليك الحموي
من قد سادت بشريعته وبمنهجه وطريقته,وبمنهجه وطريقته,من قد سادت بشريعته,المتدارك,ابن مليك الحموي
فخرا سادات عشيرته وابي بكر في سيرته,وابي بكر في سيرته,فخرا سادات عشيرته,المتدارك,ابن مليك الحموي
ولسان مقالته اللهج أكرم بعلو شهامته,أكرم بعلو شهامته,ولسان مقالته اللهج,المتدارك,ابن مليك الحموي
وتهجده واقامته وتقدمه وامامته,وتقدمه وامامته,وتهجده واقامته,المتدارك,ابن مليك الحموي
وابي حفص وكرامته في قصة سارية الخلج,في قصة سارية الخلج,وابي حفص وكرامته,المتدارك,ابن مليك الحموي
حرم الآمال وظل الظل والمشعر يعرفه والحل,والمشعر يعرفه والحل,حرم الآمال وظل الظل,المتدارك,ابن مليك الحموي
اكرم بابي حفص من خل وابي عمرو ذي النورين ال,وابي عمرو ذي النورين ال,اكرم بابي حفص من خل,المتدارك,ابن مليك الحموي
مستحيي المستحيي البهج من فاح لنشر هداه شذا,من فاح لنشر هداه شذا,مستحيي المستحيي البهج,المتدارك,ابن مليك الحموي
ولسنة طه ما نبذا وعلى حذو الشهداء حذا,وعلى حذو الشهداء حذا,ولسنة طه ما نبذا,المتدارك,ابن مليك الحموي
وابي حسن في العلم اذا وافى بسحائبه الخلج,وافى بسحائبه الخلج,وابي حسن في العلم اذا,المتدارك,ابن مليك الحموي
ان قلت فمقدام وبطل او ليث وغى الهيجا فاجل,او ليث وغى الهيجا فاجل,ان قلت فمقدام وبطل,المتدارك,ابن مليك الحموي
مولى بالحق قضى وعدل وهدى بضياء الذكر ودل,وهدى بضياء الذكر ودل,مولى بالحق قضى وعدل,المتدارك,ابن مليك الحموي
القوم على اسنى نهج وعلى الغر القوم الكرما,وعلى الغر القوم الكرما,القوم على اسنى نهج,المتدارك,ابن مليك الحموي
والصحب الباقين العظما من سادوا بالفضل لامما,من سادوا بالفضل لامما,والصحب الباقين العظما,المتدارك,ابن مليك الحموي
وعلى تباعهم العلما بعوارف دينهم البهج,بعوارف دينهم البهج,وعلى تباعهم العلما,المتدارك,ابن مليك الحموي
قوم من خالص مالهم وسحائب فيض نوالهم,وسحائب فيض نوالهم,قوم من خالص مالهم,المتدارك,ابن مليك الحموي
يعطونك قبل سؤالهم يا رب بهم وبآلهم,يا رب بهم وبآلهم,يعطونك قبل سؤالهم,المتدارك,ابن مليك الحموي
عجل بالنصر والفرج واغفر يا رب لناظمها,واغفر يا رب لناظمها,عجل بالنصر والفرج,المتدارك,ابن مليك الحموي
ولكاتبها ولراقمها ولسامعها وملازمها,ولسامعها وملازمها,ولكاتبها ولراقمها,المتدارك,ابن مليك الحموي
واختم عملي بخواتمها لأكون غداً في الحشر نجي,لأكون غداً في الحشر نجي,واختم عملي بخواتمها,المتدارك,ابن مليك الحموي
وانا ابن مليك معترفُ عاص لذنوبي مقترف,عاص لذنوبي مقترف,وانا ابن مليك معترفُ,المتدارك,ابن مليك الحموي
لا عن ابوابك منحرف لكن من جودك مغترف,لكن من جودك مغترف,لا عن ابوابك منحرف,المتدارك,ابن مليك الحموي
أُغاضِبُها وتُغاضِبُني وأُقاطِعُها وتُقاطعُني,وأُقاطِعُها وتُقاطعُني,أُغاضِبُها وتُغاضِبُني,المتدارك,عبد الولي الشميرى
ويَشُكُّ الآخَرُ في صاحِبِهِ وتَكادُ، تَكادُ تُلاعِنُني,وتَكادُ، تَكادُ تُلاعِنُني,ويَشُكُّ الآخَرُ في صاحِبِهِ,المتدارك,عبد الولي الشميرى
حتّى لا يَبقى فينا أَمَلٌ يُرْجَى، والحِقْدُ يُقَطِّعُني,يُرْجَى، والحِقْدُ يُقَطِّعُني,حتّى لا يَبقى فينا أَمَلٌ,المتدارك,عبد الولي الشميرى
فَيَرُنُّ الهاتِفُ بينَ يَدِي وصَوْتُ الكَيْدِ يُطارِدُني,وصَوْتُ الكَيْدِ يُطارِدُني,فَيَرُنُّ الهاتِفُ بينَ يَدِي,المتدارك,عبد الولي الشميرى
فأَقولُ، عَذَابي أنتِ عَذابي فتقولُ وأنتَ تُعَذِّبُني,فتقولُ وأنتَ تُعَذِّبُني,فأَقولُ، عَذَابي أنتِ عَذابي,المتدارك,عبد الولي الشميرى
فأُنازِعُها وتُنازِعُني وأُحاكِمُها، وتُحاكِمُني,وأُحاكِمُها، وتُحاكِمُني,فأُنازِعُها وتُنازِعُني,المتدارك,عبد الولي الشميرى
حتَّى يُفْرِغَ كُلٌّ مِنَّا ما في القلبِ مِنَ الضَّغَنِ,ما في القلبِ مِنَ الضَّغَنِ,حتَّى يُفْرِغَ كُلٌّ مِنَّا,المتدارك,عبد الولي الشميرى
فَتُجاذِبُني مِثْلَ الماضي وتَلُفُّ الحَبْلَ على ذَقْني,وتَلُفُّ الحَبْلَ على ذَقْني,فَتُجاذِبُني مِثْلَ الماضي,المتدارك,عبد الولي الشميرى
قَبْلَ المأذونِ أو القاضي تَبكي عُذْرًا، تَسْتَغْفِرُني,تَبكي عُذْرًا، تَسْتَغْفِرُني,قَبْلَ المأذونِ أو القاضي,المتدارك,عبد الولي الشميرى
فإذا دَمعي يَسْقي خَدًّا حينَ أغيبُ يُعَذِّبُني,حينَ أغيبُ يُعَذِّبُني,فإذا دَمعي يَسْقي خَدًّا,المتدارك,عبد الولي الشميرى
وإذا روحي في كَفَّيْها مِثلُ العُصْفورِ على الغُصْنِ,مِثلُ العُصْفورِ على الغُصْنِ,وإذا روحي في كَفَّيْها,المتدارك,عبد الولي الشميرى
لَعَنَ اللهُ سُيوفَ الحُبِّ إلام الحُبُّ يُعَذِّبُني؟,إلام الحُبُّ يُعَذِّبُني؟,لَعَنَ اللهُ سُيوفَ الحُبِّ,المتدارك,عبد الولي الشميرى
خُذ في الأشعَارِ عَلَى الخَبَبِ فَقُصورُكَ عَنهُ مِن العَجَبِ,فَقُصورُكَ عَنهُ مِن العَجَبِ,خُذ في الأشعَارِ عَلَى الخَبَبِ,المتدارك,أبو الحسن بن حريق
هَذَا وَبَنُو الآدابِ قَضَوا لَكَ بِالعَليَاءِ مِن الرُّتَبِ,لَكَ بِالعَليَاءِ مِن الرُّتَبِ,هَذَا وَبَنُو الآدابِ قَضَوا,المتدارك,أبو الحسن بن حريق
مَا بَيْنَ لُصُوصٍ وَلُصُوصٍ فَرْقٌ فِي الأَعْلَى وَالأَدْنَى,فَرْقٌ فِي الأَعْلَى وَالأَدْنَى,مَا بَيْنَ لُصُوصٍ وَلُصُوصٍ,المتدارك,خليل مطران
لِصِغَارِهِمُ المَوْتُ المُزْرِي وَكِبَارِهِمُ الشَّرَفُ الأَسْنَى,وَكِبَارِهِمُ الشَّرَفُ الأَسْنَى,لِصِغَارِهِمُ المَوْتُ المُزْرِي,المتدارك,خليل مطران
يا مصر سماؤك جوهرة وثراك بحار عسجده,وثراك بحار عسجده,يا مصر سماؤك جوهرة,المتدارك,أحمد شوقي
والنيل حياة دافقة ونعيم عذب مورِده,ونعيم عذب مورِده,والنيل حياة دافقة,المتدارك,أحمد شوقي
والملك سعيد حاضره لك في الدنيا حر غده,لك في الدنيا حر غده,والملك سعيد حاضره,المتدارك,أحمد شوقي
والعصر إليك تقرّبه وإلى حاميك تودّده,وإلى حاميك تودّده,والعصر إليك تقرّبه,المتدارك,أحمد شوقي
والشرق رقيك مظهره وحضارة جيلك سؤدده,وحضارة جيلك سؤدده,والشرق رقيك مظهره,المتدارك,أحمد شوقي
لسريرك بين أسرّته أعلى التاريخ وأمجده,أعلى التاريخ وأمجده,لسريرك بين أسرّته,المتدارك,أحمد شوقي
بعلو الهمة نرجعه وبنشر العلم نجدّده,وبنشر العلم نجدّده,بعلو الهمة نرجعه,المتدارك,أحمد شوقي
الصبر ثوى لما حجبوا بدراً قد أذاب هواه الحشى,بدراً قد أذاب هواه الحشى,الصبر ثوى لما حجبوا,المتدارك,مبارك بن حمد العقيلي
قولوا لهموا ما قصد هموا وهواه لقلب الصب حشى,وهواه لقلب الصب حشى,قولوا لهموا ما قصد هموا,المتدارك,مبارك بن حمد العقيلي
قلبي قلق جسمي شحب ما بهما قسراً رقشا,ما بهما قسراً رقشا,قلبي قلق جسمي شحب,المتدارك,مبارك بن حمد العقيلي
إني لغريب عندهموا لو كان بربعي ما بطشا,لو كان بربعي ما بطشا,إني لغريب عندهموا,المتدارك,مبارك بن حمد العقيلي
يا قوم خذوا منه قودي فأنا لرداي أراه بشا,فأنا لرداي أراه بشا,يا قوم خذوا منه قودي,المتدارك,مبارك بن حمد العقيلي
رحلوا سحراً جلبوا فِكَراً فِكَراً جلبوا سحراً رحلوا,فِكَراً جلبوا سحراً رحلوا,رحلوا سحراً جلبوا فِكَراً,المتدارك,الملك الأمجد
عدلوا عن عهدِهمُ طوعاً طوعاً عن عهدِهمُ عدلوا,طوعاً عن عهدِهمُ عدلوا,عدلوا عن عهدِهمُ طوعاً,المتدارك,الملك الأمجد
فعلوا بِدَعاً بمحبتِّهمُ بمحبتِّهمُ بِدَعاً فعلوا,بمحبتِّهمُ بِدَعاً فعلوا,فعلوا بِدَعاً بمحبتِّهمُ,المتدارك,الملك الأمجد
جَهِلوا كلفي بمحاسنهمْ بمحاسنهمْ كلفي جَهِلوا,بمحاسنهمْ كلفي جَهِلوا,جَهِلوا كلفي بمحاسنهمْ,المتدارك,الملك الأمجد
كَمُلوا حسناً طابوا خبراً خبراً طابوا حسناً كَمُلوا,خبراً طابوا حسناً كَمُلوا,كَمُلوا حسناً طابوا خبراً,المتدارك,الملك الأمجد
ما بالُ الحُبِّ مَشانِقُهُ تَغتالُ الصَّبَّ وتُحْرِقُهُ؟,تَغتالُ الصَّبَّ وتُحْرِقُهُ؟,ما بالُ الحُبِّ مَشانِقُهُ,المتدارك,عبد الولي الشميرى
والشَّوقُ الشَّوقُ مَطارِقُهُ تَقْتُلُ صَبري وتُمَزِّقُهُ,تَقْتُلُ صَبري وتُمَزِّقُهُ,والشَّوقُ الشَّوقُ مَطارِقُهُ,المتدارك,عبد الولي الشميرى
والمَوْجُ المَوْجُ يُدَفِّقُهُ واللَّيلُ يَمُدُّ ويُغْرِقُهُ,واللَّيلُ يَمُدُّ ويُغْرِقُهُ,والمَوْجُ المَوْجُ يُدَفِّقُهُ,المتدارك,عبد الولي الشميرى
كاد التَّيَّارُ يُطَوِّقُهُ لولا الشّاطئُ يعشقُه,لولا الشّاطئُ يعشقُه,كاد التَّيَّارُ يُطَوِّقُهُ,المتدارك,عبد الولي الشميرى
ما بالُ الحُبِّ مَشانِقُهُ تغتالُ القلبَ وتُحْرِقُهُ,تغتالُ القلبَ وتُحْرِقُهُ,ما بالُ الحُبِّ مَشانِقُهُ,المتدارك,عبد الولي الشميرى
ليلٌ يَجْثو بِوَساوِسِهِ وسماءٌ تَزخَرُ بِالشُّهُبِ,وسماءٌ تَزخَرُ بِالشُّهُبِ,ليلٌ يَجْثو بِوَساوِسِهِ,المتدارك,عبد الولي الشميرى
والنّيلُ تَمَوَّجَ أَضواءً يَزهو بِالعِشقِ وبالطَّرَبِ,يَزهو بِالعِشقِ وبالطَّرَبِ,والنّيلُ تَمَوَّجَ أَضواءً,المتدارك,عبد الولي الشميرى
جَمَعَ الأَحبابَ وطَوَّقَهُمْ بِعُقُودِ الفِضَّةِ والذَّهَبِ,بِعُقُودِ الفِضَّةِ والذَّهَبِ,جَمَعَ الأَحبابَ وطَوَّقَهُمْ,المتدارك,عبد الولي الشميرى
وبَناتُ البَدْرِ تُخَضِّبُهُمْ أمواهُ النِّيلِ مِنَ العَجَبَ,أمواهُ النِّيلِ مِنَ العَجَبَ,وبَناتُ البَدْرِ تُخَضِّبُهُمْ,المتدارك,عبد الولي الشميرى
ما بالُ الحُبِّ مشانِقُهُ تغتالُ القَلبَ وتُحْرِقُهُ,تغتالُ القَلبَ وتُحْرِقُهُ,ما بالُ الحُبِّ مشانِقُهُ,المتدارك,عبد الولي الشميرى
ما بالُ الطَّيْفِ يَطُوفُ بِي من مُنْعَطَفٍ ولِمُنْعَطَفِ,من مُنْعَطَفٍ ولِمُنْعَطَفِ,ما بالُ الطَّيْفِ يَطُوفُ بِي,المتدارك,عبد الولي الشميرى
واللَّيلُ اللَّيلُ كَواكِبُهُ هَيْما تَرْكُضُ في السُّقُفِ,هَيْما تَرْكُضُ في السُّقُفِ,واللَّيلُ اللَّيلُ كَواكِبُهُ,المتدارك,عبد الولي الشميرى
ساعاتُ العُمْرِ تُناشِدُها وأُناشِدُها بالله قِفِي,وأُناشِدُها بالله قِفِي,ساعاتُ العُمْرِ تُناشِدُها,المتدارك,عبد الولي الشميرى
صُبَّ مُضْنَاكَ، صبْ دمعَه كالقربْ,دمعَه كالقربْ,صُبَّ مُضْنَاكَ، صبْ,المتدارك,عبد الولي الشميرى
حالُه في المآ سي والعَنا والتَّعَبْ,سي والعَنا والتَّعَبْ,حالُه في المآ,المتدارك,عبد الولي الشميرى
يومُهُ واللّيا لي في البُكا مُذْ أَحَبّْ,لي في البُكا مُذْ أَحَبّْ,يومُهُ واللّيا,المتدارك,عبد الولي الشميرى
لا تَلُومِيهِ لا تَستغربي لا عَتَب,تَستغربي لا عَتَب,لا تَلُومِيهِ لا,المتدارك,عبد الولي الشميرى
ذاقَ ما ذاقَ مِن خمرِ الهَوى وانتحبْ,خمرِ الهَوى وانتحبْ,ذاقَ ما ذاقَ مِن,المتدارك,عبد الولي الشميرى
آهِ مِن قولِ آهِ في الحَنايا لَهَب,في الحَنايا لَهَب,آهِ مِن قولِ آهِ,المتدارك,عبد الولي الشميرى
عافَ أوتارَهُ والـ ـعَزْفَ عافَ الطَّرَبْ,ـعَزْفَ عافَ الطَّرَبْ,عافَ أوتارَهُ والـ,المتدارك,عبد الولي الشميرى
نَحنُ الكَشّافَةُ في الوادي جِبريلُ الروحُ لَنا حادي,جِبريلُ الروحُ لَنا حادي,نَحنُ الكَشّافَةُ في الوادي,المتدارك,أحمد شوقي
يا رَبِّ بِعيسى وَالهادي وَبِموسى خُذ بِيَدِ الوَطَنِ,وَبِموسى خُذ بِيَدِ الوَطَنِ,يا رَبِّ بِعيسى وَالهادي,المتدارك,أحمد شوقي
كَشّافَةُ مِصرَ وَصِبيَتُها وَمُناةُ الدارِ وَمُنيَتُها,وَمُناةُ الدارِ وَمُنيَتُها,كَشّافَةُ مِصرَ وَصِبيَتُها,المتدارك,أحمد شوقي
وَجَمالُ الأَرضِ وَحليَتُها وَطَلائِعُ أَفراحِ المُدُنِ,وَطَلائِعُ أَفراحِ المُدُنِ,وَجَمالُ الأَرضِ وَحليَتُها,المتدارك,أحمد شوقي
نَبتَدِرُ الخَيرَ وَنَستَبِقُ ما يَرضى الخالِقُ وَالخُلُقُ,ما يَرضى الخالِقُ وَالخُلُقُ,نَبتَدِرُ الخَيرَ وَنَستَبِقُ,المتدارك,أحمد شوقي
بِالنَفسِ وَخالِقِها نَثِقُ وَنَزيدُ وُثوقاً في المِحَنِ,وَنَزيدُ وُثوقاً في المِحَنِ,بِالنَفسِ وَخالِقِها نَثِقُ,المتدارك,أحمد شوقي
في السَهلِ نَرِف رَياحينا وَنَجوبُ الصَخرَ شَياطينا,وَنَجوبُ الصَخرَ شَياطينا,في السَهلِ نَرِف رَياحينا,المتدارك,أحمد شوقي
نَبني الأَبدانَ وَتَبنينا وَالهِمَّةُ في الجِسمِ المَرِنِ,وَالهِمَّةُ في الجِسمِ المَرِنِ,نَبني الأَبدانَ وَتَبنينا,المتدارك,أحمد شوقي
وَنُخَلّي الخَلقَ وَما اِعتَقَدوا وَلِوَجهِ الخالِقِ نَجتَهِدُ,وَلِوَجهِ الخالِقِ نَجتَهِدُ,وَنُخَلّي الخَلقَ وَما اِعتَقَدوا,المتدارك,أحمد شوقي
نَأسوا الجَرحى أَنّى وُجِدوا وَنُداوي مِن جَرحِ الزَمَنِ,وَنُداوي مِن جَرحِ الزَمَنِ,نَأسوا الجَرحى أَنّى وُجِدوا,المتدارك,أحمد شوقي
في الصِدقِ نَشَأنا وَالكَوَمِ وَالعِفَّةِ عَن مَسِّ الحُرَمِ,وَالعِفَّةِ عَن مَسِّ الحُرَمِ,في الصِدقِ نَشَأنا وَالكَوَمِ,المتدارك,أحمد شوقي
وَرِعايَةِ طِفلٍ أَو هَرِمِ وَالذَودُ عَنِ الغيدِ الحُصُنِ,وَالذَودُ عَنِ الغيدِ الحُصُنِ,وَرِعايَةِ طِفلٍ أَو هَرِمِ,المتدارك,أحمد شوقي
وَنُوافي الصارِخَ في اللُجَجِ وَالنارِ الساطِعَةِ الوَهَجِ,وَالنارِ الساطِعَةِ الوَهَجِ,وَنُوافي الصارِخَ في اللُجَجِ,المتدارك,أحمد شوقي
لا نَسأَلُهُ ثَمَنَ المُهَجِ وَكَفى بِالواجِبِ مِن ثَمَنِ,وَكَفى بِالواجِبِ مِن ثَمَنِ,لا نَسأَلُهُ ثَمَنَ المُهَجِ,المتدارك,أحمد شوقي
يا رَبِّ فَكَثِّرنا عَدَدا وَاِبذُل لِأُبُوَّتِنا المَدَدا,وَاِبذُل لِأُبُوَّتِنا المَدَدا,يا رَبِّ فَكَثِّرنا عَدَدا,المتدارك,أحمد شوقي
هَيِّئ لَهُم وَلَنا رَشَدا يا رَبِّ وَخُذ بِيَدِ الوَطَنِ,يا رَبِّ وَخُذ بِيَدِ الوَطَنِ,هَيِّئ لَهُم وَلَنا رَشَدا,المتدارك,أحمد شوقي
لحظ يسبيك مقلده ام سيف شاقك مغمده,ام سيف شاقك مغمده,لحظ يسبيك مقلده,المتدارك,ابن مليك الحموي
وقوام زاه معتدل يهتز به ام املده,يهتز به ام املده,وقوام زاه معتدل,المتدارك,ابن مليك الحموي
رشأ لهلال نسبته يجلو بالشعر تجعده,يجلو بالشعر تجعده,رشأ لهلال نسبته,المتدارك,ابن مليك الحموي
زوجي الشعر غزال خطا تركي اللحظ منهده,تركي اللحظ منهده,زوجي الشعر غزال خطا,المتدارك,ابن مليك الحموي
فرد يتثنى عامله ماض في الحال مجرده,ماض في الحال مجرده,فرد يتثنى عامله,المتدارك,ابن مليك الحموي
اياك واسمر قامته واحذر يرنو لك اسوده,واحذر يرنو لك اسوده,اياك واسمر قامته,المتدارك,ابن مليك الحموي
ذو فرع ساد كتون دجا يتجلى جل مسوده,يتجلى جل مسوده,ذو فرع ساد كتون دجا,المتدارك,ابن مليك الحموي
عن فيه صحاح الدر روت ما صح عنه مبرده,ما صح عنه مبرده,عن فيه صحاح الدر روت,المتدارك,ابن مليك الحموي
يمشي فيريك له كفلا منه يتألم مقعده,منه يتألم مقعده,يمشي فيريك له كفلا,المتدارك,ابن مليك الحموي
ويكاد اذا ما رام على عجل ليقوم فيقعده,عجل ليقوم فيقعده,ويكاد اذا ما رام على,المتدارك,ابن مليك الحموي
واذا ما شد مناطقه فيريك اللين تشدده,فيريك اللين تشدده,واذا ما شد مناطقه,المتدارك,ابن مليك الحموي
قاس بالوصل به ملل بدنيه الصب فيبعده,بدنيه الصب فيبعده,قاس بالوصل به ملل,المتدارك,ابن مليك الحموي
امن الانصاف ابيت به سهران الليل ويرقده,سهران الليل ويرقده,امن الانصاف ابيت به,المتدارك,ابن مليك الحموي
فالقلب يذوب عليه اسى والصبر عصاه تجلده,والصبر عصاه تجلده,فالقلب يذوب عليه اسى,المتدارك,ابن مليك الحموي
لو اشكي ما بي منه إلى صخر لتفتت جلمده,صخر لتفتت جلمده,لو اشكي ما بي منه إلى,المتدارك,ابن مليك الحموي
او هام به جبل لهوى مما بالهجر يهدده,مما بالهجر يهدده,او هام به جبل لهوى,المتدارك,ابن مليك الحموي
بابي افديه غزال خبا يا للغزلان تشرده,يا للغزلان تشرده,بابي افديه غزال خبا,المتدارك,ابن مليك الحموي
عجبا في الحسن له رشأ غنج والاسد تصيده,غنج والاسد تصيده,عجبا في الحسن له رشأ,المتدارك,ابن مليك الحموي
وعجيب كيف بصول رشا بل اعجب منه تاسده,بل اعجب منه تاسده,وعجيب كيف بصول رشا,المتدارك,ابن مليك الحموي
هو بدر الحي وغصن نقا وغزال السرب وأغيده,وغزال السرب وأغيده,هو بدر الحي وغصن نقا,المتدارك,ابن مليك الحموي
فعلام عليه يعنفني من عني راح يفنده,من عني راح يفنده,فعلام عليه يعنفني,المتدارك,ابن مليك الحموي
تبّا لعذول فيه طغى بالعذل وزاد تمرده,بالعذل وزاد تمرده,تبّا لعذول فيه طغى,المتدارك,ابن مليك الحموي
ايظن بان اخشاه ولي في الافق شهاب يرصده,في الافق شهاب يرصده,ايظن بان اخشاه ولي,المتدارك,ابن مليك الحموي
