البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر,نوع القصيدة
وسوف تسمع منها ما لا تريد سماعه,ما لا تريد سماعه,وسوف تسمع منها,المجتث,عمارة اليمني
عاملتهن بغدر والغدر بئس البضاعة,والغدر بئس البضاعة,عاملتهن بغدر,المجتث,عمارة اليمني
حاشا غلام صليب من ذاك وابن قضاعة,من ذاك وابن قضاعة,حاشا غلام صليب,المجتث,عمارة اليمني
مولاي يا خير مولى وانس كل غريب,وانس كل غريب,مولاي يا خير مولى,المجتث,ابن مليك الحموي
امسى وما لي نصيب وانت خير نصيب,وانت خير نصيب,امسى وما لي نصيب,المجتث,ابن مليك الحموي
قل للزنادقِ عنّي قَولا هو السيفُ أُمضيهِ,قَولا هو السيفُ أُمضيهِ,قل للزنادقِ عنّي,المجتث,ابن جبير الشاطبي
أرسلتُ شِعري فيكم يغزوكم بَقَوافيه,يغزوكم بَقَوافيه,أرسلتُ شِعري فيكم,المجتث,ابن جبير الشاطبي
صَدعت لله فيه بالحق والحقُّ يُرضيه,بالحق والحقُّ يُرضيه,صَدعت لله فيه,المجتث,ابن جبير الشاطبي
كم ظاميء لكلامي يَرويه عَجباً فَيرويه,يَرويه عَجباً فَيرويه,كم ظاميء لكلامي,المجتث,ابن جبير الشاطبي
وكم غَليل فؤاد بصحة القول يَشفيه,بصحة القول يَشفيه,وكم غَليل فؤاد,المجتث,ابن جبير الشاطبي
وراكبٍ لهواه عَساه يَوماً سَيُثنيه,عَساه يَوماً سَيُثنيه,وراكبٍ لهواه,المجتث,ابن جبير الشاطبي
لعلّكم ان تَقولوا فإنكّم أهل تَمويه,فإنكّم أهل تَمويه,لعلّكم ان تَقولوا,المجتث,ابن جبير الشاطبي
من كانَ جاهِلَ شيء لا يَزالُ يُعاديه,لا يَزالُ يُعاديه,من كانَ جاهِلَ شيء,المجتث,ابن جبير الشاطبي
هَيهاتِ بغضيَ فيكم في الله والله يَدرِيه,في الله والله يَدرِيه,هَيهاتِ بغضيَ فيكم,المجتث,ابن جبير الشاطبي
وذلكَ العِلمُ عِندي لا خيرَ فيكم ولا فِيه,لا خيرَ فيكم ولا فِيه,وذلكَ العِلمُ عِندي,المجتث,ابن جبير الشاطبي
عذار حبي لام والثغر كالميم أضحى,والثغر كالميم أضحى,عذار حبي لام,المجتث,ابن مليك الحموي
وعذّلي فيه ولوا مذ عاينوا الصدغ كالحا,مذ عاينوا الصدغ كالحا,وعذّلي فيه ولوا,المجتث,ابن مليك الحموي
يا خالِياً بِالمَعاصي كُفيتَ عُقبى الخُلُوِّ,كُفيتَ عُقبى الخُلُوِّ,يا خالِياً بِالمَعاصي,المجتث,القاضي الفاضل
لَئِن اَمِنتَ الأَعادي فَالنَفسُ أَدنى عَدُوِّ,فَالنَفسُ أَدنى عَدُوِّ,لَئِن اَمِنتَ الأَعادي,المجتث,القاضي الفاضل
اللَيثُ مَلكُ القِفارِ وَما تَضُمُّ الصَحاري,وَما تَضُمُّ الصَحاري,اللَيثُ مَلكُ القِفارِ,المجتث,أحمد شوقي
سَعَت إِلَيهِ الرَعايا يَوماً بِكُلِّ اِنكِسارِ,يَوماً بِكُلِّ اِنكِسارِ,سَعَت إِلَيهِ الرَعايا,المجتث,أحمد شوقي
قالَت تَعيشُ وَتَبقى يا دامِيَ الأَظفارِ,يا دامِيَ الأَظفارِ,قالَت تَعيشُ وَتَبقى,المجتث,أحمد شوقي
ماتَ الوَزيرُ فَمَن ذا يَسوسُ أَمرَ الضَواري,يَسوسُ أَمرَ الضَواري,ماتَ الوَزيرُ فَمَن ذا,المجتث,أحمد شوقي
قالَ الحِمارُ وَزيري قَضى بِهَذا اِختِياري,قَضى بِهَذا اِختِياري,قالَ الحِمارُ وَزيري,المجتث,أحمد شوقي
فَاِستَضحَكَت ثُمَّ قالَت ماذا رَأى في الحِمارِ,ماذا رَأى في الحِمارِ,فَاِستَضحَكَت ثُمَّ قالَت,المجتث,أحمد شوقي
وَخَلَّفَتهُ وَطارَت بِمُضحِكِ الأَخبارِ,بِمُضحِكِ الأَخبارِ,وَخَلَّفَتهُ وَطارَت,المجتث,أحمد شوقي
حَتّى إِذا الشَهرُ وَلّى كَلَيلَةٍ أَو نَهارِ,كَلَيلَةٍ أَو نَهارِ,حَتّى إِذا الشَهرُ وَلّى,المجتث,أحمد شوقي
لَم يَشعُرِ اللَيثُ إِلّا وَمُلكُهُ في دَمارِ,وَمُلكُهُ في دَمارِ,لَم يَشعُرِ اللَيثُ إِلّا,المجتث,أحمد شوقي
القِردُ عِندَ اليَمينِ وَالكَلبُ عِندَ اليَسارِ,وَالكَلبُ عِندَ اليَسارِ,القِردُ عِندَ اليَمينِ,المجتث,أحمد شوقي
وَالقِطُّ بَينَ يَدَيهِ يَلهو بِعَظمَةِ فارِ,يَلهو بِعَظمَةِ فارِ,وَالقِطُّ بَينَ يَدَيهِ,المجتث,أحمد شوقي
فَقالَ مَن في جُدودي مِثلي عَديمُ الوَقارِ,مِثلي عَديمُ الوَقارِ,فَقالَ مَن في جُدودي,المجتث,أحمد شوقي
أَينَ اِقتِداري وَبَطشي وَهَيبَتي وَاِعتِباري,وَهَيبَتي وَاِعتِباري,أَينَ اِقتِداري وَبَطشي,المجتث,أحمد شوقي
فَجاءَهُ القِردُ سِرّاً وَقالَ بَعدَ اِعتِذارِ,وَقالَ بَعدَ اِعتِذارِ,فَجاءَهُ القِردُ سِرّاً,المجتث,أحمد شوقي
يا عالِيَ الجاهِ فينا كُن عالِيَ الأَنظارِ,كُن عالِيَ الأَنظارِ,يا عالِيَ الجاهِ فينا,المجتث,أحمد شوقي
رَأيُ الرَعِيَّةِ فيكُم مِن رَأيِكُم في الحِمارِ,مِن رَأيِكُم في الحِمارِ,رَأيُ الرَعِيَّةِ فيكُم,المجتث,أحمد شوقي
جَاءَ الكِتَابُ وَأَصْدِقْ بِهِ رَسُولاً أَمِينَا,بِهِ رَسُولاً أَمِينَا,جَاءَ الكِتَابُ وَأَصْدِقْ,المجتث,خليل مطران
أدَّى الْبَلاَغَ وأَبْدَى مِنَ الْحَدِيثِ شُجُونَا,مِنَ الْحَدِيثِ شُجُونَا,أدَّى الْبَلاَغَ وأَبْدَى,المجتث,خليل مطران
لَكِنْ شَجَانِي خَطْبٌ وَصَفْتَهُ لِي مُبِينَا,وَصَفْتَهُ لِي مُبِينَا,لَكِنْ شَجَانِي خَطْبٌ,المجتث,خليل مطران
وَصْفاً تَنَاهَيْتَ فِيهِ بَرَاعَةً وَفُنُونَا,بَرَاعَةً وَفُنُونَا,وَصْفاً تَنَاهَيْتَ فِيهِ,المجتث,خليل مطران
فَيَا لَهُ مِنْ مُصَابٍ أجْرَى الْفُؤَادَ شُؤُونَا,أجْرَى الْفُؤَادَ شُؤُونَا,فَيَا لَهُ مِنْ مُصَابٍ,المجتث,خليل مطران
أتِلْكَ سَارَا الَّتِي كَا نَ حُسْنُهَا يَسْبِينَا,نَ حُسْنُهَا يَسْبِينَا,أتِلْكَ سَارَا الَّتِي كَا,المجتث,خليل مطران
وَكَانَ لِلعَقْلِ تَاجٌ يَزِينُ مِنْهَا الْجَبِينَا,يَزِينُ مِنْهَا الْجَبِينَا,وَكَانَ لِلعَقْلِ تَاجٌ,المجتث,خليل مطران
وَلِلْحَيَاءِ شُعَاعٌ يَغُضُّ عَنْهَا الْجُفُونَا,يَغُضُّ عَنْهَا الْجُفُونَا,وَلِلْحَيَاءِ شُعَاعٌ,المجتث,خليل مطران
وَكَانَ كُلُّ اْبتِسَامٍ مِنْهَا عَطَاءً ثَمِينَا,مِنْهَا عَطَاءً ثَمِينَا,وَكَانَ كُلُّ اْبتِسَامٍ,المجتث,خليل مطران
وَكُلُّ لَفْظٍ كَدُرٍّ يَصِيدُهُ السَّامِعُونَا,يَصِيدُهُ السَّامِعُونَا,وَكُلُّ لَفْظٍ كَدُرٍّ,المجتث,خليل مطران
مَاتَتْ قَتِيلَ هَوَاهَا لَمْ تَبْلُغِ الْعِشْرِينَا,لَمْ تَبْلُغِ الْعِشْرِينَا,مَاتَتْ قَتِيلَ هَوَاهَا,المجتث,خليل مطران
وَلَمْ تُزَفَّ عَرُوساً مَرْجُوَّةً لِلْبَنِينَا,مَرْجُوَّةً لِلْبَنِينَا,وَلَمْ تُزَفَّ عَرُوساً,المجتث,خليل مطران
وَلَمْ تُخَضَّبْ وَلَمْ يَشْ دُ حَوْلَهَا الشَّادُونَا,دُ حَوْلَهَا الشَّادُونَا,وَلَمْ تُخَضَّبْ وَلَمْ يَشْ,المجتث,خليل مطران
وَلَمْ تَنَلْ مُلْكَ يَوْمٍ بِهِ تَقَرُّ عُيُونَا,بِهِ تَقَرُّ عُيُونَا,وَلَمْ تَنَلْ مُلْكَ يَوْمٍ,المجتث,خليل مطران
جَلَّ المُصَابُ مُلِمَّا بِمِثْلِهَا أَنْ يَهُونَا,بِمِثْلِهَا أَنْ يَهُونَا,جَلَّ المُصَابُ مُلِمَّا,المجتث,خليل مطران
فَكَيْفَ وَهْوَ مُزِيلٌ نُوراً ومُبْقٍ طِينَا,نُوراً ومُبْقٍ طِينَا,فَكَيْفَ وَهْوَ مُزِيلٌ,المجتث,خليل مطران
دَبَّ الْفَسَادُ إلَيْهَا خَفِيفَ وَطْءِ كَمِينَا,خَفِيفَ وَطْءِ كَمِينَا,دَبَّ الْفَسَادُ إلَيْهَا,المجتث,خليل مطران
وَعَالَجَ الرُّوحَ حَتَّى أبَاحَ عِرْضاً مَصُونَا,أبَاحَ عِرْضاً مَصُونَا,وَعَالَجَ الرُّوحَ حَتَّى,المجتث,خليل مطران
فَكَانَ أفْدَحَ رُزْءاً وَكَانَ شَراً مًنُونَا,وَكَانَ شَراً مًنُونَا,فَكَانَ أفْدَحَ رُزْءاً,المجتث,خليل مطران
وَهَوَّنَ العُمْرَ خُسْراً وَعَظَّمَ العِرْضَ دينَا,وَعَظَّمَ العِرْضَ دينَا,وَهَوَّنَ العُمْرَ خُسْراً,المجتث,خليل مطران
يَا لَيْتَهَا فِي سَبِيلِ الْ عَفَافِ مَاتَتْ طَعِينَا,عَفَافِ مَاتَتْ طَعِينَا,يَا لَيْتَهَا فِي سَبِيلِ الْ,المجتث,خليل مطران
إذَنْ لَزُفَّتْ عَزِيزاً عَلَى الْوَرَى أن تَبِينَا,عَلَى الْوَرَى أن تَبِينَا,إذَنْ لَزُفَّتْ عَزِيزاً,المجتث,خليل مطران
فِي مَشْهَدٍ يَسْتَدِرُّ الصَّفَا عَلَيْهَا عُيُونَا,الصَّفَا عَلَيْهَا عُيُونَا,فِي مَشْهَدٍ يَسْتَدِرُّ,المجتث,خليل مطران
تَبْكِي الصَّوَاحِبُ فِيهِ وَيَنْدُبُ المُنْشِدُونَا,وَيَنْدُبُ المُنْشِدُونَا,تَبْكِي الصَّوَاحِبُ فِيهِ,المجتث,خليل مطران
وَيَرْفَعُ الصَّوْتَ كُلٌّ بِذِكْرِهَا تَأْبِينَا,بِذِكْرِهَا تَأْبِينَا,وَيَرْفَعُ الصَّوْتَ كُلٌّ,المجتث,خليل مطران
لَكِنَّهَا اليَوْمَ لَيْسَتْ بِمَيْتَةٍ تُبْكِينَا,بِمَيْتَةٍ تُبْكِينَا,لَكِنَّهَا اليَوْمَ لَيْسَتْ,المجتث,خليل مطران
وَلاَ مُرَجَّاةَ بَعْسلٍ وَعَيْلَةٍ صَالِحينا,وَعَيْلَةٍ صَالِحينا,وَلاَ مُرَجَّاةَ بَعْسلٍ,المجتث,خليل مطران
أمْسَتْ ضَريحاً وَأمْسَى فِيهَا الْعَفَافُ دَفِينَا,فِيهَا الْعَفَافُ دَفِينَا,أمْسَتْ ضَريحاً وَأمْسَى,المجتث,خليل مطران
بَاعَتْ جَمَالاً بِمَالِ وَكَانَ بَيْعاً غَبِينَا,وَكَانَ بَيْعاً غَبِينَا,بَاعَتْ جَمَالاً بِمَالِ,المجتث,خليل مطران
وَالمَالُ مَا زَالَ رَبَّا يَسْتَعْبِدُ الْعَالَمِينَا,يَسْتَعْبِدُ الْعَالَمِينَا,وَالمَالُ مَا زَالَ رَبَّا,المجتث,خليل مطران
أضَلَّهَا وَقَدِيمٌ إضْلاَلُهُ الرَّاشِدِينَا,إضْلاَلُهُ الرَّاشِدِينَا,أضَلَّهَا وَقَدِيمٌ,المجتث,خليل مطران
فَنْظُرْ لِمَا هُوَ نَاجٍ مِنْ حُسْنِهَا مُسْتَبِينَا,مِنْ حُسْنِهَا مُسْتَبِينَا,فَنْظُرْ لِمَا هُوَ نَاجٍ,المجتث,خليل مطران
فَإنَّمَا هَوَ مَا لاَ نَوَدُّهُ أَنْ يَكُونَا,نَوَدُّهُ أَنْ يَكُونَا,فَإنَّمَا هَوَ مَا لاَ,المجتث,خليل مطران
وَرْدٌ تَحَوَّلَ جَمْراً بِمَلمَسِ الْفَاسِقِينَا,بِمَلمَسِ الْفَاسِقِينَا,وَرْدٌ تَحَوَّلَ جَمْراً,المجتث,خليل مطران
طِيبٌ يُحَلِّبُ سُمّاً فِي أنْفُسِ الْنَّاشِقِينَا,فِي أنْفُسِ الْنَّاشِقِينَا,طِيبٌ يُحَلِّبُ سُمّاً,المجتث,خليل مطران
نُورٌ يَمُدُّ جِرَاباً فِي أعْيُنِ المُبْصِرِينَا,فِي أعْيُنِ المُبْصِرِينَا,نُورٌ يَمُدُّ جِرَاباً,المجتث,خليل مطران
مِرْآةُ خُلْقٍ عَفِيفٍ تُمَثِّلُ المُجْرِمِينَا,تُمَثِّلُ المُجْرِمِينَا,مِرْآةُ خُلْقٍ عَفِيفٍ,المجتث,خليل مطران
كَأسٌ تُرِيبُ فَنُظْمِي بِخَمْرِهَا الشَّارِبِينَا,بِخَمْرِهَا الشَّارِبِينَا,كَأسٌ تُرِيبُ فَنُظْمِي,المجتث,خليل مطران
ذِكْرَى أسًى لِجَمَالٍ حَوَى الْفَضَائِلَ حِينا,حَوَى الْفَضَائِلَ حِينا,ذِكْرَى أسًى لِجَمَالٍ,المجتث,خليل مطران
ثُمَّ اغْتَدَى وَهْوَ خَالٍ مِنْهَا لَدَى النَّاظِرِينَا,مِنْهَا لَدَى النَّاظِرِينَا,ثُمَّ اغْتَدَى وَهْوَ خَالٍ,المجتث,خليل مطران
كَجَنَّةٍ كَانَ فِيهَا أحِبَّةٌ آهِلُونَا,أحِبَّةٌ آهِلُونَا,كَجَنَّةٍ كَانَ فِيهَا,المجتث,خليل مطران
فَفَارَقُوهَا وَظَلَّتْ تَسْتَوَقِفُ الآسِفِينَا,تَسْتَوَقِفُ الآسِفِينَا,فَفَارَقُوهَا وَظَلَّتْ,المجتث,خليل مطران
قَدْ كانَ يُوصَفُ نَظِمي قِدْماً بِسِحْرِ البَيانِ,قِدْماً بِسِحْرِ البَيانِ,قَدْ كانَ يُوصَفُ نَظِمي,المجتث,السراج الوراق
فَمُذْ مُنِعْتُ جَوابي عَنهُ لأَمْرٍ عَنَاني,عَنهُ لأَمْرٍ عَنَاني,فَمُذْ مُنِعْتُ جَوابي,المجتث,السراج الوراق
عَلِمْتُ أَنْ صَحَّ مِنهُ بَابٌ لِعَقْدِ اللِّسَانِ,بَابٌ لِعَقْدِ اللِّسَانِ,عَلِمْتُ أَنْ صَحَّ مِنهُ,المجتث,السراج الوراق
ما لِلّيالي رَمَتني بِسَهمِها في القَذالِ,بِسَهمِها في القَذالِ,ما لِلّيالي رَمَتني,المجتث,الميكالي
صَفَت مَشارِعُ لَهوي فَشُبنَها بِالقَذى لي,فَشُبنَها بِالقَذى لي,صَفَت مَشارِعُ لَهوي,المجتث,الميكالي
يَا مَنْ أَطَالَ التَّجَنّي وَقَدْ أَسَا في التَّوخِّي,وَقَدْ أَسَا في التَّوخِّي,يَا مَنْ أَطَالَ التَّجَنّي,المجتث,الشاب الظريف
أَسْرَفْتَ تِيهاً وَعُجْباً وَكثْرةُ الشَّدّ يُرْخِي,وَكثْرةُ الشَّدّ يُرْخِي,أَسْرَفْتَ تِيهاً وَعُجْباً,المجتث,الشاب الظريف
قالت ووفرة شعري شابت وسائر ذقني,شابت وسائر ذقني,قالت ووفرة شعري,المجتث,ابن نباته المصري
قدَّام عينك هذا فقلتُ من خلف أذني,فقلتُ من خلف أذني,قدَّام عينك هذا,المجتث,ابن نباته المصري
بِعِلمِ مَعنى المَعاني عَرَفتُ كُلَّ الأَسامي,عَرَفتُ كُلَّ الأَسامي,بِعِلمِ مَعنى المَعاني,المجتث,المكزون السنجاري
وَصِرتُ قِبلَةَ قَومي لِلقائِمينَ مَقامي,لِلقائِمينَ مَقامي,وَصِرتُ قِبلَةَ قَومي,المجتث,المكزون السنجاري
وَفَوقَ تَحتي يَمينِيَ اليُسرى وَرَائي أَمامي,اليُسرى وَرَائي أَمامي,وَفَوقَ تَحتي يَمينِيَ,المجتث,المكزون السنجاري
مَقامَ حَجِّيَ قَصدي وَالقَصدُ حَجُّ مَقامي,وَالقَصدُ حَجُّ مَقامي,مَقامَ حَجِّيَ قَصدي,المجتث,المكزون السنجاري
وَفي صِيامي صَلاتي وَفي الصَلاةِ صِيامي,وَفي الصَلاةِ صِيامي,وَفي صِيامي صَلاتي,المجتث,المكزون السنجاري
وَفي كَلامِيَ صَمتي وَالصَمتُ عَينُ كَلامي,وَالصَمتُ عَينُ كَلامي,وَفي كَلامِيَ صَمتي,المجتث,المكزون السنجاري
وَفي مَنامي اِنتِباهي وَبِاِنتِباهي مَنامي,وَبِاِنتِباهي مَنامي,وَفي مَنامي اِنتِباهي,المجتث,المكزون السنجاري
وَالبَرُّ بَرّي وَبَحري بَحرٌ عَلى البَرِّ طامي,بَحرٌ عَلى البَرِّ طامي,وَالبَرُّ بَرّي وَبَحري,المجتث,المكزون السنجاري
وروضةٍ في هجيرِ وجنةٍ في سَعيرِ,وجنةٍ في سَعيرِ,وروضةٍ في هجيرِ,المجتث,ظافر الحداد
خصَّتْ بكل نعيمٍ ولذةٍ وسرورِ,ولذةٍ وسرورِ,خصَّتْ بكل نعيمٍ,المجتث,ظافر الحداد
منيرةٌ بشموسٍ مُضيئةٌ ببُدور,مُضيئةٌ ببُدور,منيرةٌ بشموسٍ,المجتث,ظافر الحداد
كأنما سَقْفُها ال زهرُ غِبَّ يومٍ مَطير,زهرُ غِبَّ يومٍ مَطير,كأنما سَقْفُها ال,المجتث,ظافر الحداد
والماءُ صافٍ غزيرٌ كأدمُعِ المهجور,كأدمُعِ المهجور,والماءُ صافٍ غزيرٌ,المجتث,ظافر الحداد
كأنما كلُّ حوضٍ مودةٌ في ضمير,مودةٌ في ضمير,كأنما كلُّ حوضٍ,المجتث,ظافر الحداد
تكاد تُبصِر فيه ال قذاةَ عينُ الضرير,قذاةَ عينُ الضرير,تكاد تُبصِر فيه ال,المجتث,ظافر الحداد
تحكى الموازيبُ منها صوالحَ البلور,صوالحَ البلور,تحكى الموازيبُ منها,المجتث,ظافر الحداد
قد رُصِّعَتْ برُخامٍ كنقشِ بُسْط الحرير,كنقشِ بُسْط الحرير,قد رُصِّعَتْ برُخامٍ,المجتث,ظافر الحداد
نَحيْا بها ويُحيِّي ال نفوسَ طيبُ البخور,نفوسَ طيبُ البخور,نَحيْا بها ويُحيِّي ال,المجتث,ظافر الحداد
فما تُمَلُّ مُقاما على اختلافِ الدهور,على اختلافِ الدهور,فما تُمَلُّ مُقاما,المجتث,ظافر الحداد
الحَقُّ في الخَلقِ خَلقُ وَالخَلقُ في الحَقِّ حَقُّ,وَالخَلقُ في الحَقِّ حَقُّ,الحَقُّ في الخَلقِ خَلقُ,المجتث,المكزون السنجاري
وَالفَتقُ في الرَتقِ رَتقُ وَالرَتقُ في الفَتقِ فَتقُ,وَالرَتقُ في الفَتقِ فَتقُ,وَالفَتقُ في الرَتقِ رَتقُ,المجتث,المكزون السنجاري
وَالشَرقُ في الغَربِ غَربُ وَالغَربُ في الشَرقِ شَرقُ,وَالغَربُ في الشَرقِ شَرقُ,وَالشَرقُ في الغَربِ غَربُ,المجتث,المكزون السنجاري
وَالنُطقُ في الصَمتِ صَمتُ وَالصَمتِ في النُطقِ نُطقُ,وَالصَمتِ في النُطقِ نُطقُ,وَالنُطقُ في الصَمتِ صَمتُ,المجتث,المكزون السنجاري
وَالبَرقُ في الغَيمِ غَيمٌ وَالغَيمِ في البَرقُ بَرقُ,وَالغَيمِ في البَرقُ بَرقُ,وَالبَرقُ في الغَيمِ غَيمٌ,المجتث,المكزون السنجاري
وَالفَرقُ لِلجَمعِ جَمعٌ وَالجَمعُ لِلفُرقِ فَرقُ,وَالجَمعُ لِلفُرقِ فَرقُ,وَالفَرقُ لِلجَمعِ جَمعٌ,المجتث,المكزون السنجاري
صَريحُ قَولي المُعَمّى عَن كُلِّ فَهمٍ يَدُقُّ,عَن كُلِّ فَهمٍ يَدُقُّ,صَريحُ قَولي المُعَمّى,المجتث,المكزون السنجاري
وَفَهمُ حالي لِغَيري عَلى العُقولِ يَرِقُّ,عَلى العُقولِ يَرِقُّ,وَفَهمُ حالي لِغَيري,المجتث,المكزون السنجاري
وَفي سَحابي ماءٌ هامَ وَثَلجٌ وَوَدقُ,هامَ وَثَلجٌ وَوَدقُ,وَفي سَحابي ماءٌ,المجتث,المكزون السنجاري
وَعَينُ مَغرِبِ شِمسي لِمائِها الدَهرُ دَفقُ,لِمائِها الدَهرُ دَفقُ,وَعَينُ مَغرِبِ شِمسي,المجتث,المكزون السنجاري
وَقَد حَماها حِماها إِذا فيهِ لِلعَينِ حَرقُ,إِذا فيهِ لِلعَينِ حَرقُ,وَقَد حَماها حِماها,المجتث,المكزون السنجاري
حَديثُ وَجدي قَديمٌ لَهُ عَلى السَبقِ نَسقُ,لَهُ عَلى السَبقِ نَسقُ,حَديثُ وَجدي قَديمٌ,المجتث,المكزون السنجاري
وَسِرُّهُ في فُؤادي ما عَنهُ لِلخَلقِ نَسقُ,ما عَنهُ لِلخَلقِ نَسقُ,وَسِرُّهُ في فُؤادي,المجتث,المكزون السنجاري
فَلَيسَ يَعرِفُ عُرفي مَن مالِهِ فيهِ نَشقُ,مَن مالِهِ فيهِ نَشقُ,فَلَيسَ يَعرِفُ عُرفي,المجتث,المكزون السنجاري
وَلا يُصَدِّقُ قَولي مِن مالِهِ فيهِ صِدقُ,مِن مالِهِ فيهِ صِدقُ,وَلا يُصَدِّقُ قَولي,المجتث,المكزون السنجاري
وَلَيسَ يَشهَدُ غَيبي في الخَلقِ إِلّا المُحِقُّ,في الخَلقِ إِلّا المُحِقُّ,وَلَيسَ يَشهَدُ غَيبي,المجتث,المكزون السنجاري
حُروفُ إِسمي بِسَعدِ الس سُعودِ في الأُفقِ وَفقُ,سُعودِ في الأُفقِ وَفقُ,حُروفُ إِسمي بِسَعدِ الس,المجتث,المكزون السنجاري
آهاً لحاذق ذهنٍ يقول في العشقِ من لي,يقول في العشقِ من لي,آهاً لحاذق ذهنٍ,المجتث,ابن نباته المصري
قال العذار لحدقي ما أنت من خلّ بقل,ما أنت من خلّ بقل,قال العذار لحدقي,المجتث,ابن نباته المصري
وَأَهيَفٍ قامَ يَسقي وَالسُكرُ يَعطِفُ قَدَّه,وَالسُكرُ يَعطِفُ قَدَّه,وَأَهيَفٍ قامَ يَسقي,المجتث,ابن خفاجه
وَقَد تَرَنَّحَ غُصناً وَاِحمَرَّتِ الكَأسُ وُردَه,وَاِحمَرَّتِ الكَأسُ وُردَه,وَقَد تَرَنَّحَ غُصناً,المجتث,ابن خفاجه
وَأَلهَبَ السُكرُ خَدّاً أَورى بِهِ الوَجدُ زَندَه,أَورى بِهِ الوَجدُ زَندَه,وَأَلهَبَ السُكرُ خَدّاً,المجتث,ابن خفاجه
فَكادَ يَشرَبُ نَفسي وَكُدتُ أَشرَبُ خَدَّه,وَكُدتُ أَشرَبُ خَدَّه,فَكادَ يَشرَبُ نَفسي,المجتث,ابن خفاجه
يا مكس دنياك عاره والموت كأس مداره,والموت كأس مداره,يا مكس دنياك عاره,المجتث,أحمد شوقي
والدهر يوما ويوما والحال طورا وتاره,والحال طورا وتاره,والدهر يوما ويوما,المجتث,أحمد شوقي
والعيش زهر ربيع قصير عمر النضارة,قصير عمر النضارة,والعيش زهر ربيع,المجتث,أحمد شوقي
إذا بلغن التراقى فكل ربح خساره,فكل ربح خساره,إذا بلغن التراقى,المجتث,أحمد شوقي
يا مكس قل لي أحق قد وسّدوك الحجارة,قد وسّدوك الحجارة,يا مكس قل لي أحق,المجتث,أحمد شوقي
وغيبوك طويلا أشمَّ مثل المناره,أشمَّ مثل المناره,وغيبوك طويلا,المجتث,أحمد شوقي
عن أبيض الهند سلوالـ ـعريش والجراره,ـعريش والجراره,عن أبيض الهند سلوالـ,المجتث,أحمد شوقي
ألم تكن وطنيا بكل معنى العباره,بكل معنى العباره,ألم تكن وطنيا,المجتث,أحمد شوقي
فكم شهدت قتالا وكم تورّدت غاره,وكم تورّدت غاره,فكم شهدت قتالا,المجتث,أحمد شوقي
وكم لبست صليبا على الجبين وشاره,على الجبين وشاره,وكم لبست صليبا,المجتث,أحمد شوقي
وكم نقلت جريحا فمات بالاستشاره,فمات بالاستشاره,وكم نقلت جريحا,المجتث,أحمد شوقي
يا مكس عشت نقيا ومت خِذن طهاره,ومت خِذن طهاره,يا مكس عشت نقيا,المجتث,أحمد شوقي
ما ضج منك زقاق ولا اشتكت منك حاره,ولا اشتكت منك حاره,ما ضج منك زقاق,المجتث,أحمد شوقي
وما عضضت بحار ولا هممت بجاره,ولا هممت بجاره,وما عضضت بحار,المجتث,أحمد شوقي
ولا اشتملت جِلالا على الخنا والدعاره,على الخنا والدعاره,ولا اشتملت جِلالا,المجتث,أحمد شوقي
قد عشت في البيت عمرا وليس في البيت فاره,وليس في البيت فاره,قد عشت في البيت عمرا,المجتث,أحمد شوقي
في الهند كل فقير هدّ الصيام فقاره,هدّ الصيام فقاره,في الهند كل فقير,المجتث,أحمد شوقي
في الجو تخفى عليه طريقك المختاره,طريقك المختاره,في الجو تخفى عليه,المجتث,أحمد شوقي
لما جفاك ابن سينا وهام بالسيارة,وهام بالسيارة,لما جفاك ابن سينا,المجتث,أحمد شوقي
تفر منه وتجرى كالنحلة الدوّاره,كالنحلة الدوّاره,تفر منه وتجرى,المجتث,أحمد شوقي
فلا إلى البوق تصغى ولا إلى الزماره,ولا إلى الزماره,فلا إلى البوق تصغى,المجتث,أحمد شوقي
وقد تهتّك فيها حتى أضاع وقاره,حتى أضاع وقاره,وقد تهتّك فيها,المجتث,أحمد شوقي
حملت من ذاك غما أذاب منك المراره,أذاب منك المراره,حملت من ذاك غما,المجتث,أحمد شوقي
حتى انتحرت جريئا والانتحار جساره,والانتحار جساره,حتى انتحرت جريئا,المجتث,أحمد شوقي
أرسلت رأسك يهوى من ربوة لقراره,من ربوة لقراره,أرسلت رأسك يهوى,المجتث,أحمد شوقي
يا أعور العين قل لي ويا أشل البنان,ويا أشل البنان,يا أعور العين قل لي,المجتث,عمارة اليمني
لعل قرنك عنا يرد شر القران,يرد شر القران,لعل قرنك عنا,المجتث,عمارة اليمني
لأنه قرن تيس مبطن بأتان,مبطن بأتان,لأنه قرن تيس,المجتث,عمارة اليمني
عَلَى شَبَابِكِ يُبْكَى يَا حُرَّةً يَا نَبِيلَهْ,يَا حُرَّةً يَا نَبِيلَهْ,عَلَى شَبَابِكِ يُبْكَى,المجتث,خليل مطران
أَفِي التُّرَابِ تُوَارَى تِلْكَ المَعانِي الجمِيلَهْ,تِلْكَ المَعانِي الجمِيلَهْ,أَفِي التُّرَابِ تُوَارَى,المجتث,خليل مطران
حُسْنٌ تَوَلَّى وَأَبْقَى عَنْهُ رُسُوماً مَحِيلَهْ,عَنْهُ رُسُوماً مَحِيلَهْ,حُسْنٌ تَوَلَّى وَأَبْقَى,المجتث,خليل مطران
