البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
والجأ الى الحافظِ الإمام ومَنْ قد زيد في العلم والعلى بسْطَهْ,قد زيد في العلم والعلى بسْطَهْ,والجأ الى الحافظِ الإمام ومَنْ,المنسرح,ابن قلاقس
أكرِمْ به من مهذّبٍ فطِنٍ ليس له دون غيره غلطَهْ,ليس له دون غيره غلطَهْ,أكرِمْ به من مهذّبٍ فطِنٍ,المنسرح,ابن قلاقس
أروعُ فاقَ الأنامَ كلهُمُ نرجو رضاه ونتقي سُخْطَهْ,نرجو رضاه ونتقي سُخْطَهْ,أروعُ فاقَ الأنامَ كلهُمُ,المنسرح,ابن قلاقس
كم نعمةٍ قادها إليّ وكمْ عبءٍ ثقيلٍ عليّ قد حطّهْ,عبءٍ ثقيلٍ عليّ قد حطّهْ,كم نعمةٍ قادها إليّ وكمْ,المنسرح,ابن قلاقس
ذو قلمٍ لم يزل يقُطُّ به رؤوسَ أعدائِهِ إذا قطّهْ,رؤوسَ أعدائِهِ إذا قطّهْ,ذو قلمٍ لم يزل يقُطُّ به,المنسرح,ابن قلاقس
الوزرا والملوكُ تُكْبِرُه والأمرا ثمّ صاحبُ الشرطَه,والأمرا ثمّ صاحبُ الشرطَه,الوزرا والملوكُ تُكْبِرُه,المنسرح,ابن قلاقس
يا أيها الحافظُ الإمام ومن قد شرّف الله ربنا خطّهْ,قد شرّف الله ربنا خطّهْ,يا أيها الحافظُ الإمام ومن,المنسرح,ابن قلاقس
عبدُك نصْرٌ وأنت تعرفُهُ ما عنده فضّةٌ ولا حِنْطَهْ,ما عنده فضّةٌ ولا حِنْطَهْ,عبدُك نصْرٌ وأنت تعرفُهُ,المنسرح,ابن قلاقس
وبطّةُ الزيتِ بعد ما ملئت تفرّغَتْ ثم بيعَتِ البطّه,تفرّغَتْ ثم بيعَتِ البطّه,وبطّةُ الزيتِ بعد ما ملئت,المنسرح,ابن قلاقس
هذا وكل الفئرانِ قد نفروا جوعاً وفرّتْ من جوعِها القطّهْ,جوعاً وفرّتْ من جوعِها القطّهْ,هذا وكل الفئرانِ قد نفروا,المنسرح,ابن قلاقس
فخُذْ عليه بما تشاءُ فلا برِحْتَ في نعمة وفي غِبطَهْ,برِحْتَ في نعمة وفي غِبطَهْ,فخُذْ عليه بما تشاءُ فلا,المنسرح,ابن قلاقس
وكل من شكّ في محبّتِه حلّت بأعلى سِباله ضرْطَهْ,حلّت بأعلى سِباله ضرْطَهْ,وكل من شكّ في محبّتِه,المنسرح,ابن قلاقس
يا دهرُ ما سبْكُ غيرِ ذي الخَبَثِ إلا من الجَوْر أو من العَبَثِ,إلا من الجَوْر أو من العَبَثِ,يا دهرُ ما سبْكُ غيرِ ذي الخَبَثِ,المنسرح,ابن الرومي
لا تسبكَنَّ الكرامَ إنهمُ أصفى نفوسٍ أَوتْ إلى جُثَثِ,أصفى نفوسٍ أَوتْ إلى جُثَثِ,لا تسبكَنَّ الكرامَ إنهمُ,المنسرح,ابن الرومي
أعللتَ ظلماً أبا الحُسين وقد أتلفَ في الجود كلَّ محترَثِ,أتلفَ في الجود كلَّ محترَثِ,أعللتَ ظلماً أبا الحُسين وقد,المنسرح,ابن الرومي
كأنهُ شاربٌ على ظمإٍ للمجد أو آكلٌ على غَرَثِ,للمجد أو آكلٌ على غَرَثِ,كأنهُ شاربٌ على ظمإٍ,المنسرح,ابن الرومي
عجِّل رحيلَ السَّقام عنه وأَمْـ ـتعْهُ صحيحاً بالمُكث واللبَثِ,ـتعْهُ صحيحاً بالمُكث واللبَثِ,عجِّل رحيلَ السَّقام عنه وأَمْـ,المنسرح,ابن الرومي
الحازمُ الصارِمُ الشباةِ على ما فيه من جفوة ومن أَرثِ,ما فيه من جفوة ومن أَرثِ,الحازمُ الصارِمُ الشباةِ على,المنسرح,ابن الرومي
والباذلُ النائل الجزيل إذا ما المستغيثُ اللهيف لم يُغَثِ,ما المستغيثُ اللهيف لم يُغَثِ,والباذلُ النائل الجزيل إذا,المنسرح,ابن الرومي
ذو الحسناتِ المُشَهَّرات أخو العـ ـعزْف عن السَّيِّئَات والرَّفَثِ,ـعزْف عن السَّيِّئَات والرَّفَثِ,ذو الحسناتِ المُشَهَّرات أخو العـ,المنسرح,ابن الرومي
فتىً إذا ما الثناء صيغ من الـ لإفك لذي اللؤمِ صَوْغَ مُغْتَلَثِ,لإفك لذي اللؤمِ صَوْغَ مُغْتَلَثِ,فتىً إذا ما الثناء صيغ من الـ,المنسرح,ابن الرومي
ماثَ له المسكَ صدقُ مَخبرِهِ فأيُّ مسكٍ هناك لم يُمَثِ,فأيُّ مسكٍ هناك لم يُمَثِ,ماثَ له المسكَ صدقُ مَخبرِهِ,المنسرح,ابن الرومي
مُنْكَفِتُ الشرِّ كلَّ مُنكفَتٍ مُنْبَعِثُ الخير كل منبعَثِ,مُنْبَعِثُ الخير كل منبعَثِ,مُنْكَفِتُ الشرِّ كلَّ مُنكفَتٍ,المنسرح,ابن الرومي
ترتعثُ الأذنُ من مدائحهِ ما ليس من غيرها بمُرتعَثِ,ما ليس من غيرها بمُرتعَثِ,ترتعثُ الأذنُ من مدائحهِ,المنسرح,ابن الرومي
لِضَوءِ بَرقٍ ظَلَلتَ مُكتَإِباً شَقَّ سَناهُ في الجَوِّ وَاِلتَهَبا,شَقَّ سَناهُ في الجَوِّ وَاِلتَهَبا,لِضَوءِ بَرقٍ ظَلَلتَ مُكتَإِباً,المنسرح,ابو نواس
يومِضُ في ضاحِكِ النَواجِذِ مَحـ ـذُوٌّ بِريحَينِ شَمأَلٍ وَصَبا,ـذُوٌّ بِريحَينِ شَمأَلٍ وَصَبا,يومِضُ في ضاحِكِ النَواجِذِ مَحـ,المنسرح,ابو نواس
نَوَّطَ في الأُفقِ عِبءَ فُرَّقِهِ وَجَرَّ مِنهُ عَلى الرُبا ذَنَبا,وَجَرَّ مِنهُ عَلى الرُبا ذَنَبا,نَوَّطَ في الأُفقِ عِبءَ فُرَّقِهِ,المنسرح,ابو نواس
وَنائِحٍ هَبَّ في الغُصونِ ضُحىً لِمُنتَشٍ مَوهِناً إِذا اِنقَلَبا,لِمُنتَشٍ مَوهِناً إِذا اِنقَلَبا,وَنائِحٍ هَبَّ في الغُصونِ ضُحىً,المنسرح,ابو نواس
يَدعو بِذِكرٍ عَلى اِسمِهِ لِهَوىً يُذكِرُهُ في زَمانِهِ الرَطَبا,يُذكِرُهُ في زَمانِهِ الرَطَبا,يَدعو بِذِكرٍ عَلى اِسمِهِ لِهَوىً,المنسرح,ابو نواس
فَبِتُّ مِثلَ المُقيمِ مُغتَرِباً يَدعو بِواوَيلَتا وَواحَرَبا,يَدعو بِواوَيلَتا وَواحَرَبا,فَبِتُّ مِثلَ المُقيمِ مُغتَرِباً,المنسرح,ابو نواس
مُنقَدَّ جَيبِ القَميصِ يَحثو عَلى الـ ـرَأسِ مَلِيّاً بِكَفِّهِ التُرُبا,ـرَأسِ مَلِيّاً بِكَفِّهِ التُرُبا,مُنقَدَّ جَيبِ القَميصِ يَحثو عَلى الـ,المنسرح,ابو نواس
حَتّى إِذا ما اِنتَهى لِغايَتِهِ ثَمَّ وَأَمضى في نَفسِهِ أَرَبا,ثَمَّ وَأَمضى في نَفسِهِ أَرَبا,حَتّى إِذا ما اِنتَهى لِغايَتِهِ,المنسرح,ابو نواس
أَلجا قِوى ظَهرِهِ إِلى سَنَدٍ مُعتَصِماً بِالعَزاءِ مُحتَسِبا,مُعتَصِماً بِالعَزاءِ مُحتَسِبا,أَلجا قِوى ظَهرِهِ إِلى سَنَدٍ,المنسرح,ابو نواس
وَفِتيَةٍ لا الميراءُ يَشمُلُهُم زَكَوا فَعالاً مَعاً وَمُنتَسَبا,زَكَوا فَعالاً مَعاً وَمُنتَسَبا,وَفِتيَةٍ لا الميراءُ يَشمُلُهُم,المنسرح,ابو نواس
شَبّوا عَلى أُدبَةٍ كَأَصوِرَةِ الـ ـمِسكِ مُباحاً تَترى وَمُنتَهَبا,ـمِسكِ مُباحاً تَترى وَمُنتَهَبا,شَبّوا عَلى أُدبَةٍ كَأَصوِرَةِ الـ,المنسرح,ابو نواس
يَسعى عَلَيهِم بِالكَأسِ ذو نُطَفٍ أَحذاهُ ظَبيُ الصَريمَةِ اللَبَبا,أَحذاهُ ظَبيُ الصَريمَةِ اللَبَبا,يَسعى عَلَيهِم بِالكَأسِ ذو نُطَفٍ,المنسرح,ابو نواس
مِن ماثِلٍ فُدِّمَت مَضاحِكُهُ يَقلِصُ في الكَأسِ بَينَنا الذَهَبا,يَقلِصُ في الكَأسِ بَينَنا الذَهَبا,مِن ماثِلٍ فُدِّمَت مَضاحِكُهُ,المنسرح,ابو نواس
مِن قَهوَةٍ مُزَّةٍ مُشَعشَعَةٍ تَرى لَها عِندَ مَزجِها حَبَبا,تَرى لَها عِندَ مَزجِها حَبَبا,مِن قَهوَةٍ مُزَّةٍ مُشَعشَعَةٍ,المنسرح,ابو نواس
مَعاً وَتَترى إِذا حَبا أَوَّلٌ مِنهُنَّ وَطّا لِئاخَرٍ فَحَبا,مِنهُنَّ وَطّا لِئاخَرٍ فَحَبا,مَعاً وَتَترى إِذا حَبا أَوَّلٌ,المنسرح,ابو نواس
قالوا وَقَد أَنكَروا مُراوَغَتي الـ ـكَأسِ وَقَتلي بِبَثِّيَ الطَرَبا,ـكَأسِ وَقَتلي بِبَثِّيَ الطَرَبا,قالوا وَقَد أَنكَروا مُراوَغَتي الـ,المنسرح,ابو نواس
ما لَكَ أَم ما دَهاكَ وَيلُكَ ما غالَكَ حَتّى اِنفَرَدتَ مُكتَإِبا,غالَكَ حَتّى اِنفَرَدتَ مُكتَإِبا,ما لَكَ أَم ما دَهاكَ وَيلُكَ ما,المنسرح,ابو نواس
قَدِ اِغتَرَفتَ الهُمومَ وَالبَثَّ وَالـ ـوَجدَ وَهُزتَ الأَحزانَ وَالكُرَبا,ـوَجدَ وَهُزتَ الأَحزانَ وَالكُرَبا,قَدِ اِغتَرَفتَ الهُمومَ وَالبَثَّ وَالـ,المنسرح,ابو نواس
رُميتَ عَن قَوسِ كُلِّ فادِحَةٍ رَمَتكَ يَوماً بِنَبلِها كَثَبا,رَمَتكَ يَوماً بِنَبلِها كَثَبا,رُميتَ عَن قَوسِ كُلِّ فادِحَةٍ,المنسرح,ابو نواس
أَإِن جَفاكَ الرَشا الَّذي نَسِيَ الـ ـناسُ اِسمَهُ مُنذُ لُقِّبَ اللَقَبا,ـناسُ اِسمَهُ مُنذُ لُقِّبَ اللَقَبا,أَإِن جَفاكَ الرَشا الَّذي نَسِيَ الـ,المنسرح,ابو نواس
أَرذاكَ مَجلودُكَ الكَآبَةَ وَالـ ـشَوقَ وَجُهدَ البَلاءِ وَالنَصَبا,ـشَوقَ وَجُهدَ البَلاءِ وَالنَصَبا,أَرذاكَ مَجلودُكَ الكَآبَةَ وَالـ,المنسرح,ابو نواس
وَآنِسٍ لا أَمَلُّ مَجلِسَهُ قامَ لِوَقتٍ دَنا لِيَنقَلِبا,قامَ لِوَقتٍ دَنا لِيَنقَلِبا,وَآنِسٍ لا أَمَلُّ مَجلِسَهُ,المنسرح,ابو نواس
آثَرتُ أَن لا يُلامَ حِلمي عَلى لَذَّةِ قَلبي فَاِستَشعَرَ الوَصَبا,لَذَّةِ قَلبي فَاِستَشعَرَ الوَصَبا,آثَرتُ أَن لا يُلامَ حِلمي عَلى,المنسرح,ابو نواس
فَراحَ لا عَطَّلَتهُ عافِيَةٌ وَباتَ طَرفي مِن طَرفِهِ جُنُبا,وَباتَ طَرفي مِن طَرفِهِ جُنُبا,فَراحَ لا عَطَّلَتهُ عافِيَةٌ,المنسرح,ابو نواس
وحاذقٍ مُحْكِمٌ كُنافَتَه لا تَشْبَع العينُ منه بالنَّظَرِ,لا تَشْبَع العينُ منه بالنَّظَرِ,وحاذقٍ مُحْكِمٌ كُنافَتَه,المنسرح,ظافر الحداد
كأنما بَسْطُه العجينَ على أكراه لما حُفَّت بمستِعر,أكراه لما حُفَّت بمستِعر,كأنما بَسْطُه العجينَ على,المنسرح,ظافر الحداد
يَنْسج غَيْماً من السحاب على وامضِ برقٍ يَكْتَنُّ بالمطر,وامضِ برقٍ يَكْتَنُّ بالمطر,يَنْسج غَيْماً من السحاب على,المنسرح,ظافر الحداد
كأنه يفتح الفواقعَ دا راتٍ على راكدٍ من الغُدُر,راتٍ على راكدٍ من الغُدُر,كأنه يفتح الفواقعَ دا,المنسرح,ظافر الحداد
فهْي كمثلِ السَّراب يُعْدَم من ها اللمسُ وهْما يلوح للبصر,ها اللمسُ وهْما يلوح للبصر,فهْي كمثلِ السَّراب يُعْدَم من,المنسرح,ظافر الحداد
يَارَغْبَةً لَمْ أَزَلْ أُرَدِّدُهَا أَخُصُّهَا بِالْهَوَى وَأُفْرِدُهَا,أَخُصُّهَا بِالْهَوَى وَأُفْرِدُهَا,يَارَغْبَةً لَمْ أَزَلْ أُرَدِّدُهَا,المنسرح,ابن زاكور
عَوْنٌ مِنَ اللهِ جَلَّ يَتْبَعُهُ سَعْدُ السُّعُودِ لِمَنْ يُسَدِّدُهَا,سَعْدُ السُّعُودِ لِمَنْ يُسَدِّدُهَا,عَوْنٌ مِنَ اللهِ جَلَّ يَتْبَعُهُ,المنسرح,ابن زاكور
وَمَنْ يُسَدِّدُهَا سِوَى سَنَدِي سَنَدِ سَادَاتِنَا وَسَيِّدُهَا,سَنَدِ سَادَاتِنَا وَسَيِّدُهَا,وَمَنْ يُسَدِّدُهَا سِوَى سَنَدِي,المنسرح,ابن زاكور
أَرْفَعُهَا رُتَباً وَأَعْظَمُهَا جَاهاً وَأَصْعَدُهَا وَأَسْعَدُهَا,جَاهاً وَأَصْعَدُهَا وَأَسْعَدُهَا,أَرْفَعُهَا رُتَباً وَأَعْظَمُهَا,المنسرح,ابن زاكور
أَقَلُّهَا ضَرَراً وَأَكْثَرُهَا نَفْعاً وَأَحْلَمُهَا وَأَجْوَدُهَا,نَفْعاً وَأَحْلَمُهَا وَأَجْوَدُهَا,أَقَلُّهَا ضَرَراً وَأَكْثَرُهَا,المنسرح,ابن زاكور
أَقْصَرُهَا أَمَلاً وَأَطْوَلُهَا بَاعاً وَأَصْوَلُهَا وَأَمْجَدُهَا,بَاعاً وَأَصْوَلُهَا وَأَمْجَدُهَا,أَقْصَرُهَا أَمَلاً وَأَطْوَلُهَا,المنسرح,ابن زاكور
عَبْدُ الإِلَهِ الْمًرِيحُ سَائِرَهَا إذَا بَدَتْ مِنْ مُلِمَّةٍ يَدُهَا,إذَا بَدَتْ مِنْ مُلِمَّةٍ يَدُهَا,عَبْدُ الإِلَهِ الْمًرِيحُ سَائِرَهَا,المنسرح,ابن زاكور
حَلْيُ الْوِزَارَةِ تَاجُ هَامَتِهَا بَلْ كُحْلُ مُقْلَتِهَا وَمِرْوَدِهَا,بَلْ كُحْلُ مُقْلَتِهَا وَمِرْوَدِهَا,حَلْيُ الْوِزَارَةِ تَاجُ هَامَتِهَا,المنسرح,ابن زاكور
دَامَ كَذَلِكَ وَالدَّوَامُ لَهُ يُدِيمُ أَفَْراحَنَا وَيُوجِدُهَا,يُدِيمُ أَفَْراحَنَا وَيُوجِدُهَا,دَامَ كَذَلِكَ وَالدَّوَامُ لَهُ,المنسرح,ابن زاكور
دَامَ قَرِيرَ الْعُيُونِ مُغْتَبِطاً بِمَا يَحُوطُ الْعُلاَ وَيُنْجِدُهَا,بِمَا يَحُوطُ الْعُلاَ وَيُنْجِدُهَا,دَامَ قَرِيرَ الْعُيُونِ مُغْتَبِطاً,المنسرح,ابن زاكور
يَلْبَسُ مِنْ نَسْجِ حَمْدِهِ حُلَلاً إِنْ بَلِيَتْ حُلَّةٌ يُجَدِّدُهَا,إِنْ بَلِيَتْ حُلَّةٌ يُجَدِّدُهَا,يَلْبَسُ مِنْ نَسْجِ حَمْدِهِ حُلَلاً,المنسرح,ابن زاكور
من يشتري لِي أَشجانْ أُضيفُها للأَحْزانْ,أُضيفُها للأَحْزانْ,من يشتري لِي أَشجانْ,المنسرح,ابن سناء الملك
أُضرمها بِنيرانْ على فؤاد حرّان,على فؤاد حرّان,أُضرمها بِنيرانْ,المنسرح,ابن سناء الملك
وهو فؤادي الحيران ويستحق الأَلْوانْ,ويستحق الأَلْوانْ,وهو فؤادي الحيران,المنسرح,ابن سناء الملك
من النَّوى والهِجْرانْ فَرَّط في غُصْنِ البَان,فَرَّط في غُصْنِ البَان,من النَّوى والهِجْرانْ,المنسرح,ابن سناء الملك
ونامَ عنهُ أَوبَانْ كمِثْل فِعلِ رَضْوان,كمِثْل فِعلِ رَضْوان,ونامَ عنهُ أَوبَانْ,المنسرح,ابن سناء الملك
إِذ بات وهْوَ وسْنان ففرّ منه غَضْبَانْ,ففرّ منه غَضْبَانْ,إِذ بات وهْوَ وسْنان,المنسرح,ابن سناء الملك
وفارَقَتْهُ الولْدَان وصار ملْكي مَجَّان,وصار ملْكي مَجَّان,وفارَقَتْهُ الولْدَان,المنسرح,ابن سناء الملك
فظلْتُ عنه كسلانْ توثُّقاً واطمئنانْ,توثُّقاً واطمئنانْ,فظلْتُ عنه كسلانْ,المنسرح,ابن سناء الملك
من حُرْقَةٍ وحِرْمَانِ فسرقتْهُ الجِيران,فسرقتْهُ الجِيران,من حُرْقَةٍ وحِرْمَانِ,المنسرح,ابن سناء الملك
بل خطفته العُقْبَانْ فابكوا مَعِي يا إِخوان,فابكوا مَعِي يا إِخوان,بل خطفته العُقْبَانْ,المنسرح,ابن سناء الملك
راح وخلَّى الخِلاَّن قَسَا وطالما لان,قَسَا وطالما لان,راح وخلَّى الخِلاَّن,المنسرح,ابن سناء الملك
فراح كلُّ وَلْهان من الهمومِ ملآن,من الهمومِ ملآن,فراح كلُّ وَلْهان,المنسرح,ابن سناء الملك
وللهمومِ طُغْيان وفي الحشا حَرّان,وفي الحشا حَرّان,وللهمومِ طُغْيان,المنسرح,ابن سناء الملك
وتاب كلُّ ندمان وعشَّئتْ في الأَدنان,وعشَّئتْ في الأَدنان,وتاب كلُّ ندمان,المنسرح,ابن سناء الملك
طيرُ بناتِ ورْدَان وخرَّسَتْ للعِيدان,وخرَّسَتْ للعِيدان,طيرُ بناتِ ورْدَان,المنسرح,ابن سناء الملك
فصاحةٌ وأَلحان وانهدّ ذاك البُنيان,وانهدّ ذاك البُنيان,فصاحةٌ وأَلحان,المنسرح,ابن سناء الملك
لا عجبَاً فالأَوطان تَخْرَبُ بَعْد السّكان,تَخْرَبُ بَعْد السّكان,لا عجبَاً فالأَوطان,المنسرح,ابن سناء الملك
وأَين أَين السُّلوانْ وكيف كيف النِسْيان,وكيف كيف النِسْيان,وأَين أَين السُّلوانْ,المنسرح,ابن سناء الملك
مالي على ذَا سلْطان ولا عَلَى ذَا أَعوانْ,ولا عَلَى ذَا أَعوانْ,مالي على ذَا سلْطان,المنسرح,ابن سناء الملك
بل لي عليه عَيْنَانْ تُذْري الدّموعَ عقْبان,تُذْري الدّموعَ عقْبان,بل لي عليه عَيْنَانْ,المنسرح,ابن سناء الملك
سبحان ربي سبحانْ خالقِ غصنِ ريحان,خالقِ غصنِ ريحان,سبحان ربي سبحانْ,المنسرح,ابن سناء الملك
يحمل أَلف بستانْ من الرُّواءِ رَيَانْ,من الرُّواءِ رَيَانْ,يحمل أَلف بستانْ,المنسرح,ابن سناء الملك
الحسن فيه طوفانْ والبدرُ منه غيْران,والبدرُ منه غيْران,الحسن فيه طوفانْ,المنسرح,ابن سناء الملك
وكلَّ يوم في شانْ من الجَمال الفتان,من الجَمال الفتان,وكلَّ يوم في شانْ,المنسرح,ابن سناء الملك
وحسنُه والإِحسانْ كلاهما صَدِيقان,كلاهما صَدِيقان,وحسنُه والإِحسانْ,المنسرح,ابن سناء الملك
ووجهُه كالإِيمان أَشرَق فيه البُرْهان,أَشرَق فيه البُرْهان,ووجهُه كالإِيمان,المنسرح,ابن سناء الملك
ويلي عليه وَيْلاَنْ لو أَن إِلْفي قد خان,لو أَن إِلْفي قد خان,ويلي عليه وَيْلاَنْ,المنسرح,ابن سناء الملك
لكان أَمري قَدْ هانْ لكنَّ قَلْبي الخوّان,لكنَّ قَلْبي الخوّان,لكان أَمري قَدْ هانْ,المنسرح,ابن سناء الملك
جانبَ فِعْل الفتيان وباعَه بِخُسران,وباعَه بِخُسران,جانبَ فِعْل الفتيان,المنسرح,ابن سناء الملك
ما كنتُ فيه إِنسانْ ورحت عنْه عطشان,ورحت عنْه عطشان,ما كنتُ فيه إِنسانْ,المنسرح,ابن سناء الملك
كمثل ذاك الخفقان ما كان ليت لا كانْ,ما كان ليت لا كانْ,كمثل ذاك الخفقان,المنسرح,ابن سناء الملك
خِدْنُ أبي المُسْتَهِلِّ خبَّرني عنْ جُوده في الورى بِحُرْمَتِهِ,عنْ جُوده في الورى بِحُرْمَتِهِ,خِدْنُ أبي المُسْتَهِلِّ خبَّرني,المنسرح,ابن الرومي
وقال قَدْ والإلهِ غَيَّبْتُ غُرْ مُوليَ في فَرجها وفَقْحتِهِ,مُوليَ في فَرجها وفَقْحتِهِ,وقال قَدْ والإلهِ غَيَّبْتُ غُرْ,المنسرح,ابن الرومي
فقلتُ صِفْها فقال أوسع من طوقِ الرَّحَى رِخوةٌ كَسَبَّتِهِ,طوقِ الرَّحَى رِخوةٌ كَسَبَّتِهِ,فقلتُ صِفْها فقال أوسع من,المنسرح,ابن الرومي
وقال مَحْلُوقةٌ فقلتُ له كَذَبْتَ مَنْتوفةٌ كَلِحْيَتِهِ,كَذَبْتَ مَنْتوفةٌ كَلِحْيَتِهِ,وقال مَحْلُوقةٌ فقلتُ له,المنسرح,ابن الرومي
سيَّج ورد الخدود بالآس فما لجرحي عليه من آسي,فما لجرحي عليه من آسي,سيَّج ورد الخدود بالآس,المنسرح,ابن نباته المصري
أغيد له فوقَ وجنتيه دمٌ يروي أحاديثَ قلبه القاسي,يروي أحاديثَ قلبه القاسي,أغيد له فوقَ وجنتيه دمٌ,المنسرح,ابن نباته المصري
يجرح قلبي آس العذراء وقد كانَ دواء الجراح بالآس,كانَ دواء الجراح بالآس,يجرح قلبي آس العذراء وقد,المنسرح,ابن نباته المصري
واعجباً للشجيّ ممتحناً في كلّ أحواله بإعكاس,في كلّ أحواله بإعكاس,واعجباً للشجيّ ممتحناً,المنسرح,ابن نباته المصري
هذا وشرخ الشباب يؤنسه فكيف والشيب بعد إيناس,فكيف والشيب بعد إيناس,هذا وشرخ الشباب يؤنسه,المنسرح,ابن نباته المصري
يا شعرات المشيب أعدمني هناءَ عيشي بياضك الراسي,هناءَ عيشي بياضك الراسي,يا شعرات المشيب أعدمني,المنسرح,ابن نباته المصري
وكيف لي عيشةٌ مهنأة والبيضُ مسلولةٌ على راسي,والبيضُ مسلولةٌ على راسي,وكيف لي عيشةٌ مهنأة,المنسرح,ابن نباته المصري
أين زمان الشباب أقطعه وأين ميدانه وأفراسي,وأين ميدانه وأفراسي,أين زمان الشباب أقطعه,المنسرح,ابن نباته المصري
أين مقالي يا صاحب الفرس ال نهد أرحني من طول وسواسي,نهد أرحني من طول وسواسي,أين مقالي يا صاحب الفرس ال,المنسرح,ابن نباته المصري
لا نهدَ إلاَّ من صدرِ غانيةٍ ولا كميتَ إلاَّ منَ الكاس,ولا كميتَ إلاَّ منَ الكاس,لا نهدَ إلاَّ من صدرِ غانيةٍ,المنسرح,ابن نباته المصري
من كفِّ لدن القوام مشتمل بفرعِه كالقضيب ميَّاس,بفرعِه كالقضيب ميَّاس,من كفِّ لدن القوام مشتمل,المنسرح,ابن نباته المصري
عففتُ عن كأسِهِ فأرشفني ال غبّ منها بقلبه القاسي,غبّ منها بقلبه القاسي,عففتُ عن كأسِهِ فأرشفني ال,المنسرح,ابن نباته المصري
مدامه من فمٍ يضيق فما تن زل إلاَّ بمصِّ بوَّاس,زل إلاَّ بمصِّ بوَّاس,مدامه من فمٍ يضيق فما تن,المنسرح,ابن نباته المصري
جالسني أستضي بغرته فحبَّذا شمعتي وجلاسي,فحبَّذا شمعتي وجلاسي,جالسني أستضي بغرته,المنسرح,ابن نباته المصري
وأنظم الشعر في سماحكم فحبَّذا كوكبي ونبراسي,فحبَّذا كوكبي ونبراسي,وأنظم الشعر في سماحكم,المنسرح,ابن نباته المصري
تغزُّلي فيهِ والمدائح في عليّ قاضي النوال والباس,عليّ قاضي النوال والباس,تغزُّلي فيهِ والمدائح في,المنسرح,ابن نباته المصري
قاضٍ قضى بالندى العميم فما في حكمِهِ محضرٌ لإفلاس,في حكمِهِ محضرٌ لإفلاس,قاضٍ قضى بالندى العميم فما,المنسرح,ابن نباته المصري
الحارس الملك باليراعة لا يحتاج نضو سيوف حرَّاس,يحتاج نضو سيوف حرَّاس,الحارس الملك باليراعة لا,المنسرح,ابن نباته المصري
ناهيكَ بالليل والنهار لذي أجرٍ وذكر أطراسٍ وأنفاس,أجرٍ وذكر أطراسٍ وأنفاس,ناهيكَ بالليل والنهار لذي,المنسرح,ابن نباته المصري
سدْ يا ابن فضل الإله كيف تشا سيادةً ما لذكرها ناس,سيادةً ما لذكرها ناس,سدْ يا ابن فضل الإله كيف تشا,المنسرح,ابن نباته المصري
في الشرق والغرب كلّ ذي قلم كان شهيراً بذكرها خاسي,كان شهيراً بذكرها خاسي,في الشرق والغرب كلّ ذي قلم,المنسرح,ابن نباته المصري
مثل ابن عبَّاد الفارسي غدا مفترساً عند أبيّ فراس,مفترساً عند أبيّ فراس,مثل ابن عبَّاد الفارسي غدا,المنسرح,ابن نباته المصري
والفاضل الآن عائزٌ لحلىً كم كنست من حديث مكناس,كم كنست من حديث مكناس,والفاضل الآن عائزٌ لحلىً,المنسرح,ابن نباته المصري
والمغربي الوزير أصبح من روعته يعتزي إلى فاس,روعته يعتزي إلى فاس,والمغربي الوزير أصبح من,المنسرح,ابن نباته المصري
فيا أبا القاسم البليغ لقد ألوى صباح بضوءِ مقباس,ألوى صباح بضوءِ مقباس,فيا أبا القاسم البليغ لقد,المنسرح,ابن نباته المصري
إنَّ عليا جواد سبق علىً قبل زهير وقبل جسَّاس,قبل زهير وقبل جسَّاس,إنَّ عليا جواد سبق علىً,المنسرح,ابن نباته المصري
وما زهير كنبتِ شاعره لا ليِّناً شعره ولا جاسي,لا ليِّناً شعره ولا جاسي,وما زهير كنبتِ شاعره,المنسرح,ابن نباته المصري
علَّمه النظم فضل سيِّده فجاء حلياً بغير وسواس,فجاء حلياً بغير وسواس,علَّمه النظم فضل سيِّده,المنسرح,ابن نباته المصري
عليّ بحر أفاض جوهره فنظمته الورى بمقياس,فنظمته الورى بمقياس,عليّ بحر أفاض جوهره,المنسرح,ابن نباته المصري
وألبستهم علياه فاجْتلبوا إيناس نعماه قبل الباس,إيناس نعماه قبل الباس,وألبستهم علياه فاجْتلبوا,المنسرح,ابن نباته المصري
وأنفقوا تبره عليهِ ثناً في حالتيه إنفاق أكياس,في حالتيه إنفاق أكياس,وأنفقوا تبره عليهِ ثناً,المنسرح,ابن نباته المصري
دعا لمصر رجايَ ممتدحاً نعماء سلطانها على راسي,نعماء سلطانها على راسي,دعا لمصر رجايَ ممتدحاً,المنسرح,ابن نباته المصري
فجئت أسعى على المحاجر والع ين سعيداً رملي وإحساسي,ين سعيداً رملي وإحساسي,فجئت أسعى على المحاجر والع,المنسرح,ابن نباته المصري
أبواب خير الملوك لا برحت أركان حجّ وحطّ أحلاس,أركان حجّ وحطّ أحلاس,أبواب خير الملوك لا برحت,المنسرح,ابن نباته المصري
قرَّبني فضلها على يدِ من لله فضلٌ به على الناس,لله فضلٌ به على الناس,قرَّبني فضلها على يدِ من,المنسرح,ابن نباته المصري
