,Bayt_Text,Bahr
37493,أَمْما النُفوسُ عَلَيها فَلِلمَنايا دُيونُ,المجتث
37494,لاتَدفَعُ المَوتَ عَمْمَن حَلْلَ الحُصونَ الحُصونُ,المجتث
37495,ما لِلمَنايا سُكونُنْ عَنْنا وَنَحنُ سُكونُ,المجتث
37781,ما أَقرَبَ المَوتَ مِنْنا تَجاوَزَ اللَهُ عَنْنا,المجتث
37782,كَأَنْنَهُ قَد سَقانا بِكَأسِهِ حَيثُ كُنْنا,المجتث
38803,قَد ماتَ خِلْلي وَإِنسي مُحَمْمَدُ بنُ يَزيدِ,المجتث
38804,ما المَوتُ وَاللَهِ مِنْنا خِلافَهُ بِبَعيدِ,المجتث
39995,مَن سَبْبَني مِن ثَقيفِنْ فَإِنْنَني لَن أَسُبْبَه,المجتث
39996,أَبَحتُ عِرضي ثَقيفنْ وَلَطمَ خَدْدي وَضَربَه,المجتث
39997,وَكَيفَ يُنكَرُ هَذا وَفيهُمُ لي أَحِبْبَه,المجتث
60,تَحِنْنُ حَنيننْ إِلى مالِكِنْ فَحِنْني حَنينَكِ إِنْني مُعالي,المتقارب
61,إِلى دار قَومِنْ حِسانِ الوُجوهِ عِظامِ القِبابِ طِوالِ العَوال,المتقارب
62,فَوَجْجَهتُهُنْنَ عَلى مَهمَهِنْ قَليلِ الوَغى غَيرَ صَوتِ الرِئالِ,المتقارب
63,سِراعنْ دَوائِبَ ما يَنثَني نَ حَتْتى اِحتَلَلنَ بِحَيْيِ حِلالِ,المتقارب
64,بِسَعدِ بنِ ثَعلَبَةَ الأَكرَمي نَ أَهلِ الفِضالِ وَأَهلِ النَوالِ,المتقارب
65,لَيالِيَ يَحبونَني وُدْدَهُم وَيَحبونَ قِدرَكَ غُرْرَ المَحالِ,المتقارب
66,فَتُصبِحُ في المَحلِ مُحوَرْرَتَنْ لِفَيءِ إِهالَتِها كَالظِلالِ,المتقارب
67,فَإِن كُنتِ ساقِيَتَنْ مَعشَرنْ كِرامَ الضَرائِبِ في كُلْلِ حالِ,المتقارب
68,عَلى كَرَمِنْ وَعَلى نَجَدَةتِنْ رَحيقنْ بِماءِنْ نِطافِنْ زُلالِ,المتقارب
69,فَكوني أُولَئِكَ تَسقينَها فِد لِأُولَئِكَ عَمي وَخالي,المتقارب
70,أَلَيسوا الفَوارِسَ يَومَ الفُراتِ وَالخَيلُ بِالقَومِ مِثلُ السَعالي,المتقارب
71,وَهُم مَا هُمُ عِندَ تِلكَ الهَناتِ إِذا زَعزَعَ الطَلحَ ريحُ الشَمالِ,المتقارب
72,بِدُهمِنْ ضَوامِنَ لِلمُعتَفي نَ أَن يَمنَحوهُنْنَ قَبلَ العِيالِ,المتقارب
124,نَأَتكَ أُمامَةُ إِلْلا سُؤالنْ وَإِلْلا خَيالنْ يُوافي خَيالا,المتقارب
125,يُوافي مَع اللَيلِ ميعادُها وَيَأبى مَعَ الصُبحِ إِلْلا زِيالا,المتقارب
126,فَذَلِكَ تَبذُلُ مِن وُدْدِها وَلَو شَهِدَت لَم تُواتِ النَوالا,المتقارب
127,وَقَد ريعَ قَلبي إِذ أَعلَنوا وَقيلَ أَجَدْدَ الخَليطُ اِحتِمالا,المتقارب
128,وَحَثْثَ بِها الحادِيانِ النَجاءَ مَعَ الصُبحِ لَمْما اِستَشاروا الجِمالا,المتقارب
129,بَوازِلَ تُحدى بِأَحداجِها وَيُحذَينَ بَعدَ نِعالِنْ نِعالا,المتقارب
130,فَلَمْما نَأَوا سَبَقَت عَبرَتي وَأَذرَت لَها بَعدَ سَجلِنْ سِجالا,المتقارب
131,تَراها إِذا اِحتَثْثَها الحادِيا نِ بِالخَبتِ يُرقِلنَ سَيرنْ عِجالا,المتقارب
132,فَبِالظِلْلِ بُدْدِلنَ بَعدَ الهَجيرِ وَبَعدَ الحِجالِ أَلِفنَ الرِحالا,المتقارب
133,وَفيهِنْنَ خَولَةُ زَينُ النِسا ءِ زادَت عَلى الناسِ طُرْرنْ جَمالا,المتقارب
134,لَها عَينُ حَوراءَ في رَوضَةتِنْ وَتَقرو مَعَ النَبتِ أَرط طِوالا,المتقارب
135,وَتُجري السِواكَ عَلى بارِدِنْ يُخالُ السَيالَ وَلَيسَ السَيالا,المتقارب
136,كَأَنْنَ المُدامَ بُعَيدَ المَنامِ عَلَيها وَتَسقيكَ عَذبنْ زُلالا,المتقارب
137,كَأَنْنَ الذَوائِبَ في فَرعِها حِبالُنْ تُوَصْصِلُ فيها حِبالا,المتقارب
138,وَوَجهُنْ يَحارُ لَهُ الناظِرونَ يَخالونَهُم قَد أَهَلْلوا هِلالا,المتقارب
139,إِلى كَفَلِنْ مِثلِ دِعصِ النَقا وَكَفْفٍ تُقَلْلِبُ بيضنْ طِفالا,المتقارب
140,فَبانَت وَما نِلتُ مِن وُدْدِها قِبالنْ وَلا ما يُساوي قِبالا,المتقارب
141,وَكَيفَ تَبُتْتينَ حَبلَ الصَفا ءِ مِن ماجِدِنْ لا يُريدُ اِعتِزالا,المتقارب
142,أَرادَ النَوالَ فَمَنْنَيتِهِ وَأَضحى الْلَذي قُلتِ فيهِ ضَلالا,المتقارب
143,فَت يَبتَني المَجدَ مِثلُ الحُسا مِ أَخلَصَهُ القَينُ يَومنْ صِقالنْ,المتقارب
144,يَقودُ الكُماةَ لِيَلقى الكُماةَ يُنازِلُ ما إِن أَرادوا النِزالا,المتقارب
145,يُشَبْبِهُ فُرسانَهُم في اللِقاءِ إِذا ما رَحى المَوتِ دارَت حِيالا,المتقارب
146,وَتَمشي رِجالنْ إِلى الدارِعينَ كَأَعناقِ خَورِنْ تُزجْجي فِصالا,المتقارب
147,وَتَكسو القَواطِعَ هامَ الرِجا لِ وَتَحمي الفَوارِسُ مِنْنا الرِجالا,المتقارب
148,وَيَأبى لِيَ الضَيمَ ما قَد مَضى وَعِندَ الخِصامِ فَنَعلو جِدالا,المتقارب
149,بِقَولِنْ يَذَلْلُ لَهُ الرائِضو نَ وَيَفضُلُهُم إِن أَرادوا فِضالا,المتقارب
150,وَهاجِرَةتِنْ كَأُوارِ الجَحي مِ قَطَعتُ إِذا الجُندُبُ الجَونُ قالا,المتقارب
151,وَلَيلِنْ تَعَسْسَفتُ دَيجورَهُ يَخافُ بِهِ المُدلِجونَ الخَبالا,المتقارب
192,نَأَتكَ أُمامَةُ إِلْلا سُؤالا وَأَعقَبَكَ الهَجرُ مِنها الوِصالا,المتقارب
193,وَحادَت بِها نِيْيَتُنْ غَربَتُنْ تُبَدْدِلُ أَهلَ الصَفاءِ الزِيالا,المتقارب
194,وَنادى أَميرُهُمُ بِالفِرا قِ ثُمْمَ اِستَقَلْلوا لِبَينِنْ عِجالا,المتقارب
195,فَقَرْرَبنَ كُلْلَ مُنيفِ القَرا عَريضِ الحَصيرِ يَغولُ الحِبالا,المتقارب
196,إِذا ما تَسَربَلنَ مَجهولَتَنْ وَراجَعنَ بَعدَ الرَسيمِ النِقالا,المتقارب
197,هَداهُنْنَ مُشتَمِرنْ لاحِقنْ شَديدَ المَطا أَرحَبِينْ جُلالا,المتقارب
198,تَخالُ حُمولَهُمُ في السَرا بِ لَما تَواهَقنَ سُحقنْ طِوالا,المتقارب
199,كَوارِعَ في حائِرِنْ مُفعَمِنْ تَغَمْمَرَ حَتْتى أَتا وَاِستَطالا,المتقارب
200,كَسَونَ هَوادِجَهُنْنَ السُدو لَ مُنهَدِلنْ فَوقَهُنْنَ اِنهِدالا,المتقارب
201,وَفيهِنْنَ حورُنْ كَمِثلِ الظِبا ءِ تَقرو بِأَعلى السَليلِ الهَدالا,المتقارب
202,جَعَلنَ قُدَيسنْ وَأَعناءَهُ يَميننْ وَبُرقَةَ رَعمِنْ شِمالا,المتقارب
203,نَوازِعُ لِلخالِ إِذ شِمنَهُ عَلى الفُرُداتِ يَحُلْلُ السِجالا,المتقارب
204,فَلَمْما هَبَطنَ مَصابَ الرَبيعِ بُدْدِلنَ بَعدَ الرِحالِ الحِجالا,المتقارب
205,وَبَيداءَ يَلعَبُ فيها السَرا بُ يَخشى بِها المُدلِجونَ الضَلالا,المتقارب
206,تَجاوَزتُها راغِبنْ راهِبنْ إِذا ما الظِباءُ اِعتَنَقنَ الظِلالا,المتقارب
207,بِضامِزَةتِنْ كَأَتانِنْ الثَمي لِ عَيرانَةتِنْ ما تَشَكْكى الكَلالا,المتقارب
208,إِلى اِبنِ الشَقيقَةِ أَعمَلتُها أَخافُ العِقابَ وَأَرجو النَوالا,المتقارب
209,إِلى اِبنِ الشَقيقَة خَيرِ المُلوكِ أَوفاهُمُ عِندَ عَقدِنْ حِبالا,المتقارب
210,أَلَستَ أَبَرْرَهُمُ ذِمْمَتَنْ وَأَفضَلَهُم إِن أَرادوا فِضالا,المتقارب
211,فَأَهلي فِداؤُكَ مُستَعتِبنْ عَتَبتَ فَصَدْدَقتَ في المَقالا,المتقارب
212,أَتاكَ عَدُوْوٌ فَصَدْدَقتَهُ فَهَلْلا نَظَرتَ هُديتَ السُؤالا,المتقارب
213,فَما قُلتُ ما نَطَقوا باطِلنْ وَلا كُنتُ أَرهَبُهُ أَن يُقالا,المتقارب
214,فَإِن كانَ حَقنْ كَما خَبْبَروا فَلا وَصَلَت لي يَمينُنْ شِمالا,المتقارب
215,تَصَدْدَق عَلَيْيَ فَإِني اِمرِؤُنْ أَخافُ عَلى غَيرِ جُرمِ نَكالا,المتقارب
216,وَيَومِنْ تَطَلْلَعُ فيهِ النُفو سُ تُطَرْرِفَ بِالطَعنِ فيهِ الرِجالا,المتقارب
217,شَهِدتَ فَأَطفَأتَ نيرانَهُ وَأَصدَرتَ مِنهُ ظِما نِهالا,المتقارب
218,وَذي لَجَبِنْ يُبرِقُ الناظِر ينَ كَاللَيلِ أُلبِسَ مِنهُ ظِلالا,المتقارب
219,كَأَنْنَ سَنا البَيضِ فَوقَ الكُما ةِ فيهِ المَصابيحُ تُخبي الذُبالا,المتقارب
220,صَبَحتُ العَدُوْوَ عَلى نَأيِهِ تَريشُ رِجالنْ وَتَبري رِجالا,المتقارب
234,كَبِرتُ وَفارَقَني الأَقرَبونَ وَأَيقَنَتِ النَفسُ إِلْلا خُلودا,المتقارب
235,وَبانَ الأَحِبْبَةُ حَتْتى فَنوا وَلَم يَترُكِ الدَهرُ مِنهُم عَميدا,المتقارب
236,فَيا دَهرُ قَدكَ فَأَسجِح بِنا فَلَسنا بِصَخرِنْ وَلَسنا حَديدا,المتقارب
244,كَأَنْنَ اِبنَ مُزنَتِها جانِحنْ فَسيطُنْ لَدى الأُفُقِ مِن خِنصِرِ,المتقارب
248,وَشاعِرُ قَومِنْ أُولي بِغضَةتِنْ قَمَعتُ فَصاروا لِئامنْ ذِلالا,المتقارب
504,أَلا كُلْلُ ماشِيَةِ الخَيزَلى فِدا كُلْلُ ماشِيَةِ الهَيذَبى,المتقارب
505,وَكُلْلِ نَجاةتِنْ بُجاوِيْيَةتِنْ خَنوفِنْ وَما بِيَ حُسنُ المِشى,المتقارب
506,وَلَكِنْنَهُنْنَ حِبالُ الحَياةِ وَكَيدُ العُداةِ وَمَيطُ الأَذى,المتقارب
507,ضَرَبتُ بِها التيهَ ضَربَ القِمارِ إِمْما لِهَذا وَإِمْما لِذا,المتقارب
508,إِذا فَزِعَت قَدْدَمَتها الجِيادُ وَبيضُ السُيوفِ وَسُمرُ القَنا,المتقارب
509,فَمَرْرَت بِنَخلِنْ وَفي رَكبِها عَنِ العالَمينَ وَعَنهُ غِنى,المتقارب
510,وَأَمسَت تُخَيْيِرُنا بِالنِقابِ وادي المِياهِ وَوادي القُرى,المتقارب
511,وَقُلنا لَها أَينَ أَرضُ العِراقِ فَقالَت وَنَحنُ بِتُربانَ ها,المتقارب
512,وَهَبْبَت بِحِسمى هُبوبَ الدَبورِ مُستَقبِلاتِنْ مَهَبْبَ الصَبا,المتقارب
513,رَوامي الكِفافِ وَكِبدِ الوِهادِ وَجارِ البُوَيرَةِ وادِ الغَضى,المتقارب
514,وَجابَت بُسَيطَةَ جَوبَ الرِداءِ بَينَ النَعامِ وَبَينَ المَها,المتقارب
515,إِلى عُقدَةِ الجَوفِ حَتْتى شَفَت بِماءِ الجُراوِيْيِ بَعضَ الصَدى,المتقارب
516,وَلاحَ لَها صَوَرُنْ وَالصَباحَ وَلاحَ الشَغورُ لَها وَالضُحى,المتقارب
517,وَمَسْسى الجُمَيعِيْيَ دِئداؤُها وَغادى الأَضارِعَ ثُمْمَ الدَنا,المتقارب
518,فَيا لَكَ لَيلنْ عَلى أَعكُشِنْ أَحَمْمَ البِلادِ خَفِيْيَ الصُوى,المتقارب
519,وَرَدنا الرُهَيمَةَ في جَوزِهِ وَباقيهِ أَكثَرُ مِمْما مَضى,المتقارب
520,فَلَمْما أَنَخنا رَكَزنا الرِماحَ فَوقَ مَكارِمِنا وَالعُلا,المتقارب
521,وَبِتنا نُقَبْبِلُ أَسيافَنا وَنَمسَحُها مِن دِماءِ العِدا,المتقارب
522,لِتَعلَمَ مِصرُ وَمَن بِالعِراقِ وَمَن بِالعَواصِمِ أَنْني الفَتى,المتقارب
523,وَأَنْني وَفَيتُ وَأَنْني أَبَيتُ وَأَنْني عَتَوتُ عَلى مَن عَتا,المتقارب
524,وَما كُلْلُ مَن قالَ قَولنْ وَفى وَلا كُلْلُ مَن سيمَ خَسفنْ أَبى,المتقارب
525,وَلا بُدْدَ لِلقَلبِ مِن آلَةتِنْ وَرَأيِنْ يُصَدْدِعُ صُمْمَ الصَفا,المتقارب
526,وَمَن يَكُ قَلبُنْ كَقَلبي لَهُ يَشُقْقُ إِلى العِزْزِ قَلبَ التَوى,المتقارب
527,وَكُلْلُ طَريقِنْ أَتاهُ الفَتى عَلى قَدَرِ الرِجلِ فيهِ الخُطا,المتقارب
528,وَنامَ الخُوَيدِمُ عَن لَيلِنا وَقَد نامَ قَبلُ عَم لا كَرى,المتقارب
105,هَل لا يُهَيْيِجُ شَوقُكَ الطَلَلُ أَم لا يُفَرْرِطُ شَيخَكَ الغَزَلُ,الكامل
106,أَم ذا القَطينَ أَصابَ مَقتَلَهُ مِنهُ وَخانوهُ إِذا اِحتَمَلوا,الكامل
107,وَرَأَيتَ ظُعنَهُمُ مُقَفْفِيَتَنْ تَعلو المَخارِمَ سَيرُها رَمَلُ,الكامل
108,قَنَأَ العُهونَ عَلى حَوامِلِها وَعَلى الرُهاوِيْياتِ وَالكِلَلُ,الكامل
109,وَكَأَنْنَ غِزلانَ الصَريمِ بِها تَحتَ الخُدورِ يُظِلْلُها الظُلَلُ,الكامل
110,تامَت فُؤادَكَ يَومَ بَينِهِمُ عِندَ التَفَرْرُقِ ظَبيَتُنْ عُطُلُ,الكامل
111,شَنِفَت إِلى رَشَأِنْ تُرَبْبِبُه وَلَها بِذاتِ الحاذِ مُعتَزَلُ,الكامل
112,ظِلُنْ إِذا ضَحِيَت وَمُرَتَقَبُ وَلا يَكونُ لِلَيلِها دَغَلُ,الكامل
113,فَسَقى مَنازِلَها وَحِلْلَتَها قِردُ الرَبابِ لِصَوتِهِ زَجَلُ,الكامل
114,أَبدى مَحاسِنَهُ لِناظِرِهِ ذاتَ العِشاءِ مُهَلْلَبُنْ خَضِلُ,الكامل
115,مُتَحَلْلِبُنْ تَهوي الجَنوبُ بِهِ فَتَكادُ تَعدِلُهُ وَيَنجَفِلُ,الكامل
116,وَضَعَت لَدى الأَصناعِ ضاحِيَتَنْ فَوَهى السُيوبُ وَحُطْطَتِ العِجَلُ,الكامل
117,فَسَقى اِمرِأَ القَيسِ بنِ عَمَرَةَ إِنْنَ الأَكرَمينَ لِذِكرِهِم نَبَلُ,الكامل
118,كَم طَعنَةتِنْ لَكَ غَيرِ طائِشَةتِنْ ما إِن يَكونُ لِجُرحِها خَلَلُ,الكامل
119,فَطَعَنتَها وَضَرَبتَ ثانِيَتَنْ أُخرى وَتَنزِلُ إِن هُمُ نَزَلوا,الكامل
120,يَهَبُ المَخاضَ عَلى غَوارِبِها زَبَدُ الفُحولِ مَعانُها بَقِلُ,الكامل
121,وَعِشارُها بَعدَ المَخاضِ وَقَد صافَت وَعَمْمَ رِباعَها النَفَلُ,الكامل
122,وَإِذا المُجَزْزِىءُ حانَ مَشرَبُهُ عِندَ المَصيفِ وَسَرْرَهُ النَهَلُ,الكامل
123,رَشفُ الذِنابِ عَلى جَماجِمِها ما إِن يَكونُ لِحَوضِها سَمَلُ,الكامل
228,كانَت قَناتي لا تَلينُ لِغامِزِنْ فَأَلانَها الإِصباحُ وَالإِمساءُ,الكامل
229,وَدَعَوتُ رَبْبي في السَلامَةِ جاهِدنْ لِيُصِحْحَني فَإِذا السَلامَةُ داءُ,الكامل
232,وَإِذا العَذارى بِالدُخانِ تَقَنْنَعَت وَاِستَعجَلَت نَصبَ القُدورِ فَمَلْلَتِ,الكامل
233,دَرْرَت بِأَرزاقِ العِيالِ مَغالِقُنْ بِيَدَيْيَ مِن قَمَعِ العِشارِ الجِلْلَةِ,الكامل
241,إِنْني مِنَ القَومِ الْلَذينَ إِذا أَزِمَ الشِتاءُ وَدوخِلَت حُجَرُه,الكامل
242,وَدَنا وَدونِيَتِ البُيوتُ لَهُ وَثَنى فَثَنْنى رَبيعَهُ قَدَرُه,الكامل
243,وَضَعَ المَنيحَ وَكانَ حَظْظَهُمُ في المُنقِياتِ يُقيمُها يُسُرُه,الكامل
249,قَد كانَ مَن غَسْسانَ قَبلَكَ أَم لاكُنْ وَمِن نَصرِنْ ذَوو نِعَمِ,الكامل
250,فَتَتَوْوَجوا مُلكنْ لَهُم هِمَمُنْ فَفَنوا فِناءَ أَوائِلِ الأُمَمِ,الكامل
251,لا تَحسَبُنْنَ الدَهرَ مُخلِدَكُم أَو دائِمنْ لَكُمُ وَلَم يَدُمِ,الكامل
252,لَو دامَ لِتُبْبَعِنْ وَذَوي ال أَصناعِ مِن عادِنْ وَمِن إِرَمِ,الكامل
394,لا يَمنَعَنْنَكَ مِن بُغا ءِ الخَيرِ تَعلاقُ التَمائِم,الكامل
396,القَلبُ أَعلَمُ يا عَذولُ بِدائِهِ وَأَحَقْقُ مِنكَ بِجَفنِهِ وَبِمائِهِ,الكامل
397,فَوَمَن أُحِبْبُ لَأَعصِيَنْنَكَ في الهَوى قَسَمنْ بِهِ وَبِحُسنِهِ وَبَهائِهِ,الكامل
398,أَأُحِبْبُهُ وَأُحِبْبُ فيهِ مَلامَتَنْ إِنْنَ المَلامَةَ فيهِ مِن أَعدائِهِ,الكامل
399,عَجِبَ الوُشاةُ مِنَ اللُحاةِ وَقَولِهِم دَع ما بَراكَ ضَعُفتَ عَن إِخفائِهِ,الكامل
400,ما الخِلْلُ إِلْلا مَن أَوَدْدُ بِقَلبِهِ وَأَرى بِطَرفِنْ لا يَرى بِسَوائِهِ,الكامل
401,إِنْنَ المُعينَ عَلى الصَبابَةِ بِالأَسى أَولى بِرَحمَةِ رَبْبِها وَإِخائِهِ,الكامل
402,مَهلنْ فَإِنْنَ العَذلَ مِن أَسقامِهِ وَتَرَفْفُقنْ فَالسَمعُ مِن أَعضائِهِ,الكامل
403,وَهَبِ المَلامَةَ في اللَذاذَةِ كَالكَرى مَطرودَتَنْ بِسُهادِهِ وَبُكائِهِ,الكامل
404,لا تَعذُلِ المُشتاقَ في أَشواقِهِ حَتْتى يَكونَ حَشاكَ في أَحشائِهِ,الكامل
405,إِنْنَ القَتيلَ مُضَرْرَجنْ بِدُموعِهِ مِثلُ القَتيلِ مُضَرْرَجنْ بِدِمائِهِ,الكامل
406,وَالعِشقُ كَالمَعشوقِ يَعذُبُ قُربُهُ لِلمُبتَلى وَيَنالُ مِن حَوبائِهِ,الكامل
407,لَو قُلتَ لِلدَنِفِ الحَزينِ فَدَيتُهُ مِمْما بِهِ لَأَغَرتَهُ بِفِدائِهِ,الكامل
408,وُقِيَ الأَميرُ هَوى العُيونِ فَإِنْنَهُ ما لا يَزولُ بِبَأسِهِ وَسَخائِهِ,الكامل
409,يَستَأسِرُ البَطَلَ الكَمِيْيَ بِنَظرَةتِنْ وَيَحولُ بَينَ فُؤادِهِ وَعَزائِهِ,الكامل
410,إِنْني دَعَوتُكَ لِلنَوائِبِ دَعوَتَنْ لَم يُدعَ سامِعُها إِلى أَكفائِهِ,الكامل
411,فَأَتَيتَ مِن فَوقِ الزَمانِ وَتَحتِهِ مُتَصَلصِلنْ وَأَمامِهِ وَوَرائِهِ,الكامل
412,مَن لِلسُيوفِ بِأَن تَكونَ سَمِيْيَها في أَصلِهِ وَفِرِندِهِ وَوَفائِهِ,الكامل
413,طُبِعَ الحَديدُ فَكانَ مِن أَجناسِهِ وَعَلِيْيٌ المَطبوعُ مِن آبائِهِ,الكامل
414,عَذلُ العَواذِلِ حَولَ قَلبِ التائِهِ وَهَوى الأَحِبْبَةِ مِنهُ في سَودائِهِ,الكامل
415,يَشكو المَلامُ إِلى اللَوائِمِ حَرْرَهُ وَيَصُدْدُ حينَ يَلُمنَ عَن بُرَحائِهِ,الكامل
416,وَبِمُهجَتي يا عاذِلي المَلِكُ الْلَذي أَسخَطتُ كُلْلَ الناسِ في إِرضائِهِ,الكامل
417,إِن كانَ قَد مَلَكَ القُلوبَ فَإِنْنَهُ مَلَكَ الزَمانَ بِأَرضِهِ وَسَمائِهِ,الكامل
418,الشَمسُ مِن حُسْسادِهِ وَالنَصرُ مِن قُرَنائِهِ وَالسَيفُ مِن أَسمائِهِ,الكامل
419,أَينَ الثَلاثَةُ مِن ثَلاثِ خِلالِهِ مِن حُسنِهِ وَإِبائِهِ وَمَضائِهِ,الكامل
420,مَضَتِ الدُهورُ وَما أَتَينَ بِمِثلِهِ وَلَقَد أَتى فَعَجَزنَ عَن نُظَرائِهِ,الكامل
431,أَمِنَ اِزدَيارَكِ في الدُجى الرُقَباءُ إِذ حَيثُ أَنتِ مِنَ الظَلامِ ضِياءُ,الكامل
432,قَلَقُ المَليحَةِ وَهيَ مِسكُنْ هَتكُها وَمَسيرُها في اللَيلِ وَهيَ ذُكاءُ,الكامل
433,أَسَفي عَلى أَسَفي الْلَذي دَلْلَهتِني عَن عِلمِهِ فَبِهِ عَلَيْيَ خَفاءُ,الكامل
434,وَشَكِيْيَتي فَقدُ السَقامِ لِأَنْنَهُ قَد كانَ لَمْما كانَ لي أَعضاءُ,الكامل
435,مَثْثَلتِ عَينَكِ في حَشايَ جِراحَتَنْ فَتَشابَها كِلتاهُما نَجلاءُ,الكامل
436,نَفَذَت عَلَيْيَ السابِرِيْيَ وَرُبْبَما تَندَقْقُ فيهِ الصَعدَةُ السَمراءُ,الكامل
437,أَنا صَخرَةُ الوادي إِذا ما زوحِمَت وَإِذا نَطَقتُ فَإِنْنَني الجَوزاءُ,الكامل
438,وَإِذا خَفيتُ عَلى الغَبِيْيِ فَعاذِرُنْ أَن لا تَراني مُقلَتُنْ عَمياءُ,الكامل
439,شِيَمُ اللَيالي أَن تُشَكْكِكَ ناقَتي صَدري بِها أَفضى أَمِ البَيداءُ,الكامل
440,فَتَبيتُ تُسئِدُ مُسئِدنْ في نَيْيِها إِسآدَها في المَهمَهِ الإِنضاءُ,الكامل
441,أَنساعُها مَمغوطَتُنْ وَخِفافُها مَنكوحَتُنْ وَطَريقُها عَذراءُ,الكامل
442,يَتَلَوْوَنُ الخِرْريتُ مِن خَوفِ التَوى فيها كَما يَتَلَوْوَنُ الحِرباءُ,الكامل
443,بَيني وَبَينَ أَبي عَلِيْيٍ مِثلُهُ شُمْمُ الجِبالِ وَمِثلَهُنْنَ رَجاءُ,الكامل
444,وَعِقابُ لُبنانِنْ وَكَيفَ بِقَطعِها وَهُوَ الشِتاءُ وَصَيفُهُنْنَ شِتاءُ,الكامل
445,لَبَسَ الثُلوجُ بِها عَلَيْيَ مَسالِكي فَكَأَنْنَها بِبَياضِها سَوداءُ,الكامل
446,وَكَذا الكَريمُ إِذا أَقامَ بِبَلدَةتِنْ سالَ النُضارُ بِها وَقامَ الماءُ,الكامل
447,جَمَدَ القِطارُ وَلَو رَأَتهُ كَما تَرى بُهِتَت فَلَم تَتَبَجْجَسِ الأَنواءُ,الكامل
448,في خَطْطِهِ مِن كُلْلِ قَلبِنْ شَهوَتُنْ حَتْتى كَأَنْنَ مِدادَهُ الأَهواءُ,الكامل
449,وَلِكُلْلِ عَينِنْ قُرْرَتُنْ في قُربِهِ حَتْتى كَأَنْنَ مَغيبَهُ الأَقذاءُ,الكامل
450,مَن يَهتَدي في الفِعلِ ما لا تَهتَدي في القَولِ حَتْتى يَفعَلَ الشُعَراءُ,الكامل
451,في كُلْلِ يَومِنْ لِلقَوافي جَولَتُنْ في قَلبِهِ وَلِأُذنِهِ إِصغاءُ,الكامل
452,وَإِغارَتُنْ فيما اِحتَواهُ كَأَنْنَما في كُلْلِ بَيتِنْ فَيلَقُنْ شَهباءُ,الكامل
453,مَن يَظلِمُ اللُؤَماءَ في تَكليفِهِم أَن يُصبِحوا وَهُمُ لَهُ أَكفاءُ,الكامل
454,وَنَذيمُهُم وَبِهِم عَرَفنا فَضلَهُ وَبِضِدْدِها تَتَبَيْيَنُ الأَشياءُ,الكامل
455,مَن نَفعُهُ في أَن يُهاجَ وَضَرْرُهُ في تَركِهِ لَو تَفطَنُ الأَعداءُ,الكامل
456,فَالسَلمُ يَكسِرُ مِن جَناحَي مالِهِ بِنَوالِهِ ما تَجبُرُ الهَيجاءُ,الكامل
457,يُعطي فَتُعطى مِن لُهى يَدِهِ اللُهى وَتُرى بِرُؤيَةِ رَأيِهِ الآراءُ,الكامل
458,مُتَفَرْرِقُ الطَعمَينِ مُجتَمِعُ القُوى فَكَأَنْنَهُ السَرْراءُ وَالضَرْراءُ,الكامل
459,وَكَأَنْنَهُ ما لا تَشاءُ عُداتُهُ مُتَمَثْثِلنْ لِوُفودِهِ ما شاؤوا,الكامل
460,يا أَيْيُها المُجدى عَلَيهِ روحُهُ إِذ لَيسَ يَأتِيهِ لَها اِستِجداءُ,الكامل
461,اِحمَد عُفاتَكَ لا فُجِعتَ بِفَقدِهِم فَلَتَركُ ما لَم يَأخُذوا إِعطاءُ,الكامل
462,لا تَكثُرُ الأَمواتُ كَثرَةُ قِلْلَةتِنْ إِلْلا إِذا شَقِيَت بِكَ الأَحياءُ,الكامل
463,وَالقَلبُ لا يَنشَقْقُ عَمْما تَحتَهُ حَتْتى تَحُلْلَ بِهِ لَكَ الشَحناءُ,الكامل
464,لَم تُسمَ يا هارونُ إِلْلا بَعدَما اِق تَرَعَت وَنازَعَتِ اِسمَكَ الأَسماءُ,الكامل
465,فَغَدَوتَ وَاِسمُكَ فيكَ غَيرُ مُشارِكِنْ وَالناسُ فيما في يَدَيكَ سَواءُ,الكامل
466,لَعَمَمتَ حَتْتى المُدنُ مِنكَ مِلاءُ وَلَفُتْتَ حَتْتى ذا الثَناءُ لَفاءُ,الكامل
467,وَلَجُدتَ حَتْتى كِدتَ تَبخَلُ حائِلنْ لِلمُنتَهى وَمِنَ السُرورِ بُكاءُ,الكامل
468,أَبَدَأتَ شَي مِنكَ يُعرَفُ بَدؤُهُ وَأَعَدتَ حَتْتى أُنكِرَ الإِبداءُ,الكامل
469,فَالفَخرُ عَن تَقصيرِهِ بِكَ ناكِبُنْ وَالمَجدُ مِن أَن تُستَزادَ بَراءُ,الكامل
470,فَإِذا سُئِلتَ فَلا لِأَنْنَكَ مُحوِجُنْ وَإِذا كُتِمتَ وَشَت بِكَ الآلاءُ,الكامل
471,وَإِذا مُدِحتَ فَلا لِتَكسِبَ رَفعَتَنْ لِلشاكِرينَ عَلى الإِلَهِ ثَناءُ,الكامل
472,وَإِذا مُطِرتَ فَلا لِأَنْنَكَ مُجدِبُنْ يُسقى الخَصيبُ وَتُمطَرُ الدَأماءُ,الكامل
