البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
وَأَخْبَث الأَمْرَاضِ تَنْتَابُهُ مِنْ حَيْثُ لا يَدْرِي وَلا يَفْهَمُ,مِنْ حَيْثُ لا يَدْرِي وَلا يَفْهَمُ,وَأَخْبَث الأَمْرَاضِ تَنْتَابُهُ,السريع,خليل مطران
وَمِنْهُمُ السَّالِمُ لَكِنَّهُ مِنْ مُغْرِيَاتِ السُّوءِ لا يَسْلَمُ,مِنْ مُغْرِيَاتِ السُّوءِ لا يَسْلَمُ,وَمِنْهُمُ السَّالِمُ لَكِنَّهُ,السريع,خليل مطران
يُفِيدُ مِنْ أَحْقَادِهِ أَنَّهُ مُتَّخَمٌ يُوثَقُ أَوْ مُجْرِمُ,مُتَّخَمٌ يُوثَقُ أَوْ مُجْرِمُ,يُفِيدُ مِنْ أَحْقَادِهِ أَنَّهُ,السريع,خليل مطران
أَولَئِكَ الأَنْعَاسُ لَوْ أُنْصِفُوا أَجِدَرُ خَلْقِ اللهِ إِنْ يُرْحَمُوا,أَجِدَرُ خَلْقِ اللهِ إِنْ يُرْحَمُوا,أَولَئِكَ الأَنْعَاسُ لَوْ أُنْصِفُوا,السريع,خليل مطران
وَمَا لَهُمْ ذَنْبٌ سِوَى أَنَّهُمْ مَا نُشِّبُوا يَوْماً وَمَا حُلمُوا,مَا نُشِّبُوا يَوْماً وَمَا حُلمُوا,وَمَا لَهُمْ ذَنْبٌ سِوَى أَنَّهُمْ,السريع,خليل مطران
هُمْ ثَرْوَةٌ مَفْقُودَةٌ لِلحِمَى فَعَلِّمُوهُمْ عِلمُواّ عَلِّمُوا,فَعَلِّمُوهُمْ عِلمُواّ عَلِّمُوا,هُمْ ثَرْوَةٌ مَفْقُودَةٌ لِلحِمَى,السريع,خليل مطران
تَصَوَّرُوا كَيْفَ يَكُونُونَ لَوْ رُدوا عَنِ الغَيِّ وَلَوْ أُحْكِمُوا,رُدوا عَنِ الغَيِّ وَلَوْ أُحْكِمُوا,تَصَوَّرُوا كَيْفَ يَكُونُونَ لَوْ,السريع,خليل مطران
وَمَا يَكُونُونَ إِذَا هُذِّبُوا تَهْذِيبَ رِفْقٍ وَإِذَا قوِّمُوا,تَهْذِيبَ رِفْقٍ وَإِذَا قوِّمُوا,وَمَا يَكُونُونَ إِذَا هُذِّبُوا,السريع,خليل مطران
وَمَا أَسْبَابُ أَدْوَائِهِمْ وَكُلُّهُمْ لَوْ نُفِيَتْ ضَيْغَمُ,وَكُلُّهُمْ لَوْ نُفِيَتْ ضَيْغَمُ,وَمَا أَسْبَابُ أَدْوَائِهِمْ,السريع,خليل مطران
وَأُبْطِلَ السِّحْرُ وَتَضْلِيلُهُ وَعُطِّلَ الإِيهَامُ وَالمُوهِمُ,وَعُطِّلَ الإِيهَامُ وَالمُوهِمُ,وَأُبْطِلَ السِّحْرُ وَتَضْلِيلُهُ,السريع,خليل مطران
وَوَضَحَ الفَرْقُ لَهُمْ بَيْنَ مَا يَحِلُّ مِنْ أَمْرٍ وَمَا يَحْرُمُ,يَحِلُّ مِنْ أَمْرٍ وَمَا يَحْرُمُ,وَوَضَحَ الفَرْقُ لَهُمْ بَيْنَ مَا,السريع,خليل مطران
خَلْقٌ ضِعَافٌ وَبِهِمْ قُوَّةٌ غَلاَّبَةٌ إِنْ خُدِمَتْ تَخْدُمُ,غَلاَّبَةٌ إِنْ خُدِمَتْ تَخْدُمُ,خَلْقٌ ضِعَافٌ وَبِهِمْ قُوَّةٌ,السريع,خليل مطران
بِهِمْ ذَكَاءٌ لَوْ جَلا صَيْقَلٌ أَصْدَاءهُ لَمْ يَحْكِهِ مِخْدَمُ,أَصْدَاءهُ لَمْ يَحْكِهِ مِخْدَمُ,بِهِمْ ذَكَاءٌ لَوْ جَلا صَيْقَلٌ,السريع,خليل مطران
بِهِمْ أَنَاةٌ مِنْ أَعَاجِيبِهَا مَواثِلُ الآثَارِ وَالجُثَّمُ,مَواثِلُ الآثَارِ وَالجُثَّمُ,بِهِمْ أَنَاةٌ مِنْ أَعَاجِيبِهَا,السريع,خليل مطران
بَنَوْا بِهَا أَهْرَامَ مِصْرَ الَّتِي قَدْ يَهْرَمُ الدَّهْرُ وَلا تَهْرَمُ,قَدْ يَهْرَمُ الدَّهْرُ وَلا تَهْرَمُ,بَنَوْا بِهَا أَهْرَامَ مِصْرَ الَّتِي,السريع,خليل مطران
أُولَئِكُمْ ذُخْرٌ لأَوْطَانِكثمْ فَعَلِّمُوهُمْ عَلِّمُوا عَلِّمُوا,فَعَلِّمُوهُمْ عَلِّمُوا عَلِّمُوا,أُولَئِكُمْ ذُخْرٌ لأَوْطَانِكثمْ,السريع,خليل مطران
فِتْيَانَ مِصْرَ الأَوْفِيَاءَ الأُولَى هُمْ فِي مَجَالاتِ الفِدَى مَا هُمُ,هُمْ فِي مَجَالاتِ الفِدَى مَا هُمُ,فِتْيَانَ مِصْرَ الأَوْفِيَاءَ الأُولَى,السريع,خليل مطران
قَوْلُ عَلِيٍّ قَبَسٌ لِلهُدَى مِنْ مَصْدَرِ الحِكْمَةِ مُسْتَلْهَمُ,مِنْ مَصْدَرِ الحِكْمَةِ مُسْتَلْهَمُ,قَوْلُ عَلِيٍّ قَبَسٌ لِلهُدَى,السريع,خليل مطران
وَرَأْيُ إِسْمَاعِيلَ فِيمَا جَلا لَكُمْ هُو المُجْتَمَعُ المُحْكَمُ,لَكُمْ هُو المُجْتَمَعُ المُحْكَمُ,وَرَأْيُ إِسْمَاعِيلَ فِيمَا جَلا,السريع,خليل مطران
وَفِي إِهَابَاتِ نُصَيْرٍ بِكُمْ مَا يَبْعَثُ العزْمَ وَمَا يُضْرِمُ,مَا يَبْعَثُ العزْمَ وَمَا يُضْرِمُ,وَفِي إِهَابَاتِ نُصَيْرٍ بِكُمْ,السريع,خليل مطران
هُبُّوا لإِصْلاحِ القُرَى هِبَّةً تُؤْثَرُ فِي تَارِيخِهَا عَنْكُمُ,تُؤْثَرُ فِي تَارِيخِهَا عَنْكُمُ,هُبُّوا لإِصْلاحِ القُرَى هِبَّةً,السريع,خليل مطران
تَزِيدُ أَرْكَانَ الحِمَى قُوَّةً بِقُوَّةِ الرُّكْنِ الَّذِي يُدْعَمُ,بِقُوَّةِ الرُّكْنِ الَّذِي يُدْعَمُ,تَزِيدُ أَرْكَانَ الحِمَى قُوَّةً,السريع,خليل مطران
مِصْرُ بِحَقٍّ نَدَبَتْ نَشْئَهَا لَهَا وَذَاكَ الشَّرَفُ الأَعْظَمُ,لَهَا وَذَاكَ الشَّرَفُ الأَعْظَمُ,مِصْرُ بِحَقٍّ نَدَبَتْ نَشْئَهَا,السريع,خليل مطران
مَا الجُهْدُ إِنْ يُبْذَلْ وَفِي حُبِّهَا غَيْرُ عَزِيزٍ إِنْ يُرَاقَ الدَّمُ,غَيْرُ عَزِيزٍ إِنْ يُرَاقَ الدَّمُ,مَا الجُهْدُ إِنْ يُبْذَلْ وَفِي حُبِّهَا,السريع,خليل مطران
أَهْلُ القُرَى أَبْنَاؤُهَا مِثْلُكُمْ فَعَلمُوهُمْ عَلِّمُوا عَلِّمُوا,فَعَلمُوهُمْ عَلِّمُوا عَلِّمُوا,أَهْلُ القُرَى أَبْنَاؤُهَا مِثْلُكُمْ,السريع,خليل مطران
لا آخذَ الله غزال النقا أيُّ عناً أبقى على العاشق,أيُّ عناً أبقى على العاشق,لا آخذَ الله غزال النقا,السريع,ابن نباته المصري
ما بين حجلٍ أو وشاحٍ بدا وراحَ بالصامت والناطق,وراحَ بالصامت والناطق,ما بين حجلٍ أو وشاحٍ بدا,السريع,ابن نباته المصري
من عاون الشيطان في ظلمه وفسقه من جملة الفاسقين,وفسقه من جملة الفاسقين,من عاون الشيطان في ظلمه,السريع,ابن علوي الحداد
وهو غريق في الضلال وفي ال عناد للَه القوي المتين,عناد للَه القوي المتين,وهو غريق في الضلال وفي ال,السريع,ابن علوي الحداد
يا حافظاً تشهدُ أخلاقُه بأنه قد طابَ أعراقا,بأنه قد طابَ أعراقا,يا حافظاً تشهدُ أخلاقُه,السريع,ابن قلاقس
ومن غدا ثانيَ شمسِ الضُحى عُلوّ مقدارٍ وإشراقا,عُلوّ مقدارٍ وإشراقا,ومن غدا ثانيَ شمسِ الضُحى,السريع,ابن قلاقس
إن فُقْتَ أهلَ الأرضِ عِلماً فقد أنفقتَ فيه العُمرَ إنفاقا,أنفقتَ فيه العُمرَ إنفاقا,إن فُقْتَ أهلَ الأرضِ عِلماً فقد,السريع,ابن قلاقس
وجدْتَ جودَ الغيثِ لما انْبرى يُلحُّ إرعاداً وإبراقا,يُلحُّ إرعاداً وإبراقا,وجدْتَ جودَ الغيثِ لما انْبرى,السريع,ابن قلاقس
قد جمُدَ الجاري وعَيشي كما تراه يا مولاي قد ضاقا,تراه يا مولاي قد ضاقا,قد جمُدَ الجاري وعَيشي كما,السريع,ابن قلاقس
فجُدْ بتعجيلكَ لي بعضَه أنْفِقُه في القوتِ إنفاقا,أنْفِقُه في القوتِ إنفاقا,فجُدْ بتعجيلكَ لي بعضَه,السريع,ابن قلاقس
لقد غدا غُصْني سليباً فهل تُلبِسُه جدواكَ أوراقا,تُلبِسُه جدواكَ أوراقا,لقد غدا غُصْني سليباً فهل,السريع,ابن قلاقس
ما بَلْدَةٌ في الشّأمِ قَلْبُ اسمها تَصْحيفُهُ أخرى بأَرْضِ العَجَمْ,تَصْحيفُهُ أخرى بأَرْضِ العَجَمْ,ما بَلْدَةٌ في الشّأمِ قَلْبُ اسمها,السريع,ابن الفارض
وثُلْثُهُ إن زالَ مِنْ قَلْبِهِ وجَدْتَهُ طَيراً شجيَّ النّغَمْ,وجَدْتَهُ طَيراً شجيَّ النّغَمْ,وثُلْثُهُ إن زالَ مِنْ قَلْبِهِ,السريع,ابن الفارض
وثُلْثُهُ نِصْفٌ ورُبْعٌ لهُ ورُبْعُهُ ثُلْثَاهُ حينَ انقَسَمْ,ورُبْعُهُ ثُلْثَاهُ حينَ انقَسَمْ,وثُلْثُهُ نِصْفٌ ورُبْعٌ لهُ,السريع,ابن الفارض
وقال أيضاً: السريع,السريع,وقال أيضاً:,السريع,عمارة اليمني
المدح يدري أنكم أكبر من كل ما ينظم أو ينثر,من كل ما ينظم أو ينثر,المدح يدري أنكم أكبر,السريع,عمارة اليمني
وإنما يثني على فضلكم كل ولي بالذي يقدر,كل ولي بالذي يقدر,وإنما يثني على فضلكم,السريع,عمارة اليمني
ولو عذرتم كان إحسانكم مطالباً بالشكر لا يعذر,مطالباً بالشكر لا يعذر,ولو عذرتم كان إحسانكم,السريع,عمارة اليمني
وكيف يقضي حقكم مادح ظلت قوافيه بكم تفخر,ظلت قوافيه بكم تفخر,وكيف يقضي حقكم مادح,السريع,عمارة اليمني
نسط من خاطره أنكم منه بما ينشده أخبر,منه بما ينشده أخبر,نسط من خاطره أنكم,السريع,عمارة اليمني
وأنكم من كل مسترزق بالشعر من أيديكم أشعر,بالشعر من أيديكم أشعر,وأنكم من كل مسترزق,السريع,عمارة اليمني
يا آل رزيك نداء امرئ يضمر فيكم فوق ما يظهر,يضمر فيكم فوق ما يظهر,يا آل رزيك نداء امرئ,السريع,عمارة اليمني
مازال يستخبر عن فضلكم وهو كضوء الشمس بل أشهر,وهو كضوء الشمس بل أشهر,مازال يستخبر عن فضلكم,السريع,عمارة اليمني
حتى إذا شاهد أفعالكم صدق حسن الخبر المخبر,صدق حسن الخبر المخبر,حتى إذا شاهد أفعالكم,السريع,عمارة اليمني
أنتم يد الله مشكورة ومنة الله لا تكفر,ومنة الله لا تكفر,أنتم يد الله مشكورة,السريع,عمارة اليمني
طويتم الجور إلى أن غدا في كل أرض عدلكم ينشر,في كل أرض عدلكم ينشر,طويتم الجور إلى أن غدا,السريع,عمارة اليمني
وأينع المعروف في عصركم فلا انقضى واجتنب المنكر,فلا انقضى واجتنب المنكر,وأينع المعروف في عصركم,السريع,عمارة اليمني
عليكم قبل ملوك الورى في كل أمر تقعد الخنصر,في كل أمر تقعد الخنصر,عليكم قبل ملوك الورى,السريع,عمارة اليمني
جمعكم عول على فضلكم أصغرهم في القدر والأكبر,أصغرهم في القدر والأكبر,جمعكم عول على فضلكم,السريع,عمارة اليمني
فليستديموا بموالاتكم سوابغ النعمة وليشكروا,سوابغ النعمة وليشكروا,فليستديموا بموالاتكم,السريع,عمارة اليمني
فنعمة الله إذا أُطلقت ولم تقيد بالوفاء تنفر,ولم تقيد بالوفاء تنفر,فنعمة الله إذا أُطلقت,السريع,عمارة اليمني
بذكركم يفتخر السيف وال أقلام والقرطاس والمنبر,أقلام والقرطاس والمنبر,بذكركم يفتخر السيف وال,السريع,عمارة اليمني
والأمر والنهي ودين الهدى والملك والأبيض والأحمر,والملك والأبيض والأحمر,والأمر والنهي ودين الهدى,السريع,عمارة اليمني
وتخجل الأرض إذا أنشدت أوصافكم والمسك والعنبر,أوصافكم والمسك والعنبر,وتخجل الأرض إذا أنشدت,السريع,عمارة اليمني
لم تخلقوا إلا على قدر ما يختاره المجد وما يؤثر,يختاره المجد وما يؤثر,لم تخلقوا إلا على قدر ما,السريع,عمارة اليمني
وجوهكم يقطر ماء الحيا منها وأيديكم بها تقطر,منها وأيديكم بها تقطر,وجوهكم يقطر ماء الحيا,السريع,عمارة اليمني
بالصالح الهادي سموتم على كل عظيم قدره يذكر,كل عظيم قدره يذكر,بالصالح الهادي سموتم على,السريع,عمارة اليمني
أبلج صرف الدهر عن أمره ونهيه يورد أو يصدر,ونهيه يورد أو يصدر,أبلج صرف الدهر عن أمره,السريع,عمارة اليمني
ديمة كفيه فلا أقلعت بأساً وجوداً أبداً تمطر,بأساً وجوداً أبداً تمطر,ديمة كفيه فلا أقلعت,السريع,عمارة اليمني
الكاشف الغمة من بعدما راح بها سرب الهدى يذعر,راح بها سرب الهدى يذعر,الكاشف الغمة من بعدما,السريع,عمارة اليمني
تارك نصر وأبيه لقاً تنثاب أشلاءهما الأنسر,تنثاب أشلاءهما الأنسر,تارك نصر وأبيه لقاً,السريع,عمارة اليمني
وتارك الدور التي شيدوا خاوية خالية تصفر,خاوية خالية تصفر,وتارك الدور التي شيدوا,السريع,عمارة اليمني
شرفها بعدهما معشر قدرهم من قدرها أكبر,قدرهم من قدرها أكبر,شرفها بعدهما معشر,السريع,عمارة اليمني
وطهر الناصر أرجاءها والغيث إن جاد الثرى يطهر,والغيث إن جاد الثرى يطهر,وطهر الناصر أرجاءها,السريع,عمارة اليمني
مرت عليها سحب إحسانه فاخضر من ساحتها المرمر,فاخضر من ساحتها المرمر,مرت عليها سحب إحسانه,السريع,عمارة اليمني
وكل يوم للندى عنده وللقرى الجم بها محضر,وللقرى الجم بها محضر,وكل يوم للندى عنده,السريع,عمارة اليمني
وللعطايا يا موسم جامع فيها وللشعر بها معشر,فيها وللشعر بها معشر,وللعطايا يا موسم جامع,السريع,عمارة اليمني
لو لم تكن جنة خلد لما جرى بها من جوده كوثر,جرى بها من جوده كوثر,لو لم تكن جنة خلد لما,السريع,عمارة اليمني
ولا تلا المدح على سمعه أبشر فشانيك هو الأبتر,أبشر فشانيك هو الأبتر,ولا تلا المدح على سمعه,السريع,عمارة اليمني
لو لم تغص في بحر إحسانه خواطري ما صح ذا الجوهر,خواطري ما صح ذا الجوهر,لو لم تغص في بحر إحسانه,السريع,عمارة اليمني
أغر يبدو لك من وجهه نور المعالي أبداً يزهر,نور المعالي أبداً يزهر,أغر يبدو لك من وجهه,السريع,عمارة اليمني
كالليث إلا أن ذا باسم والغيث إلا أن ذا أغزر,والغيث إلا أن ذا أغزر,كالليث إلا أن ذا باسم,السريع,عمارة اليمني
لقب بالناصر لما غدا بسيفه دين الهدى ينصر,بسيفه دين الهدى ينصر,لقب بالناصر لما غدا,السريع,عمارة اليمني
أعف من فوق الثرى قدرة وهو على إمضائها أقدر,وهو على إمضائها أقدر,أعف من فوق الثرى قدرة,السريع,عمارة اليمني
شبيبة أصبح ريعانها من شيب نزق أوقر,من شيب نزق أوقر,شبيبة أصبح ريعانها,السريع,عمارة اليمني
مثقف الغصن على أنه ريان من ماء الصبا أخضر,ريان من ماء الصبا أخضر,مثقف الغصن على أنه,السريع,عمارة اليمني
وفي ضمير الملك من حبه سريرة لابد ما تظهر,سريرة لابد ما تظهر,وفي ضمير الملك من حبه,السريع,عمارة اليمني
منزلة أصبح إهلالها فما الذي من ذكرها يستر,فما الذي من ذكرها يستر,منزلة أصبح إهلالها,السريع,عمارة اليمني
إن رشح الليث له شبله فهو بها من غيره أجدر,فهو بها من غيره أجدر,إن رشح الليث له شبله,السريع,عمارة اليمني
ومن غدا الهادي له والداً فليس من مكرمة يقصر,فليس من مكرمة يقصر,ومن غدا الهادي له والداً,السريع,عمارة اليمني
أصل كريم زانه فرعه ال سامي وفرع زانه العنصر,سامي وفرع زانه العنصر,أصل كريم زانه فرعه ال,السريع,عمارة اليمني
لا ولد يغضي ولا والد من خجل إن ضمه المحضر,من خجل إن ضمه المحضر,لا ولد يغضي ولا والد,السريع,عمارة اليمني
أيهما أجريت ذكراً له فغرة الثاني به تسفر,فغرة الثاني به تسفر,أيهما أجريت ذكراً له,السريع,عمارة اليمني
ملكان كل منهما مقلة ومقلة الثاني لها محجر,ومقلة الثاني لها محجر,ملكان كل منهما مقلة,السريع,عمارة اليمني
إن جلسا فالبدر والمشتري أو ركبا فالشبل والقسور,أو ركبا فالشبل والقسور,إن جلسا فالبدر والمشتري,السريع,عمارة اليمني
جادا من الدنيا لما لم يجد ببعضه يحيى ولا جعفر,ببعضه يحيى ولا جعفر,جادا من الدنيا لما لم يجد,السريع,عمارة اليمني
لو لم يكن قدرهما عالياً قلت هما النعمان والمنذر,قلت هما النعمان والمنذر,لو لم يكن قدرهما عالياً,السريع,عمارة اليمني
نجَّاك يا ابن الحاجِبِ الحاجبُ وأين ينجو منّيَ الهاربُ,وأين ينجو منّيَ الهاربُ,نجَّاك يا ابن الحاجِبِ الحاجبُ,السريع,ابن الرومي
أبعدَ إحرازِك أيمانَنا هاربْتَنا واعتذر الحاجبُ,هاربْتَنا واعتذر الحاجبُ,أبعدَ إحرازِك أيمانَنا,السريع,ابن الرومي
يا واقباً بالأمس في بيتهِ ما وقبَ المِخراقُ يا واقبُ,ما وقبَ المِخراقُ يا واقبُ,يا واقباً بالأمس في بيتهِ,السريع,ابن الرومي
يا عجباً إذ ذاك من حالةٍ دافِعُنا فيها هو الجاذِبُ,دافِعُنا فيها هو الجاذِبُ,يا عجباً إذ ذاك من حالةٍ,السريع,ابن الرومي
حقّاً لقد أولَيتَنَا جَفوةً يُمحِلُ منها البلدُ العاشبُ,يُمحِلُ منها البلدُ العاشبُ,حقّاً لقد أولَيتَنَا جَفوةً,السريع,ابن الرومي
انظُر بعين العدلِ تُبْصرْ بها أنك عن منهاجِه ناكبُ,أنك عن منهاجِه ناكبُ,انظُر بعين العدلِ تُبْصرْ بها,السريع,ابن الرومي
سالمتَ أضداداً فحاربتنا وذاك منك العَجَبُ العاجبُ,وذاك منك العَجَبُ العاجبُ,سالمتَ أضداداً فحاربتنا,السريع,ابن الرومي
أحَرْبُنا حين أسَغْتَ الشَّجا وحِزْبُنا إذ ضافَك الحازبُ,وحِزْبُنا إذ ضافَك الحازبُ,أحَرْبُنا حين أسَغْتَ الشَّجا,السريع,ابن الرومي
هِيبَتْ لقومٍ شرَّةٌ فاجْتبُوا ولم يَهَبْ شِرَّتَنا هائبُ,ولم يَهَبْ شِرَّتَنا هائبُ,هِيبَتْ لقومٍ شرَّةٌ فاجْتبُوا,السريع,ابن الرومي
وانصاعت الدعوةُ تِلْقاءَهُم وصابَ فيهم مُزنُها الصائبُ,وصابَ فيهم مُزنُها الصائبُ,وانصاعت الدعوةُ تِلْقاءَهُم,السريع,ابن الرومي
لا بِدْعَ إن الحرب مرقوبةٌ والسِّلمَ لا يرقُبُه راقبُ,والسِّلمَ لا يرقُبُه راقبُ,لا بِدْعَ إن الحرب مرقوبةٌ,السريع,ابن الرومي
هذا على أنك ذو شيمةٍ يُدرُّها الماسحُ لا العاصبُ,يُدرُّها الماسحُ لا العاصبُ,هذا على أنك ذو شيمةٍ,السريع,ابن الرومي
لا زلتَ مَنْ لا سَيْفُهُ ناكلٌ قِدْماً ومن لا بحرُه ناضبُ,قِدْماً ومن لا بحرُه ناضبُ,لا زلتَ مَنْ لا سَيْفُهُ ناكلٌ,السريع,ابن الرومي
يا حَسْرتا للسارِقي يومَنا ولم يُصبهم مِخلَبٌ خالبُ,ولم يُصبهم مِخلَبٌ خالبُ,يا حَسْرتا للسارِقي يومَنا,السريع,ابن الرومي
ما غرَّهم منا ونحن الأُلى لم يُرَ في سلطانهم خاربُ,لم يُرَ في سلطانهم خاربُ,ما غرَّهم منا ونحن الأُلى,السريع,ابن الرومي
إن لم يُقيدونا بها مثلها فالشعر حُرٌّ إن نَجَوْا سائبُ,فالشعر حُرٌّ إن نَجَوْا سائبُ,إن لم يُقيدونا بها مثلها,السريع,ابن الرومي
بل ليتَ شِعري عنك في أمسنا والظنُّ عن غيبِ الفتى ثاقبُ,والظنُّ عن غيبِ الفتى ثاقبُ,بل ليتَ شِعري عنك في أمسنا,السريع,ابن الرومي
هل قلتَ أخطأتم رماياكُمُ لا يلتقي الشارقُ والغاربُ,لا يلتقي الشارقُ والغاربُ,هل قلتَ أخطأتم رماياكُمُ,السريع,ابن الرومي
لَهْفي وقد جاءَتْكَ جفَّالةٌ كلٌّ مُغِذٌ ساغِبٌ لاغبُ,كلٌّ مُغِذٌ ساغِبٌ لاغبُ,لَهْفي وقد جاءَتْكَ جفَّالةٌ,السريع,ابن الرومي
ألا يُلاقوك فَتَلْقى بهم أكْلَ يتامى ما لهم كاسبُ,أكْلَ يتامى ما لهم كاسبُ,ألا يُلاقوك فَتَلْقى بهم,السريع,ابن الرومي
من كلِّ شَحْذانِ الْحشا لُهْمُمٌ يأكل ما لا يحسِبُ الحاسبُ,يأكل ما لا يحسِبُ الحاسبُ,من كلِّ شَحْذانِ الْحشا لُهْمُمٌ,السريع,ابن الرومي
فكَّاهُ كالعصرين من دهره كلاهما في شأنه دائبُ,كلاهما في شأنه دائبُ,فكَّاهُ كالعصرين من دهره,السريع,ابن الرومي
ذي مِعْدةٍ ثعلبُها لاحِس وتارةً أرنبُها ضاغبُ,وتارةً أرنبُها ضاغبُ,ذي مِعْدةٍ ثعلبُها لاحِس,السريع,ابن الرومي
تعلوهُ حُمَّى شَرَهٍ نافضٌ لكنّ حُمّى هَضْمِهِ صالبُ,لكنّ حُمّى هَضْمِهِ صالبُ,تعلوهُ حُمَّى شَرَهٍ نافضٌ,السريع,ابن الرومي
كأنما الفرُّوج في كفَّهِ فريسةٌ ضِرغامها داربُ,فريسةٌ ضِرغامها داربُ,كأنما الفرُّوج في كفَّهِ,السريع,ابن الرومي
وإن غدا الشَّبوط قِرْناً لهم فخدُّ شَبُّوطِهمُ التَّاربُ,فخدُّ شَبُّوطِهمُ التَّاربُ,وإن غدا الشَّبوط قِرْناً لهم,السريع,ابن الرومي
أقسمتُ لو أنك لاقيتَهُم نابَك من أضراسهم نائبُ,نابَك من أضراسهم نائبُ,أقسمتُ لو أنك لاقيتَهُم,السريع,ابن الرومي
أبشرْ بكرٍّ عاجلٍ إنني بالثَّأْرِ في أمثالها طالبُ,بالثَّأْرِ في أمثالها طالبُ,أبشرْ بكرٍّ عاجلٍ إنني,السريع,ابن الرومي
لا تحسَبنِّي عنك في غَفْلةٍ عَوْدِي وشيكٌ أيها الصاحبُ,عَوْدِي وشيكٌ أيها الصاحبُ,لا تحسَبنِّي عنك في غَفْلةٍ,السريع,ابن الرومي
قلتُ لصحبي حين راوغْتَهم لا تحزنوا قد يشهدُ الغائبُ,لا تحزنوا قد يشهدُ الغائبُ,قلتُ لصحبي حين راوغْتَهم,السريع,ابن الرومي
سيصنعُ اللَّهُ لنا في غدٍ إن كان أكْدَى يومُنا الخائبُ,إن كان أكْدَى يومُنا الخائبُ,سيصنعُ اللَّهُ لنا في غدٍ,السريع,ابن الرومي
كُرُّوا على الشيخ بتطفيلةٍ عن عَزْمةٍ كوكبُها ثاقبُ,عن عَزْمةٍ كوكبُها ثاقبُ,كُرُّوا على الشيخ بتطفيلةٍ,السريع,ابن الرومي
وإن زَواهُ عنكُمُ جانبٌ فلا يَفُتْكُم ذلك الجانبُ,فلا يَفُتْكُم ذلك الجانبُ,وإن زَواهُ عنكُمُ جانبٌ,السريع,ابن الرومي
جُوسُوا عليه الأرضَ واستَخْبروا حتى يروحَ الخبرُ العازبُ,حتى يروحَ الخبرُ العازبُ,جُوسُوا عليه الأرضَ واستَخْبروا,السريع,ابن الرومي
لا تَنْجُوَنْ منكم فَراريجُهُ لا وَهَبَ المُنْجي لها الواهبُ,لا وَهَبَ المُنْجي لها الواهبُ,لا تَنْجُوَنْ منكم فَراريجُهُ,السريع,ابن الرومي
لا تُفْلِتَنْ منكُم شَبَابيطُهُ لا أفلتَ الطَّامي ولا الراسبُ,لا أفلتَ الطَّامي ولا الراسبُ,لا تُفْلِتَنْ منكُم شَبَابيطُهُ,السريع,ابن الرومي
جُدُّوا فقد جَدَّ بكم لاعباً وقد يَجُدُّ الرجلُ اللاعبُ,وقد يَجُدُّ الرجلُ اللاعبُ,جُدُّوا فقد جَدَّ بكم لاعباً,السريع,ابن الرومي
ولْيَكُن الكرُّ على غِرَّةٍ والصيدُ في مأمنه ساربُ,والصيدُ في مأمنه ساربُ,ولْيَكُن الكرُّ على غِرَّةٍ,السريع,ابن الرومي
مقالةٌ قمتُ بها خاطباً وقد يُصيبُ الغُرَّةَ الخاطبُ,وقد يُصيبُ الغُرَّةَ الخاطبُ,مقالةٌ قمتُ بها خاطباً,السريع,ابن الرومي
فاعتَزَمَ القومُ على غارةٍ ساندَ فيها الراجلَ الراكبُ,ساندَ فيها الراجلَ الراكبُ,فاعتَزَمَ القومُ على غارةٍ,السريع,ابن الرومي
يَهْدي أبو عثمان كُردُوسَها هَداك ذاك الطاعنُ الضاربُ,هَداك ذاك الطاعنُ الضاربُ,يَهْدي أبو عثمان كُردُوسَها,السريع,ابن الرومي
يُرْقِلُ والرَّايَةُ في كفِّه قد حَفَّها الرامحُ والناشبُ,قد حَفَّها الرامحُ والناشبُ,يُرْقِلُ والرَّايَةُ في كفِّه,السريع,ابن الرومي
والقومُ لاقَوْكَ فأعْدِدْ لهم ما يَرْتضي الآكِلُ والشاربُ,ما يَرْتضي الآكِلُ والشاربُ,والقومُ لاقَوْكَ فأعْدِدْ لهم,السريع,ابن الرومي
يَسِّرْ فراريجَكَ مَقرونةً بها شبابيطُكَ يا كاتبُ,بها شبابيطُكَ يا كاتبُ,يَسِّرْ فراريجَكَ مَقرونةً,السريع,ابن الرومي
تلك التي مَخْبَرُها ناعمٌ تلك التي منظرُها شاحبُ,تلك التي منظرُها شاحبُ,تلك التي مَخْبَرُها ناعمٌ,السريع,ابن الرومي
واذكُر بقلبٍ غيرِ مُسْتَوْهلٍ يعروهُ من ذِكْر القِرى ناخبُ,يعروهُ من ذِكْر القِرى ناخبُ,واذكُر بقلبٍ غيرِ مُسْتَوْهلٍ,السريع,ابن الرومي
أنَّك من جيران قُطْرُبُّلٍ وعندك اللَّقحَةُ والحالبُ,وعندك اللَّقحَةُ والحالبُ,أنَّك من جيران قُطْرُبُّلٍ,السريع,ابن الرومي
فاسْقِ حليبَ الكَرْم شُرَّابَهُ إذ ليس من شأنهمُ الرائبُ,إذ ليس من شأنهمُ الرائبُ,فاسْقِ حليبَ الكَرْم شُرَّابَهُ,السريع,ابن الرومي
