الشاعر,البحر,الشطر الأيمن,الشطر الأيسر,البيت
الإمام القحطاني الأندلسي,الكامل,صِدِّيقُ أَحْمَدَ صَاحِبُ الْغَارِ الَّذِي , هُوَ في الْمَغَارَةِ وَالنَّبِيُّ اثْنَانِ,صِدِّيقُ أَحْمَدَ صَاحِبُ الْغَارِ الَّذِي هُوَ في الْمَغَارَةِ وَالنَّبِيُّ اثْنَانِ
الإمام القحطاني الأندلسي,الكامل,أَعْنِي أَبَا بَكْرِ الَّذِي لَمْ يَخْتَلِفْ , مِنْ شَرْعِنَا في فَضْلِهِ رَجُلاَنِ,أَعْنِي أَبَا بَكْرِ الَّذِي لَمْ يَخْتَلِفْ مِنْ شَرْعِنَا في فَضْلِهِ رَجُلاَنِ
الإمام القحطاني الأندلسي,الكامل,هُوَ شَيْخُ أَصْحَابِ النَّبِيِّ وَخَيْرُهُمْ , وَإِمَامُهُمْ حَقًّا بِلاَ بُطْلاَنِ,هُوَ شَيْخُ أَصْحَابِ النَّبِيِّ وَخَيْرُهُمْ وَإِمَامُهُمْ حَقًّا بِلاَ بُطْلاَنِ
الإمام القحطاني الأندلسي,الكامل,وَأَبُو الْمُطَهَّرِةِ الَّتِي تَنْزِيهُهَا , قَدْ جَاءَنَا في النُّورِ وَالْفُرْقَانِ,وَأَبُو الْمُطَهَّرِةِ الَّتِي تَنْزِيهُهَا قَدْ جَاءَنَا في النُّورِ وَالْفُرْقَانِ
الإمام القحطاني الأندلسي,الكامل,أَكْرِمْ بِعَائِشَةَ الرِّضَا مِنْ حُرَّةٍ , بِكْرٍ مُطَهَّرَةِ الإِزَارِ حَصَانِ,أَكْرِمْ بِعَائِشَةَ الرِّضَا مِنْ حُرَّةٍ بِكْرٍ مُطَهَّرَةِ الإِزَارِ حَصَانِ
الإمام القحطاني الأندلسي,الكامل,هِيَ زَوْجُ خَيْرِ الأَنْبِيَاءِ وَبِكْرُهُ , وَعَرُوسُهُ مِنْ جُمْلَةِ النِّسْوَانِ,هِيَ زَوْجُ خَيْرِ الأَنْبِيَاءِ وَبِكْرُهُ وَعَرُوسُهُ مِنْ جُمْلَةِ النِّسْوَانِ
الإمام القحطاني الأندلسي,الكامل,هِيَ عِرْسُهُ هِيَ أُنْسُهُ هِيَ إِلْفُهُ , هِيَ حِبُّهُ صِدْقًا بِلاَ إِدْهَانِ,هِيَ عِرْسُهُ هِيَ أُنْسُهُ هِيَ إِلْفُهُ هِيَ حِبُّهُ صِدْقًا بِلاَ إِدْهَانِ
الإمام القحطاني الأندلسي,الكامل,أَوَلَيْسَ وَالِدُهَا يُصَافِي بَعْلَهَا , وَهُمَا بِرُوحِ اللهِ مُؤْتَلِفَانِ,أَوَلَيْسَ وَالِدُهَا يُصَافِي بَعْلَهَا وَهُمَا بِرُوحِ اللهِ مُؤْتَلِفَانِ
الإمام القحطاني الأندلسي,الكامل,لَمَّا قَضَى صِدِّيقُ أَحْمَدَ نَحْبَهُ , دَفَعَ الْخِلاَفَةَ لِلإِمَامِ الثَّانِي ,لَمَّا قَضَى صِدِّيقُ أَحْمَدَ نَحْبَهُ دَفَعَ الْخِلاَفَةَ لِلإِمَامِ الثَّانِي 
الإمام القحطاني الأندلسي,الكامل,أَعْنِي بِهِ الْفَارُوقَ فَرَّقَ عَنْوَةً , بِالسَّيْفِ بَيْنَ الْكُفْرِ وَالإِيمَانِ,أَعْنِي بِهِ الْفَارُوقَ فَرَّقَ عَنْوَةً بِالسَّيْفِ بَيْنَ الْكُفْرِ وَالإِيمَانِ
الإمام القحطاني الأندلسي,الكامل,هُوَ أَظْهَرَ الإِسْلاَمَ بَعْدَ خَفَائِهِ , وَمَحَا الظَّلاَمَ وَبَاحَ بِالْكِتْمَانِ,هُوَ أَظْهَرَ الإِسْلاَمَ بَعْدَ خَفَائِهِ وَمَحَا الظَّلاَمَ وَبَاحَ بِالْكِتْمَانِ
الإمام القحطاني الأندلسي,الكامل,وَمَضَى وَخَلَّى الأَمْرَ شُورَى بَيْنَهُمْ , في الأَمْرِ فَاجْتَمَعُوا عَلَى عُثْمَانِ,وَمَضَى وَخَلَّى الأَمْرَ شُورَى بَيْنَهُمْ في الأَمْرِ فَاجْتَمَعُوا عَلَى عُثْمَانِ
الإمام القحطاني الأندلسي,الكامل,مَنْ كَانَ يَسْهَرُ لَيْلَهُ في رَكْعَةٍ , وِتْرًا فَيُكْمِلُ خَتْمَةَ الْقُرْآنِ,مَنْ كَانَ يَسْهَرُ لَيْلَهُ في رَكْعَةٍ وِتْرًا فَيُكْمِلُ خَتْمَةَ الْقُرْآنِ
الإمام القحطاني الأندلسي,الكامل,وَلِيَ الْخِلاَفَةَ صِهْرُ أَحْمَدَ بَعْدَهُ , أَعْنِي عَلِيَّ الْعَالِمَ الرَّبَّانِي,وَلِيَ الْخِلاَفَةَ صِهْرُ أَحْمَدَ بَعْدَهُ أَعْنِي عَلِيَّ الْعَالِمَ الرَّبَّانِي
الإمام القحطاني الأندلسي,الكامل,زَوْجَ الْبَتُولِ أَخَا الرَّسُولِ وَرُكْنَهُ , لَيْثَ الْحُرُوْبِ مُنَازِلَ الأَقْرَانِ,زَوْجَ الْبَتُولِ أَخَا الرَّسُولِ وَرُكْنَهُ لَيْثَ الْحُرُوْبِ مُنَازِلَ الأَقْرَانِ
الإمام القحطاني الأندلسي,الكامل,سُبْحَانَ مَنْ جَعَلَ الْخِلاَفَةَ رُتْبَةً , وَبَنَى الإِمَامَةَ أَيَّمَا بُنْيَانِ,سُبْحَانَ مَنْ جَعَلَ الْخِلاَفَةَ رُتْبَةً وَبَنَى الإِمَامَةَ أَيَّمَا بُنْيَانِ
الإمام القحطاني الأندلسي,الكامل,وَاسْتَخْلَفَ الأَصْحَابَ كَيْ لاَ يَدَّعِي , مِنْ بَعْدِ أَحْمَدَ في النُّبُوَّةِ ثَانِي,وَاسْتَخْلَفَ الأَصْحَابَ كَيْ لاَ يَدَّعِي مِنْ بَعْدِ أَحْمَدَ في النُّبُوَّةِ ثَانِي
الإمام القحطاني الأندلسي,الكامل,أَكْرِمْ بِفَاطِمَةَ الْبَتُولِ وَبَعْلِهَا , وَبِمَنْ هُمَا لِمُحَمَّدٍ سِبْطَانِ,أَكْرِمْ بِفَاطِمَةَ الْبَتُولِ وَبَعْلِهَا وَبِمَنْ هُمَا لِمُحَمَّدٍ سِبْطَانِ
الإمام القحطاني الأندلسي,الكامل,غُصْنَانِ أَصْلُهُمَا بِرَوْضَةِ أَحْمَدٍ , للهِ دَرُّ الأَصْلِ وَالْغُصْنَانِ,غُصْنَانِ أَصْلُهُمَا بِرَوْضَةِ أَحْمَدٍ للهِ دَرُّ الأَصْلِ وَالْغُصْنَانِ
الإمام القحطاني الأندلسي,الكامل,أَكْرِمْ بِطَلْحَةَ وَالزُّبَيْرِ وَسَعْدِهِمْ , وَسَعِيدِهِمْ وَبِعَابِدِ الرَّحْمَنِ,أَكْرِمْ بِطَلْحَةَ وَالزُّبَيْرِ وَسَعْدِهِمْ وَسَعِيدِهِمْ وَبِعَابِدِ الرَّحْمَنِ
الإمام القحطاني الأندلسي,الكامل,وَأَبِي عُبَيْدَةَ ذِي الدِّيَانَةِ وَالتُّقَى , وَامْدَحْ جَمَاعَةَ بَيْعَةِ الرِّضْوَانِ,وَأَبِي عُبَيْدَةَ ذِي الدِّيَانَةِ وَالتُّقَى وَامْدَحْ جَمَاعَةَ بَيْعَةِ الرِّضْوَانِ
الإمام القحطاني الأندلسي,الكامل,قُلْ خَيْرَ قَوْلٍ في صَحَابَةِ أَحْمَدٍ , وَامْدَحْ جَمِيعَ الآلِ وَالنِّسْوَانِ,قُلْ خَيْرَ قَوْلٍ في صَحَابَةِ أَحْمَدٍ وَامْدَحْ جَمِيعَ الآلِ وَالنِّسْوَانِ
الإمام القحطاني الأندلسي,الكامل,دَعْ مَا جَرَى بَيْنَ الصَّحَابَةِ في الْوَغَى , بِسُيُوفِهِمْ يَوْمَ الْتَقَى الْجَمْعَانِ,دَعْ مَا جَرَى بَيْنَ الصَّحَابَةِ في الْوَغَى بِسُيُوفِهِمْ يَوْمَ الْتَقَى الْجَمْعَانِ
الإمام القحطاني الأندلسي,الكامل,فَقَتِيلُهُمْ مِنْهُمْ وَقَاتِلُهُمْ لَهُمْ , وَكِلاَهُمَا في الْحَشْرِ مَرْحُومَانِ,فَقَتِيلُهُمْ مِنْهُمْ وَقَاتِلُهُمْ لَهُمْ وَكِلاَهُمَا في الْحَشْرِ مَرْحُومَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ يَوْمَ الْحَشْرِ يَنْزَعُ كُلَّ مَا , تَحْوِي صُدُورُهُمُ مِنَ الأَضْغَانِ,وَاللهُ يَوْمَ الْحَشْرِ يَنْزَعُ كُلَّ مَا تَحْوِي صُدُورُهُمُ مِنَ الأَضْغَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْوَيْلُ لِلرَّكْبِ الَّذِيْنَ سَعَوا إِلَى , عُثْمَانَ فَاجْتَمَعُوا عَلَى الْعِصْيَانِ,وَالْوَيْلُ لِلرَّكْبِ الَّذِيْنَ سَعَوا إِلَى عُثْمَانَ فَاجْتَمَعُوا عَلَى الْعِصْيَانِ
الإمام القحطاني الأندلسي,الكامل,وَيْلٌ لِمَنْ قَتَلَ الْحُسَيْنَ فَإِنَّهُ , قَدْ بَاءَ مِنْ مَوْلاَهُ بِالْخُسْرَانِ,وَيْلٌ لِمَنْ قَتَلَ الْحُسَيْنَ فَإِنَّهُ قَدْ بَاءَ مِنْ مَوْلاَهُ بِالْخُسْرَانِ
الإمام القحطاني الأندلسي,الكامل,لَسْنَا نُكَفِّرُ مُسْلِمًا بِكَبِيرَةٍ , فَاللهُ ذُو عَفْوٍ وَذُو غُفْرَانِ,لَسْنَا نُكَفِّرُ مُسْلِمًا بِكَبِيرَةٍ فَاللهُ ذُو عَفْوٍ وَذُو غُفْرَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَقْبَلَنَّ مِنَ التَّوَارِخَ كُلَّ مَا , جَمَعَ الرُّوَاةُ وَخَطَّ كُلُّ بَنَانِ,لاَ تَقْبَلَنَّ مِنَ التَّوَارِخَ كُلَّ مَا جَمَعَ الرُّوَاةُ وَخَطَّ كُلُّ بَنَانِ
الإمام القحطاني الأندلسي,الكامل,اِرْوِ الْحَدِيثَ الْمُنْتَقَى عَنْ أَهْلِهِ , سِيمَا ذَوِي الأَحْلاَمِ وَالأَسْنَانِ,اِرْوِ الْحَدِيثَ الْمُنْتَقَى عَنْ أَهْلِهِ سِيمَا ذَوِي الأَحْلاَمِ وَالأَسْنَانِ
الإمام القحطاني الأندلسي,الكامل,كَابْنِ الْمُسَيِّبِ وَالْعَلاَءِ وَمَالِكٍ , وَاللَّيْثِ وَالزُّهْرِيِّ أَوْ سُفْيَانِ,كَابْنِ الْمُسَيِّبِ وَالْعَلاَءِ وَمَالِكٍ وَاللَّيْثِ وَالزُّهْرِيِّ أَوْ سُفْيَانِ
الإمام القحطاني الأندلسي,الكامل,وَاحْفَظْ رِوَايَةَ جَعْفَرِ بْنِ مُحَمَّدٍ , فَمَكَانُهُ فِيهَا أَجَلُّ مَكَانِ,وَاحْفَظْ رِوَايَةَ جَعْفَرِ بْنِ مُحَمَّدٍ فَمَكَانُهُ فِيهَا أَجَلُّ مَكَانِ
الإمام القحطاني الأندلسي,الكامل,وَاحْفَظْ لأَهْلِ الْبَيْتِ وَاجِبَ حَقِّهِمْ , وَاعْرِفْ عَلِيًّا أَيَّمَا عِرْفَانِ ,وَاحْفَظْ لأَهْلِ الْبَيْتِ وَاجِبَ حَقِّهِمْ وَاعْرِفْ عَلِيًّا أَيَّمَا عِرْفَانِ 
الإمام القحطاني الأندلسي,الكامل,لاَ تَنْتَقِصْهُ وَلاَ تَزِدْ في قَدْرِهِ , فَعَلَيْهِ تَصْلَى النَّارَ طَائِفَتَانِ,لاَ تَنْتَقِصْهُ وَلاَ تَزِدْ في قَدْرِهِ فَعَلَيْهِ تَصْلَى النَّارَ طَائِفَتَانِ
الإمام القحطاني الأندلسي,الكامل,إِحْدَاهُمَا لاَ تَرْتَضِيهِ خَلِيفَةً , وَتَنُصُّهُ الأُخْرَى إِلَهًا ثَانِي,إِحْدَاهُمَا لاَ تَرْتَضِيهِ خَلِيفَةً وَتَنُصُّهُ الأُخْرَى إِلَهًا ثَانِي
الإمام القحطاني الأندلسي,الكامل,وَالْعَنْ زَنَادِقَةَ الرَّوَافِضِ إِنَّهُمْ , أَعْنَاقُهُمْ غُلَّتْ إِلَى الأَذْقَانِ,وَالْعَنْ زَنَادِقَةَ الرَّوَافِضِ إِنَّهُمْ أَعْنَاقُهُمْ غُلَّتْ إِلَى الأَذْقَانِ
الإمام القحطاني الأندلسي,الكامل,جَحَدُوا الشَّرَائِعَ وَالنُّبُوَّةَ وَاقْتَدَوا , بِفَسَادِ مِلَّةِ صَاحِبِ الإِيوَانِ,جَحَدُوا الشَّرَائِعَ وَالنُّبُوَّةَ وَاقْتَدَوا بِفَسَادِ مِلَّةِ صَاحِبِ الإِيوَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَرْكَنَنَّ إِلَى الرَّوَافِضِ إِنَّهُمْ , شَتَمُوا الصَّحَابَةَ دُونَمَا بُرْهَانِ,لاَ تَرْكَنَنَّ إِلَى الرَّوَافِضِ إِنَّهُمْ شَتَمُوا الصَّحَابَةَ دُونَمَا بُرْهَانِ
الإمام القحطاني الأندلسي,الكامل,لُعِنُوا كَمَا بَغَضُوا صَحَابَةَ أَحْمَدٍ , وَوِدَادُهُمْ فَرْضٌ عَلَى الإِنْسَانِ,لُعِنُوا كَمَا بَغَضُوا صَحَابَةَ أَحْمَدٍ وَوِدَادُهُمْ فَرْضٌ عَلَى الإِنْسَانِ
الإمام القحطاني الأندلسي,الكامل,حُبُّ الصَّحَابَةِ وَالْقَرَابَةِ سُنَّةٌ , أَلْقَى بِهَا رَبِي إِذَا أَحْيَانِي,حُبُّ الصَّحَابَةِ وَالْقَرَابَةِ سُنَّةٌ أَلْقَى بِهَا رَبِي إِذَا أَحْيَانِي
الإمام القحطاني الأندلسي,الكامل,اِحْذَرْ عِقَابَ اللهِ وَارْجُ ثَوَابَهُ , حَتَّى تَكُونَ كَمَنْ لَهُ قَلْبَانِ,اِحْذَرْ عِقَابَ اللهِ وَارْجُ ثَوَابَهُ حَتَّى تَكُونَ كَمَنْ لَهُ قَلْبَانِ
الإمام القحطاني الأندلسي,الكامل,إِيمَانُنَا بِاللهِ بَيْنَ ثَلاَثَةٍ , عَمَلٍ وَقَوْلٍ وَاعْتِقَادِ جَنَانِ,إِيمَانُنَا بِاللهِ بَيْنَ ثَلاَثَةٍ عَمَلٍ وَقَوْلٍ وَاعْتِقَادِ جَنَانِ
الإمام القحطاني الأندلسي,الكامل,وَيَزِيدُ بِالتَّقْوَى وَيَنْقُصُ بِالرَّدَى , وَكِلاَهُمَا في الْقَلْبِ يَعْتَلِجَانِ,وَيَزِيدُ بِالتَّقْوَى وَيَنْقُصُ بِالرَّدَى وَكِلاَهُمَا في الْقَلْبِ يَعْتَلِجَانِ
الإمام القحطاني الأندلسي,الكامل,وَإِذَا خَلَوْتَ بِرِيبَةٍ في ظُلْمَةٍ , وَالنَّفْسُ دَاعِيَةٌ إِلَى الطُّغْيَانِ,وَإِذَا خَلَوْتَ بِرِيبَةٍ في ظُلْمَةٍ وَالنَّفْسُ دَاعِيَةٌ إِلَى الطُّغْيَانِ
الإمام القحطاني الأندلسي,الكامل,فَاسْتَحْيِ مِنْ نَظَرِ الإِلَهِ وَقُلْ لَهَا , إِنَّ الَّذِي خَلَقَ الظَّلاَمَ يَرَانِي,فَاسْتَحْيِ مِنْ نَظَرِ الإِلَهِ وَقُلْ لَهَا إِنَّ الَّذِي خَلَقَ الظَّلاَمَ يَرَانِي
الإمام القحطاني الأندلسي,الكامل,كُنْ طَالِبًا لِلْعِلْمِ وَاعْمَلْ صَالِحًا , فَهُمَا إِلَى سُبُلِ الْهُدَى سَبَبَانِ,كُنْ طَالِبًا لِلْعِلْمِ وَاعْمَلْ صَالِحًا فَهُمَا إِلَى سُبُلِ الْهُدَى سَبَبَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَتَّبِعْ عِلْمَ النَّجُومِ فَإِنَّهُ , مُتَعَلِّقٌ بِزَخَارِفِ الْكُهَّانِ,لاَ تَتَّبِعْ عِلْمَ النَّجُومِ فَإِنَّهُ مُتَعَلِّقٌ بِزَخَارِفِ الْكُهَّانِ
الإمام القحطاني الأندلسي,الكامل,عِلْمُ النُّجُومِ وَعِلْمُ شَرْعِ مُحَمَّدٍ , في قَلْبِ عَبْدٍ لَيْسَ يَجْتَمِعَانِ,عِلْمُ النُّجُومِ وَعِلْمُ شَرْعِ مُحَمَّدٍ في قَلْبِ عَبْدٍ لَيْسَ يَجْتَمِعَانِ
الإمام القحطاني الأندلسي,الكامل,لَوْ كَانَ عِلْمٌ لِلْكَوَاكِبِ أَوْ قَضَا , لَمْ يَهْبِطِ الْمِرِّيخُ في السَّرَطَانِ,لَوْ كَانَ عِلْمٌ لِلْكَوَاكِبِ أَوْ قَضَا لَمْ يَهْبِطِ الْمِرِّيخُ في السَّرَطَانِ
الإمام القحطاني الأندلسي,الكامل,وَالشَّمْسُ في الْحَمْلِ الْمُضِيءِ سَرِيعَةٌ , وَهُبُوطُهَا في كَوْكَبِ الْمِيزَانِ,وَالشَّمْسُ في الْحَمْلِ الْمُضِيءِ سَرِيعَةٌ وَهُبُوطُهَا في كَوْكَبِ الْمِيزَانِ
الإمام القحطاني الأندلسي,الكامل,وَالشَّمْسُ مُحْرِقَةٌ لِسِتَّةِ أَنْجُمٍ , لَكِنَّهَا وَالْبَدْرُ يَنْخَسِفَانِ,وَالشَّمْسُ مُحْرِقَةٌ لِسِتَّةِ أَنْجُمٍ لَكِنَّهَا وَالْبَدْرُ يَنْخَسِفَانِ
الإمام القحطاني الأندلسي,الكامل,وَلَرُبَّمَا اسْوَدَّا وَغَابَ ضِيَاهُمَا , وَهُمَا لِخَوْفِ اللهِ يَرْتَعِدَانِ,وَلَرُبَّمَا اسْوَدَّا وَغَابَ ضِيَاهُمَا وَهُمَا لِخَوْفِ اللهِ يَرْتَعِدَانِ
الإمام القحطاني الأندلسي,الكامل,اُرْدُدْ عَلَى مَنْ يَطْمَئِنُّ إِلَيْهِمَا , وَيَظُنُّ أَنَّ كِلَيْهِمَا رَبَّانِ,اُرْدُدْ عَلَى مَنْ يَطْمَئِنُّ إِلَيْهِمَا وَيَظُنُّ أَنَّ كِلَيْهِمَا رَبَّانِ
الإمام القحطاني الأندلسي,الكامل,يَا مَنْ يُحِبُّ الْمُشْتَرِي وَعُطَارِدًا , وَيَظُنُّ أَنَّهُمَا لَهُ سَعْدَانِ,يَا مَنْ يُحِبُّ الْمُشْتَرِي وَعُطَارِدًا وَيَظُنُّ أَنَّهُمَا لَهُ سَعْدَانِ
الإمام القحطاني الأندلسي,الكامل,لِمَ يَهْبِطَانِ وَيَعْلُوَانِ تَشَرُّفًا , وَبِوَهْجِ حَرِّ الشَّمْسِ يَحْتَرِقَانِ,لِمَ يَهْبِطَانِ وَيَعْلُوَانِ تَشَرُّفًا وَبِوَهْجِ حَرِّ الشَّمْسِ يَحْتَرِقَانِ
الإمام القحطاني الأندلسي,الكامل,أَتَخَافُ مِنْ زُحَلٍ وَتَرْجُو الْمُشْتَرِي , وَكِلاَهُمَا عَبْدَانِ مَمْلُوكَانِ,أَتَخَافُ مِنْ زُحَلٍ وَتَرْجُو الْمُشْتَرِي وَكِلاَهُمَا عَبْدَانِ مَمْلُوكَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهِ لَوْ مَلَكَا حَيَاةً أَوْ فَنَا , لَسَجَدتُّ نَحْوَهُمَا لِيَصْطَنِعَانِ,وَاللهِ لَوْ مَلَكَا حَيَاةً أَوْ فَنَا لَسَجَدتُّ نَحْوَهُمَا لِيَصْطَنِعَانِ
الإمام القحطاني الأندلسي,الكامل,وَلِيَفْسِحَا في مُدَّتِي وَيُوَسِّعَا , رِزْقِي وَبِالإِحْسَانِ يَكْتَنِفَانِي,وَلِيَفْسِحَا في مُدَّتِي وَيُوَسِّعَا رِزْقِي وَبِالإِحْسَانِ يَكْتَنِفَانِي
الإمام القحطاني الأندلسي,الكامل,بَلْ كُلُّ ذَلِكَ في يَدِ اللهِ الَّذِي , ذَلَّتْ لِعِزَّةِ وَجْهِهِ الثَّقَلاَنِ,بَلْ كُلُّ ذَلِكَ في يَدِ اللهِ الَّذِي ذَلَّتْ لِعِزَّةِ وَجْهِهِ الثَّقَلاَنِ
الإمام القحطاني الأندلسي,الكامل,فَقَدِ اسْتَوَى زُحَلٌ وَنَجْمُ الْمُشْتَرِي , وَالرَّأْسُ وَالذَّنَبُ الْعَظِيمُ الشَّانِ,فَقَدِ اسْتَوَى زُحَلٌ وَنَجْمُ الْمُشْتَرِي وَالرَّأْسُ وَالذَّنَبُ الْعَظِيمُ الشَّانِ
الإمام القحطاني الأندلسي,الكامل,وَالزُّهْرَةُ الْغَرَّاءُ مَعْ مِرِّيخِهَا , وَعُطَارِدُ الْوَقَّادُ مَعْ كَيْوَانِ,وَالزُّهْرَةُ الْغَرَّاءُ مَعْ مِرِّيخِهَا وَعُطَارِدُ الْوَقَّادُ مَعْ كَيْوَانِ
الإمام القحطاني الأندلسي,الكامل,إِنْ قَابَلَتْ وَتَرَبَّعَتْ وَتَثَلَّثَتْ , وَتَسَدَّسَتْ وَتَلاَحَقَتْ بِقِرَانِ,إِنْ قَابَلَتْ وَتَرَبَّعَتْ وَتَثَلَّثَتْ وَتَسَدَّسَتْ وَتَلاَحَقَتْ بِقِرَانِ
الإمام القحطاني الأندلسي,الكامل,أَلَهَا دَلِيلُ سَعَادَةٍ أَوْ شِقْوَةٍ , لاَ وَالَّذِي بَرَأَ الْوَرَى وَبَرَانِي,أَلَهَا دَلِيلُ سَعَادَةٍ أَوْ شِقْوَةٍ لاَ وَالَّذِي بَرَأَ الْوَرَى وَبَرَانِي
الإمام القحطاني الأندلسي,الكامل,مَنْ قَالَ بِالتَّأْثِيرِ فَهْوُ مُعَطِّلٌ , لِلشَّرْعِ مُتَّبِعٌ لِقَوْلٍ ثَانِ,مَنْ قَالَ بِالتَّأْثِيرِ فَهْوُ مُعَطِّلٌ لِلشَّرْعِ مُتَّبِعٌ لِقَوْلٍ ثَانِ
الإمام القحطاني الأندلسي,الكامل,إِنَّ النُّجُومَ عَلَى ثَلاَثَةِ أَوْجُهٍ , فَاسْمَعْ مَقَالَ النَّاقِدِ الدَّهْقَانِ,إِنَّ النُّجُومَ عَلَى ثَلاَثَةِ أَوْجُهٍ فَاسْمَعْ مَقَالَ النَّاقِدِ الدَّهْقَانِ
الإمام القحطاني الأندلسي,الكامل,بَعْضُ النُّجُومِ خُلِقْنَ زِينَةَ لِلسَّمَا , كَالدُّرِّ فَوْقَ تَرَائِبِ النِّسْوَانِ,بَعْضُ النُّجُومِ خُلِقْنَ زِينَةَ لِلسَّمَا كَالدُّرِّ فَوْقَ تَرَائِبِ النِّسْوَانِ
الإمام القحطاني الأندلسي,الكامل,وَكَوَاكِبٌ تَهْدِي الْمُسَافِرَ في السُّرَى , وَرُجُومُ كُلِّ مُثَابِرٍ شَيْطَانِ,وَكَوَاكِبٌ تَهْدِي الْمُسَافِرَ في السُّرَى وَرُجُومُ كُلِّ مُثَابِرٍ شَيْطَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ يَعْلَمُ الإِنْسَانُ مَا يُقْضَى غَدًا , إِذْ كُلَّ يَوْمٍ رَبُّنَا في شَانِ,لاَ يَعْلَمُ الإِنْسَانُ مَا يُقْضَى غَدًا إِذْ كُلَّ يَوْمٍ رَبُّنَا في شَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ يُمْطِرُنَا الْغُيُوثَ بِفَضْلِهِ , لاَ نَوْءَ عَوَّاءٍ وَلاَ دَبَرَانِ,وَاللهُ يُمْطِرُنَا الْغُيُوثَ بِفَضْلِهِ لاَ نَوْءَ عَوَّاءٍ وَلاَ دَبَرَانِ
الإمام القحطاني الأندلسي,الكامل,مَنْ قَالَ إِنَّ الْغَيْثَ جَاءَ بِهَنْعَةٍ , أَوْ صَرْفَةٍ أَوْ كَوْكَبِ الْمِيزَانِ ,مَنْ قَالَ إِنَّ الْغَيْثَ جَاءَ بِهَنْعَةٍ أَوْ صَرْفَةٍ أَوْ كَوْكَبِ الْمِيزَانِ 
الإمام القحطاني الأندلسي,الكامل,فَقَدِ افْتَرَى إِثْمًا وَبُهْتَانًا وَلَمْ , يُنْزِلْ بِهِ الرَّحْمَنُ مِنْ سُلْطَانِ,فَقَدِ افْتَرَى إِثْمًا وَبُهْتَانًا وَلَمْ يُنْزِلْ بِهِ الرَّحْمَنُ مِنْ سُلْطَانِ
الإمام القحطاني الأندلسي,الكامل,وَكَذَا الطَّبِيعَةُ لِلشَّرِيعَةِ ضِدُّهَا , وَلَقَلَّمَا يَتَجَمَّعُ الضِّدَّانِ,وَكَذَا الطَّبِيعَةُ لِلشَّرِيعَةِ ضِدُّهَا وَلَقَلَّمَا يَتَجَمَّعُ الضِّدَّانِ
الإمام القحطاني الأندلسي,الكامل,وَإِذَا طَلَبْتَ طَبَائِعًا مُسْتَسْلِمًا , فَاطْلُبْ شُوَاظَ النَّارِ في الْغُدْرَانِ,وَإِذَا طَلَبْتَ طَبَائِعًا مُسْتَسْلِمًا فَاطْلُبْ شُوَاظَ النَّارِ في الْغُدْرَانِ
الإمام القحطاني الأندلسي,الكامل,عِلْمُ الْفَلاَسِفَةِ الْغُوَاةِ طَبِيعَةٌ , وَمَعَادُ أَرْوَاحٍ بِلاَ أَبْدَانِ,عِلْمُ الْفَلاَسِفَةِ الْغُوَاةِ طَبِيعَةٌ وَمَعَادُ أَرْوَاحٍ بِلاَ أَبْدَانِ
الإمام القحطاني الأندلسي,الكامل,لَوْلاَ الطَّبِيعَةُ عِنْدَهُمْ وَفِعَالُهَا , لَمْ يَمْشِ فَوْقَ الأَرْضِ مِنْ حَيَوَانِ,لَوْلاَ الطَّبِيعَةُ عِنْدَهُمْ وَفِعَالُهَا لَمْ يَمْشِ فَوْقَ الأَرْضِ مِنْ حَيَوَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْبَحْرُ عُنْصُرُ كُلِّ مَاءٍ عِنْدَهُمْ , وَالشَّمْسُ أَوَّلُ عُنْصُرِ النِّيرَانِ,وَالْبَحْرُ عُنْصُرُ كُلِّ مَاءٍ عِنْدَهُمْ وَالشَّمْسُ أَوَّلُ عُنْصُرِ النِّيرَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْغَيْثُ أَبْخِرَةٌ تَصَاعَدَ كُلَّمَا , دَامَتْ بِهَطْلِ الْوَابِلِ الْهَتَّانِ,وَالْغَيْثُ أَبْخِرَةٌ تَصَاعَدَ كُلَّمَا دَامَتْ بِهَطْلِ الْوَابِلِ الْهَتَّانِ
الإمام القحطاني الأندلسي,الكامل,وَالرَّعْدُ عِنْدَ الْفَيْلَسُوفِ بِزَعْمِهِ , صَوْتُ اصْطِكَاكِ السُّحْبِ في الأَعْنَانِ,وَالرَّعْدُ عِنْدَ الْفَيْلَسُوفِ بِزَعْمِهِ صَوْتُ اصْطِكَاكِ السُّحْبِ في الأَعْنَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْبَرْقُ عِنْدَهُمُ شُوَاظٌ خَارِجٌ , بَيْنَ السَّحَابِ يُضِيءُ في الأَحْيَانِ,وَالْبَرْقُ عِنْدَهُمُ شُوَاظٌ خَارِجٌ بَيْنَ السَّحَابِ يُضِيءُ في الأَحْيَانِ
